,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,date,近一日漲跌％,近一週漲跌％,近一月漲跌％
256,2233,宇隆,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-0.47,-4.98,0.48
257,2236,百達-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.26,-1.54,-8.58
258,2239,英利-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.41,3.4,15.53
259,2241,艾姆勒,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-1.45,2.88,5.49
260,2243,宏旭-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-0.22,-7.31,16.54
261,2250,IKKA-KY,M2200 汽車工業,M22A 汽車製造,ML無分,2023/03/29,1.25,-0.14,0.0
262,2497,怡利電,M2200 汽車工業,M15D 汽車組件,25.0,2023/03/29,0.53,-2.2,-0.66
263,4551,智伸科,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,-1.02,-3.33,-2.03
264,4557,永新-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.93,-2.7,-6.9
265,4581,光隆精密-KY,M2200 汽車工業,M15D 汽車組件,ML無分,2023/03/29,0.47,2.88,5.15
266,6605,帝寶,M2200 汽車工業,M15D 汽車組件,5.0,2023/03/29,0.0,-0.65,3.74
267,3552,同致,M2331 其他電子業,M15D 汽車組件,25.0,2023/03/29,0.65,-4.63,2.32
268,4554,橙的,M2331 其他電子業,M15D 汽車組件,ML無分,2023/03/29,0.18,1.87,2.44
269,6279,胡連,M2328 電子零組件,M15D 汽車組件,ML無分,2023/03/29,1.41,-3.04,-6.51
270,5276,達輝-KY,M9900 其他,M15D 汽車組件,ML無分,2023/03/28,-3.45,-4.94,2.67
271,9942,茂順,M9900 其他,M15D 汽車組件,ML無分,2023/03/29,2.61,1.29,-2.07
272,1517,利奇,M1500 電機機械,M15E 自行車組件,6.0,2023/03/29,-0.25,-2.23,-3.43
273,1526,日馳,M1500 電機機械,M15E 自行車組件,6.0,2023/03/29,0.12,-4.51,-2.02
274,3162,精確,M1500 電機機械,M15E 自行車組件,ML無分,2023/03/29,-0.68,-7.35,5.45
275,5306,桂盟,M9900 其他,M15E 自行車組件,ML無分,2023/03/29,-1.05,-2.07,-5.33
276,2070,精湛,M1500 電機機械,M15H 儀器設備,ML無分,2023/03/29,0.68,2.92,-0.13
277,4549,桓達,M1500 電機機械,M15H 儀器設備,ML無分,2023/03/29,0.11,-0.98,2.35
278,4744,皇將,M1722 生技醫療,M15H 儀器設備,ML無分,2023/03/29,-1.11,2.97,2.12
279,1515,力山,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,0.52,-1.19,-4.11
280,1580,新麥,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,0.0,0.0,3.7
281,3379,彬台,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,1.59,4.08,5.81
282,3426,台興,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,-0.25,0.25,3.66
283,4503,金雨,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,0.97,-2.4,3.42
284,4568,科際精密,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,-1.87,0.16,0.96
285,4580,捷流閥業,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,0.55,-0.33,10.05
286,4584,君帆,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,-1.37,-1.94,-7.17
287,6843,進典,M1500 電機機械,M15Z 其他電製品,ML無分,2023/03/29,-1.93,-4.39,10.6
288,1593,祺驊,M1722 生技醫療,M15Z 其他電製品,ML無分,2023/03/29,0.8,-3.45,-14.5
289,1598,岱宇,M1722 生技醫療,M15Z 其他電製品,ML無分,2023/03/29,-1.98,-3.56,-8.5
290,1736,喬山,M1722 生技醫療,M15Z 其他電製品,ML無分,2023/03/29,-0.15,0.15,-2.62
291,4556,旭然,M9900 其他,M15Z 其他電製品,ML無分,2023/03/29,-0.16,-0.16,1.14
292,6641,基士德-KY,M9900 其他,M15Z 其他電製品,ML無分,2023/03/29,0.0,0.17,3.42
293,1711,永光,M1721 化學工業,M17B 染料及顏料,10.0,2023/03/29,-0.27,0.81,-0.27
294,1713,國化,M1721 化學工業,M17B 染料及顏料,ML無分,2023/03/29,0.54,-2.26,5.65
295,1726,永記,M1721 化學工業,M17B 染料及顏料,ML無分,2023/03/29,-0.55,0.28,0.83
296,4702,中美實,M1721 化學工業,M17B 染料及顏料,ML無分,2023/03/29,2.89,8.78,10.89
297,4706,大恭,M1721 化學工業,M17B 染料及顏料,ML無分,2023/03/29,-0.29,-2.01,0.29
298,4741,泓瀚,M1721 化學工業,M17B 染料及顏料,ML無分,2023/03/29,-0.73,-1.63,2.07
299,1796,金穎生技,M1200 食品工業,M17C2 機能性食品,ML無分,2023/03/29,1.71,-5.01,1.02
300,6846,綠茵,M1200 食品工業,M17C2 機能性食品,ML無分,,,,
301,4119,旭富,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.72,4.41,8.72
302,1701,中化,M1722 生技醫療,M17C1 西藥,8.0,2023/03/29,0.58,0.0,-5.25
303,1707,葡萄王,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,2.85,0.56,-2.17
304,1712,興農,M1721 化學工業,M17C3 農藥肥料,61.0,2023/03/29,-0.54,-1.74,-10.05
305,1720,生達,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.29,1.66,-5.81
306,1722,台肥,M1721 化學工業,M17C3 農藥肥料,ML無分,2023/03/29,-0.35,-0.53,-1.75
307,1731,美吾華,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.26,0.0,-0.76
308,1734,杏輝,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.81,1.14,-1.75
309,1752,南光,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,5.54,4.05,0.0
310,1760,寶齡富錦,M1722 生技醫療,M17C1 西藥,45.0,2023/03/29,5.12,7.72,8.72
311,1762,中化生,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,7.89,13.1,21.48
312,1777,生泰,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.09,0.6,-6.41
313,1789,神隆,M1722 生技醫療,M17C1 西藥,8.0,2023/03/29,0.19,1.95,-0.38
314,1795,美時,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,4.88,5.95,-7.36
315,1799,易威,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-9.82,-0.98,23.55
316,3164,景岳,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,-0.21,2.1,0.41
317,3176,基亞,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-1.07,0.62,-1.37
318,3205,佰研,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,2.0,-3.55,-6.64
319,4120,友華,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.65,3.5,1.93
320,3705,永信,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.58,0.12,0.12
321,4102,永日,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.22,1.93,0.52
322,4105,東洋,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.38,1.14,2.31
323,4108,懷特,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.27,0.0,-3.11
324,4109,加捷生醫,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,-0.68,-0.68,-2.01
325,4111,濟生,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.08,2.18,2.37
326,4114,健喬,M1722 生技醫療,M17C1 西藥,42.0,2023/03/29,3.49,4.67,-2.03
327,4123,晟德,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.66,2.0,-3.27
328,4127,天良,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,0.0,10.38,10.38
329,4128,中天,M1722 生技醫療,M17C1 西藥,44.0,2023/03/29,2.6,4.85,3.08
330,4130,健亞,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.38,-1.83,-7.12
331,4142,國光生,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.13,1.8,-0.75
332,4147,中裕,M1722 生技醫療,M17C1 西藥,46.0,2023/03/29,-0.54,15.97,16.41
333,4148,全宇生技-KY,M1722 生技醫療,M17C3 農藥肥料,ML無分,2023/03/29,1.09,-3.69,-2.69
334,4157,太景*-KY,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.99,-2.59,-1.31
335,4162,智擎,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,3.74,5.21,-1.77
336,4167,松瑞藥,M1722 生技醫療,M17C1 西藥,8.0,2023/03/29,1.61,0.53,-8.7
337,4168,醣聯,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,2.44,1.61,-4.26
338,4173,久裕,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.26,0.0,0.26
339,4174,浩鼎,M1722 生技醫療,M17C1 西藥,46.0,2023/03/29,1.11,5.95,1.11
340,4192,杏國,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.25,4.45,-17.56
341,4726,永昕,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,2.85,2.45,0.25
342,4743,合一,M1722 生技醫療,M17C1 西藥,44.0,2023/03/29,3.44,3.84,3.64
343,4746,台耀,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,2.08,8.7,0.14
344,4747,強生,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.36,-3.87,-8.74
345,4911,德英,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.17,-0.98,-5.48
346,6130,星寶國際,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.57,-2.88,-3.28
347,6242,立康,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,-0.65,0.82,5.3
348,6446,藥華藥,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-1.25,-1.36,-13.2
349,6461,益得,M1722 生技醫療,M17C1 西藥,42.0,2023/03/29,0.67,1.36,-1.97
350,6472,保瑞,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,9.97,29.75,50.19
351,6492,生華科,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.0,-4.18,-6.14
352,6496,科懋,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-1.18,-3.76,-13.27
353,6535,順藥,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.6,-0.6,-2.36
354,6541,泰福-KY,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,2.87,6.55,105.04
355,6547,高端疫苗,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,0.7,-1.21,0.0
356,6550,北極星藥業-KY,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,1.94,5.39,1.42
357,6576,逸達,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.82,-5.12,12.62
358,6589,台康生技,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,5.26,7.14,-0.41
359,6657,華安,M1722 生技醫療,M17C1 西藥,ML無分,,,,
360,8279,生展,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,0.0,-1.82,-3.86
361,8432,東生華,M1722 生技醫療,M17C1 西藥,ML無分,2023/03/29,-0.11,-0.96,0.0
362,8436,大江,M1722 生技醫療,M17C2 機能性食品,ML無分,2023/03/29,1.27,-0.5,-6.12
363,3555,重鵬,M2324 半導體,M17C2 機能性食品,ML無分,2023/03/29,0.71,1.08,4.64
364,6508,惠光,M3300 農業科技,M17C3 農藥肥料,61.0,2023/03/29,-0.63,-1.63,-1.01
365,5398,慕康生醫,M9900 其他,M17C1 西藥,ML無分,2023/03/29,-0.6,1.54,-1.79
366,6236,康呈,M9900 其他,M17C2 機能性食品,ML無分,2023/03/29,0.0,-4.35,-2.22
367,1709,和益,M1721 化學工業,M17E1 清潔劑原料,ML無分,2023/03/29,-0.2,-0.59,1.41
368,1714,和桐,M1721 化學工業,M17E1 清潔劑原料,9.0,2023/03/29,0.11,0.22,0.22
369,1730,花仙子,M1721 化學工業,M17E2 清潔用品,ML無分,2023/03/29,0.0,-0.53,0.9
370,1732,毛寶,M1721 化學工業,M17E2 清潔用品,ML無分,2023/03/29,0.54,-1.94,-5.45
371,4707,磐亞,M1721 化學工業,M17E1 清潔劑原料,ML無分,2023/03/29,0.0,-0.39,4.05
372,6506,雙邦,M1400 紡織纖維,M17F 樹脂,ML無分,2023/03/29,-0.25,-0.25,-5.31
373,1717,長興,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,-3.7,-2.34,-2.5
374,1721,三晃,M1721 化學工業,M17F 樹脂,10.0,2023/03/29,-0.35,-1.4,-4.41
375,1735,日勝化,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,-1.3,0.66,1.33
376,1776,展宇,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,0.0,-0.6,-0.89
377,3708,上緯投控,M1721 化學工業,M17F 樹脂,41.0,2023/03/29,1.48,-1.44,-3.74
378,4711,永純,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,0.0,0.67,0.0
379,4714,永捷,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,-0.45,3.24,0.0
380,4716,大立,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,0.8,-0.4,0.0
381,4720,德淵,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,0.0,-2.42,-5.37
382,4722,國精化,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,-0.28,1.87,1.43
383,4766,南寶,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,0.0,5.76,6.91
384,4767,誠泰科技,M1721 化學工業,M17F 樹脂,ML無分,2023/03/27,1.88,1.31,1.88
385,4770,上品,M1721 化學工業,M17F 樹脂,ML無分,2023/03/29,0.51,-0.84,-14.84
386,6585,鼎基,M9900 其他,M17F 樹脂,ML無分,2023/03/29,0.0,-2.94,-5.86
387,1565,精華,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.39,-2.28,-0.19
388,1733,五鼎,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.78,-0.96,-0.77
389,1781,合世,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.99,1.67,-1.29
390,1783,和康生,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,2.75,2.56,-9.24
391,1786,科妍,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,1.69,0.61,1.07
392,1788,杏昌,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.0,0.35,-1.03
393,1813,寶利徠,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.66,0.89,1.57
394,3118,進階,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.17,1.17,5.58
395,3218,大學光,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,5.73,9.31,19.6
396,4104,佳醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-1.25,-3.3,1.8
397,4106,雃博,M1722 生技醫療,M17G 醫療耗材,43.0,2023/03/29,-0.17,1.22,-5.36
398,4107,邦特,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.0,-2.61,-6.28
399,4116,明基醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-1.13,-0.49,-2.85
400,4126,太醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-1.06,-0.83,7.83
401,4129,聯合,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.94,-0.19,10.84
402,4131,晶宇,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,2.2,-2.48,23.43
403,4133,亞諾法,M1722 生技醫療,M17G 醫療耗材,45.0,2023/03/29,0.54,0.82,-1.47
404,4138,曜亞,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.82,-1.2,0.0
405,4155,訊映,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-1.08,-4.2,10.11
406,4160,創源,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,2.47,5.84,3.39
407,4161,聿新科,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.68,4.06,9.87
408,4163,鐿鈦,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.0,-2.78,-9.26
409,4164,承業醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,1.26,-9.05,5.07
410,4183,福永生技,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.27,1.34,1.61
411,4188,安克,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-1.86,-0.63,-5.39
412,4198,欣大健康,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-3.54,-2.39,-3.35
413,4728,雙美,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.36,-1.4,11.02
414,4735,豪展,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.39,-0.51,-4.88
415,4736,泰博,M1722 生技醫療,M17G 醫療耗材,45.0,2023/03/29,0.27,-1.85,-3.63
416,4737,華廣,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.13,-0.52,-2.78
417,4745,合富-KY,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.76,0.96,1.34
418,5312,寶島科,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.16,0.62,4.03
419,6491,晶碩,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,1.61,-2.95,-9.67
420,6499,益安,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.0,-0.34,-0.51
421,6527,明達醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,4.18,-1.4,9.65
422,6598,ABC-KY,M1722 生技醫療,M17G 醫療耗材,45.0,2023/03/29,1.91,2.63,4.27
423,6612,奈米醫材,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.4,-5.62,-8.36
424,6615,慧智,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.39,0.53,-0.13
425,6649,台生材,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.12,-1.26,2.75
426,6661,威健生技,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-1.44,1.27,0.84
427,6733,博晟生醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-2.12,-0.77,18.53
428,6747,亨泰光,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,4.34,-0.98,21.1
429,6762,達亞,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-0.8,-1.78,-0.99
430,6767,台微醫,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,2.44,-2.57,11.32
431,6782,視陽,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.18,-3.39,-23.98
432,6796,晉弘,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,0.49,3.0,1.48
433,6797,圓點奈米,M1722 生技醫療,M17G 醫療耗材,ML無分,,,,
434,6841,長佳智能,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,-2.09,-1.27,5.88
435,6861,睿生光電,M1722 生技醫療,M17G 醫療耗材,ML無分,2023/03/29,4.0,,
436,8409,商之器,M1722 生技醫療,M23X9 應用軟體,ML無分,2023/03/29,0.0,4.6,5.62
437,3373,熱映,M2331 其他電子業,M17G 醫療耗材,ML無分,2023/03/29,-0.62,-1.22,-6.56
438,4171,瑞基,M3300 農業科技,M17G 醫療耗材,45.0,2023/03/29,0.16,5.16,-0.16
439,1784,訊聯,M1722 生技醫療,M17H 生物科技,ML無分,2023/03/29,-0.76,2.0,4.91
440,4139,馬光-KY,M1722 生技醫療,M17H 生物科技,ML無分,2023/03/29,-0.27,-3.23,-3.86
441,6662,樂斯科,M1722 生技醫療,M17H 生物科技,ML無分,2023/03/29,-0.32,0.8,3.97
442,6712,長聖,M1722 生技醫療,M17H 生物科技,ML無分,2023/03/29,1.68,5.75,1.44
443,4121,優盛,M1722 生技醫療,M17X 藥局,43.0,2023/03/29,0.0,-0.42,-0.63
444,4175,杏一,M1722 生技醫療,M17X 藥局,ML無分,2023/03/29,3.08,8.9,13.13
445,6469,大樹,M1722 生技醫療,M17X 藥局,ML無分,2023/03/29,-0.14,-2.31,-1.1
446,8403,盛弘,M1722 生技醫療,M17X 藥局,ML無分,2023/03/29,0.9,-1.18,-5.91
447,1708,東鹼,M1721 化學工業,M17Z 其他化學,61.0,2023/03/29,-0.7,0.47,0.59
448,1723,中碳,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,0.44,0.88,2.69
449,1725,元禎,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,-0.94,0.72,-2.09
450,1727,中華化,M1721 化學工業,M17Z 其他化學,10.0,2023/03/29,-0.2,-2.68,-1.36
451,1742,台蠟,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,-1.67,-2.97,-0.34
452,1773,勝一,M1721 化學工業,M17Z 其他化學,11.0,2023/03/29,-0.41,1.68,0.83
453,3430,奇鈦科,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,-0.41,0.1,1.99
454,4137,麗豐-KY,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,-0.92,2.62,3.36
455,4190,佐登-KY,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,1.21,8.23,13.99
456,4721,美琪瑪,M1721 化學工業,M17Z 其他化學,47.0,2023/03/29,-1.4,-4.09,-4.09
457,4739,康普,M1721 化學工業,M17Z 其他化學,47.0,2023/03/29,-0.81,-3.94,-3.94
458,4754,國碳科,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,0.0,-0.13,7.81
459,4755,三福化,M1721 化學工業,M17Z 其他化學,11.0,2023/03/29,-0.78,-1.93,-1.17
460,4763,材料-KY,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,2.81,-0.3,7.15
461,4764,雙鍵,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,0.0,1.9,-5.63
462,4768,晶呈科技,M1721 化學工業,M17Z 其他化學,ML無分,2023/03/29,1.42,-2.2,-5.32
463,6431,光麗-KY,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,0.0,7.25,6.72
464,6509,聚和,M1721 化學工業,M17Z 其他化學,47.0,2023/03/29,-0.77,-3.53,-1.42
465,6523,達爾膚,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,2.84,1.88,-4.82
466,6574,霈方,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,7.88,7.23,8.21
467,6666,羅麗芬-KY,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,0.37,-0.98,-10.2
468,6703,軒郁,M1722 生技醫療,M17Z 其他化學,ML無分,2023/03/29,0.41,-6.44,1.65
469,4749,新應材,M2326 光電業,M17Z 其他化學,ML無分,,,,
470,5450,南良,M9900 其他,M17Z 其他化學,ML無分,2023/03/29,-5.51,2.78,27.32
471,1903,士紙,M1900 造紙工業,M19A 造紙,13.0,2023/03/29,-0.46,-1.15,-11.34
472,1904,正隆,M1900 造紙工業,M19A 造紙,13.0,2023/03/29,-0.18,1.44,-1.57
473,1906,寶隆,M1900 造紙工業,M19A 造紙,ML無分,2023/03/29,0.3,-0.6,-6.18
474,1907,永豐餘,M1900 造紙工業,M19A 造紙,13.0,2023/03/29,-0.56,1.72,-1.67
475,1909,榮成,M1900 造紙工業,M19A 造紙,13.0,2023/03/29,-0.59,0.9,-8.65
476,6790,永豐實,M1900 造紙工業,M19A 造紙,ML無分,2023/03/29,0.13,-0.13,0.0
477,1905,華紙,M1900 造紙工業,M19B 紙漿,13.0,2023/03/29,-0.31,-1.22,-6.92
478,4558,寶緯,M1500 電機機械,M20A5 鋁鋅,ML無分,2023/03/29,1.0,4.12,30.26
479,8996,高力,M1500 電機機械,M20A9 金屬加工,ML無分,2023/03/29,-0.9,-6.01,-10.43
480,2061,風青,M1600 電器電纜,M20A4 銅,ML無分,2023/03/29,-2.48,-2.88,-9.58
481,2002,中鋼,M2000 鋼鐵工業,M20A3 鋼板,ML無分,2023/03/29,0.49,-0.64,2.31
482,2006,東和鋼鐵,M2000 鋼鐵工業,M20A2 鋼筋,ML無分,2023/03/29,0.5,-1.46,-2.26
483,2007,燁興,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,-0.88,-1.32,-7.44
484,2008,高興昌,M2000 鋼鐵工業,M20A7 鋼管,ML無分,2023/03/29,0.51,0.51,6.18
485,2009,第一銅,M2000 鋼鐵工業,M20A4 銅,ML無分,2023/03/29,1.2,-0.44,-4.39
486,2010,春源,M2000 鋼鐵工業,M20A3 鋼板,ML無分,2023/03/29,-0.31,-0.31,-3.33
487,2012,春雨,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,1.03,-0.2,1.23
488,2013,中鋼構,M2000 鋼鐵工業,M20A2 鋼筋,ML無分,2023/03/29,1.15,3.71,2.5
489,2014,中鴻,M2000 鋼鐵工業,M20A3 鋼板,ML無分,2023/03/29,0.96,-0.75,-3.65
490,2015,豐興,M2000 鋼鐵工業,M20A2 鋼筋,ML無分,2023/03/29,-0.28,-0.55,2.84
491,2017,官田鋼,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,-0.82,-4.7,0.0
492,2020,美亞,M2000 鋼鐵工業,M20A7 鋼管,ML無分,2023/03/29,-0.21,-0.21,-1.06
493,2022,聚亨,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,0.36,0.85,-3.37
494,2023,燁輝,M2000 鋼鐵工業,M20A3 鋼板,ML無分,2023/03/29,0.0,-0.64,-7.96
495,2024,志聯,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,0.78,-1.78,0.78
496,2025,千興,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分,2023/03/29,-0.7,0.35,-0.7
497,2027,大成鋼,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分,2023/03/29,0.11,-0.22,5.34
498,2028,威致,M2000 鋼鐵工業,M20A2 鋼筋,ML無分,2023/03/29,-0.18,-0.54,-1.78
499,2029,盛餘,M2000 鋼鐵工業,M20A3 鋼板,ML無分,2023/03/29,0.58,2.56,2.96
500,2030,彰源,M2000 鋼鐵工業,M20A7 鋼管,ML無分,2023/03/29,0.43,-0.84,2.17
501,2031,新光鋼,M2000 鋼鐵工業,M20A3 鋼板,ML無分,2023/03/29,1.38,-0.1,10.05
502,2032,新鋼,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分,2023/03/29,-0.51,-2.02,-4.9
503,2033,佳大,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,0.0,1.94,0.64
504,2034,允強,M2000 鋼鐵工業,M20A7 鋼管,ML無分,2023/03/29,0.34,0.0,-4.58
505,2035,唐榮,M2000 鋼鐵工業,M20A6 不鏽鋼,ML無分,2023/03/29,0.16,-1.59,-4.19
506,2038,海光,M2000 鋼鐵工業,M20A2 鋼筋,ML無分,2023/03/29,-0.23,-2.26,-2.91
507,2063,世鎧,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,-1.9,-2.77,-12.12
508,2064,晉椿,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,0.79,1.87,-3.05
509,2065,世豐,M2000 鋼鐵工業,M20A1 線材,ML無分,2023/03/29,-1.94,-3.04,1.51
