,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,近一日漲跌％,近一週漲跌％,近一月漲跌％
1116,4973,廣穎,M2324 半導體,M23G3B 記憶體模組,ML無分組,0.54,7.05,19.32
1117,4991,環宇-KY,M2324 半導體,M23G3A 化合物SEMI,ML無分組,0.0,0.57,-6.38
1118,5236,凌陽創新,M2324 半導體,M23G5 IC設計,ML無分組,-3.15,-1.33,0.45
1119,5269,祥碩,M2324 半導體,M23G5 IC設計,ML無分組,-2.94,-2.94,16.55
1120,5272,笙科,M2324 半導體,M23G5 IC設計,ML無分組,-4.06,-1.09,14.75
1121,5274,信驊,M2324 半導體,M23G5 IC設計,ML無分組,0.53,4.81,1.43
1122,5285,界霖,M2324 半導體,M23G4 IC導線架,ML無分組,-2.58,2.6,11.55
1123,5289,宜鼎,M2325 電腦及週邊,M23G3B 記憶體模組,ML無分組,2.1,9.77,30.07
1124,5299,杰力,M2324 半導體,M23G5 IC設計,ML無分組,-3.02,0.78,-1.91
1125,5302,太欣,M2324 半導體,M23G5 IC設計,ML無分組,-0.54,3.91,7.15
1126,5314,世紀,M2324 半導體,M23G5 IC設計,ML無分組,-1.03,-1.29,7.87
1127,5344,立衛,M2324 半導體,M23G2 IC封測,ML無分組,-1.95,0.0,-5.63
1128,5347,世界,M2324 半導體,M23G1A 晶圓代工,19.0,-0.1,5.55,6.92
1129,5351,鈺創,M2324 半導體,M23G5 IC設計,ML無分組,-3.02,1.12,-4.66
1130,5468,凱鈺,M2324 半導體,M23G5 IC設計,ML無分組,-0.58,0.29,-2.56
1131,5471,松翰,M2324 半導體,M23G5 IC設計,ML無分組,-0.55,1.13,-1.64
1132,5483,中美晶,M2324 半導體,M23G3C 晶圓材料,53.0,-1.91,0.98,-3.14
1133,5487,通泰,M2324 半導體,M23G5 IC設計,ML無分組,0.0,-1.19,0.81
1134,6104,創惟,M2324 半導體,M23G5 IC設計,56.0,-3.59,-3.59,-2.42
1135,6129,普誠,M2324 半導體,M23G5 IC設計,26.0,-4.07,-5.14,-1.87
1136,6138,茂達,M2324 半導體,M23G5 IC設計,ML無分組,0.96,8.28,8.28
1137,6147,頎邦,M2324 半導體,M23G2 IC封測,ML無分組,-0.85,-0.85,4.01
1138,6182,合晶,M2324 半導體,M23G3C 晶圓材料,53.0,-1.64,0.84,7.13
1139,6198,瑞築,M2324 半導體,M23G5 IC設計,ML無分組,1.99,3.8,5.13
1140,6202,盛群,M2324 半導體,M23G5 IC設計,ML無分組,-1.48,0.69,-1.35
1141,6229,研通,M2324 半導體,M23G5 IC設計,ML無分組,0.0,-0.52,11.41
1142,6233,旺玖,M2324 半導體,M23G5 IC設計,ML無分組,0.37,-0.55,20.27
1143,6237,驊訊,M2324 半導體,M23G5 IC設計,ML無分組,-1.15,-0.42,-3.86
1144,6239,力成,M2324 半導體,M23G2 IC封測,ML無分組,-0.88,0.45,2.27
1145,6243,迅杰,M2324 半導體,M23G5 IC設計,ML無分組,-1.24,-4.15,16.23
1146,6257,矽格,M2324 半導體,M23G2 IC封測,ML無分組,-0.18,0.0,4.12
1147,6261,久元,M2324 半導體,M23G2 IC封測,ML無分組,-1.18,-0.59,5.85
1148,6287,元隆,M2324 半導體,M23G1A 晶圓代工,ML無分組,2.15,0.85,0.21
1149,6291,沛亨,M2324 半導體,M23G5 IC設計,ML無分組,1.36,-0.33,50.25
1150,6411,晶焱,M2324 半導體,M23G5 IC設計,36.0,-2.8,-0.82,-5.81
1151,6415,矽力*-KY,M2324 半導體,M23G5 IC設計,ML無分組,-5.08,-5.27,-18.13
1152,6435,大中,M2324 半導體,M23G5 IC設計,ML無分組,-0.48,1.46,0.97
1153,6451,訊芯-KY,M2324 半導體,M23G2 IC封測,ML無分組,-1.34,0.25,-5.91
1154,6457,紘康,M2324 半導體,M23G5 IC設計,ML無分組,-2.28,-0.33,-2.91
1155,6462,神盾,M2324 半導體,M23G5 IC設計,ML無分組,-3.72,-5.73,7.95
1156,6485,點序,M2324 半導體,M23G5 IC設計,ML無分組,9.89,25.31,32.8
1157,6488,環球晶,M2324 半導體,M23G3C 晶圓材料,53.0,-2.08,1.57,0.98
1158,6494,九齊,M2324 半導體,M23G5 IC設計,ML無分組,-1.67,0.79,-0.91
1159,6525,捷敏-KY,M2324 半導體,M23G2 IC封測,ML無分組,-0.13,0.13,2.15
1160,6526,達發,M2324 半導體,M23G5 IC設計,ML無分組,,,
1161,6531,愛普*,M2324 半導體,M23G5 IC設計,62.0,-0.47,-3.08,11.31
1162,6533,晶心科,M2324 半導體,M23G5 IC設計,62.0,-4.77,-5.12,-3.53
1163,6548,長科*,M2324 半導體,M23G4 IC導線架,ML無分組,-3.05,2.05,15.53
1164,6568,宏觀,M2324 半導體,M23G5 IC設計,ML無分組,-3.64,-1.24,-7.83
1165,6594,展匯科,M2324 半導體,M23G5 IC設計,ML無分組,-0.32,4.33,8.49
1166,6643,M31,M2324 半導體,M23G5 IC設計,62.0,-2.08,-2.39,2.17
1167,6651,全宇昕,M2324 半導體,M23G5 IC設計,ML無分組,7.97,13.43,14.5
1168,6679,鈺太,M2324 半導體,M23G5 IC設計,ML無分組,-0.17,-5.51,7.14
1169,6684,安格,M2324 半導體,M23G5 IC設計,ML無分組,-0.54,0.18,4.56
1170,6693,廣閎科,M2324 半導體,M23G5 IC設計,ML無分組,-2.94,4.27,7.84
1171,6695,芯鼎,M2324 半導體,M23G5 IC設計,ML無分組,-1.69,-4.58,-0.91
1172,6708,天擎,M2324 半導體,M23G5 IC設計,ML無分組,-0.18,-1.07,-6.7
1173,6716,應廣,M2324 半導體,M23G5 IC設計,ML無分組,0.0,8.02,9.07
1174,6719,力智,M2324 半導體,M23G5 IC設計,ML無分組,-3.45,-4.65,5.13
1175,6732,昇佳電子,M2324 半導體,M23G5 IC設計,ML無分組,-4.28,-6.98,-3.88
1176,6756,威鋒電子,M2324 半導體,M23G5 IC設計,ML無分組,-2.09,-2.09,8.06
1177,6770,力積電,M2324 半導體,M23G1A 晶圓代工,ML無分組,-1.78,-3.22,-0.6
1178,6789,采鈺,M2324 半導體,M23G6 IC光罩,ML無分組,-1.73,-0.22,-2.58
1179,6799,來頡,M2324 半導體,M23G5 IC設計,ML無分組,-2.56,8.57,15.59
1180,8016,矽創,M2324 半導體,M23G5 IC設計,39.0,-3.09,-0.84,3.29
1181,8024,佑華,M2324 半導體,M23G5 IC設計,ML無分組,-2.26,5.78,13.6
1182,8028,昇陽半導體,M2324 半導體,M23G3C 晶圓材料,ML無分組,-2.18,-0.85,3.0
1183,8040,九暘,M2324 半導體,M23G5 IC設計,ML無分組,-0.79,-0.79,-3.66
1184,8054,安國,M2324 半導體,M23G5 IC設計,ML無分組,-2.84,-1.72,-0.29
1185,8081,致新,M2324 半導體,M23G5 IC設計,ML無分組,-0.83,-0.56,2.0
1186,8084,巨虹,M2329 電子通路業,M23G5 IC設計,ML無分組,-6.02,-10.57,0.0
1187,8086,宏捷科,M2324 半導體,M23G3A 化合物SEMI,64.0,-0.6,5.51,7.3
1188,8088,品安,M2324 半導體,M23G3B 記憶體模組,ML無分組,-3.4,10.41,14.23
1189,8110,華東,M2324 半導體,M23G2 IC封測,21.0,-2.67,-1.92,-0.39
1190,8131,福懋科,M2324 半導體,M23G2 IC封測,ML無分組,-0.79,-0.79,2.44
1191,8150,南茂,M2324 半導體,M23G2 IC封測,ML無分組,0.0,-0.27,1.37
1192,8227,巨有科技,M2324 半導體,M23G5 IC設計,ML無分組,-9.46,-2.19,18.93
1193,8261,富鼎,M2324 半導體,M23G5 IC設計,ML無分組,-1.89,-1.89,-4.59
1194,8271,宇瞻,M2324 半導體,M23G3B 記憶體模組,ML無分組,-0.78,1.4,6.51
1195,8277,商丞,M2324 半導體,M23G3B 記憶體模組,ML無分組,-4.71,7.83,7.83
1196,8299,群聯,M2324 半導體,M23G5 IC設計,ML無分組,-0.41,4.69,4.99
1197,3167,大量,M1500 電機機械,M23H2 電機設備,ML無分組,-1.03,-1.25,-4.19
1198,3178,公準,M1500 電機機械,M23H2 電機設備,ML無分組,-4.03,-2.68,11.06
1199,6425,易發,M1500 電機機械,M23H2 電機設備,ML無分組,-0.49,-0.98,1.5
1200,6829,千附精密,M1500 電機機械,M23H2 電機設備,ML無分組,-5.71,-2.36,1.6
1201,8027,鈦昇,M1500 電機機械,M23H2 電機設備,ML無分組,-1.66,2.31,0.76
1202,1595,川寶,M2328 電子零組件,M23H2 電機設備,ML無分組,-0.63,-1.01,-3.2
1203,2360,致茂,M2331 其他電子業,M23H2 電機設備,ML無分組,-0.56,5.65,-3.79
1204,2404,漢唐,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-2.15,-14.44,-9.31
1205,2423,固緯,M2331 其他電子業,M23H2 電機設備,ML無分組,0.16,2.57,9.43
1206,2464,盟立,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-0.26,0.4,-3.32
1207,2467,志聖,M2328 電子零組件,M23H2 電機設備,ML無分組,-0.92,-2.52,3.75
1208,2493,揚博,M2328 電子零組件,M23H2 電機設備,ML無分組,-1.51,-2.79,1.75
1209,3030,德律,M2331 其他電子業,M23H2 電機設備,ML無分組,0.47,1.9,1.26
1210,3055,蔚華科,M2329 電子通路業,M23H3 設備通路,ML無分組,-1.53,0.52,-9.92
1211,3093,港建*,M2331 其他電子業,M23H3 設備通路,ML無分組,-1.88,-2.61,26.7
1212,3131,弘塑,M2331 其他電子業,M23H2 電機設備,ML無分組,-2.11,-6.81,17.58
1213,3219,倚強科,M2331 其他電子業,M23H2 電機設備,ML無分組,0.54,0.18,-8.05
1214,3402,漢科,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-0.59,0.2,7.43
1215,3413,京鼎,M2324 半導體,M23H2 電機設備,ML無分組,-1.51,-1.01,-5.78
1216,3455,由田,M2326 光電業,M23H2 電機設備,ML無分組,-1.79,-0.64,3.2
1217,3490,單井,M2326 光電業,M23H2 電機設備,ML無分組,-1.73,0.39,0.0
1218,3498,陽程,M2331 其他電子業,M23H2 電機設備,ML無分組,-1.4,-6.37,4.75
1219,3518,柏騰,M2331 其他電子業,M23H2 電機設備,ML無分組,-0.22,-0.22,4.42
1220,3535,晶彩科,M2326 光電業,M23H2 電機設備,ML無分組,-1.77,-1.77,-8.64
1221,3551,世禾,M2331 其他電子業,M23H2 電機設備,ML無分組,0.0,0.49,-1.77
1222,3563,牧德,M2326 光電業,M23H2 電機設備,ML無分組,-2.6,2.46,9.97
1223,3580,友威科,M2331 其他電子業,M23H2 電機設備,ML無分組,-1.97,-0.33,0.85
1224,3581,博磊,M2324 半導體,M23H2 電機設備,ML無分組,-0.68,-2.01,-3.95
1225,3583,辛耘,M2324 半導體,M23H2 電機設備,ML無分組,-1.94,-1.34,5.88
1226,3680,家登,M2324 半導體,M23H2 電機設備,ML無分組,-2.8,2.82,25.43
1227,4542,科嶠,M2328 電子零組件,M23H2 電機設備,ML無分組,0.38,-0.56,3.69
1228,5443,均豪,M2326 光電業,M23H2 電機設備,ML無分組,-1.87,-1.54,-2.21
1229,5493,三聯,M2331 其他電子業,M23H2 電機設備,ML無分組,-0.91,-0.36,9.2
1230,5536,聖暉*,M2331 其他電子業,M23H1 廠辦機電,ML無分組,0.38,1.14,10.83
1231,6125,廣運,M2326 光電業,M23H2 電機設備,48.0,-2.22,-2.88,3.06
1232,6139,亞翔,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-3.85,0.33,13.95
1233,6187,萬潤,M2331 其他電子業,M23H2 電機設備,ML無分組,-1.47,-0.3,-6.94
1234,6196,帆宣,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-1.87,2.33,3.95
1235,6208,日揚,M2328 電子零組件,M23H2 電機設備,ML無分組,-1.11,3.08,-0.56
1236,6215,和椿,M2331 其他電子業,M23H2 電機設備,ML無分組,-1.85,-2.21,-1.12
1237,6234,高僑,M2326 光電業,M23H2 電機設備,ML無分組,-2.78,0.82,4.48
1238,6438,迅得,M2331 其他電子業,M23H2 電機設備,ML無分組,-1.41,-1.71,-1.11
1239,6532,瑞耘,M2324 半導體,M23H2 電機設備,ML無分組,-1.31,0.76,-3.11
1240,6613,朋億*,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-0.99,1.01,1.11
1241,6640,均華,M2324 半導體,M23H2 電機設備,ML無分組,-1.56,0.68,-5.74
1242,6654,天正國際,M2331 其他電子業,M23H2 電機設備,ML無分組,-0.19,-1.12,-5.55
1243,6664,群翊,M2328 電子零組件,M23H2 電機設備,ML無分組,-0.91,3.33,-0.46
1244,6667,信紘科,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-1.44,-0.29,2.71
1245,6691,洋基工程,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-1.24,-6.86,-1.94
1246,6706,惠特,M2326 光電業,M23H2 電機設備,ML無分組,-1.85,3.02,-0.93
1247,6727,亞泰金屬,M2328 電子零組件,M23H2 電機設備,ML無分組,-1.4,-4.23,-1.4
1248,6735,美達科技,M2331 其他電子業,M23H2 電機設備,ML無分組,-4.17,-3.72,8.38
1249,6788,華景電,M2324 半導體,M23H2 電機設備,ML無分組,-3.3,-0.34,18.62
1250,6823,濾能,M2324 半導體,M23H2 電機設備,ML無分組,-2.59,2.3,-4.02
1251,6877,鏵友益,M2331 其他電子業,M23H2 電機設備,ML無分組,,,
1252,7556,意德士,M2324 半導體,M23H2 電機設備,ML無分組,0.0,2.02,0.5
1253,8064,東捷,M2326 光電業,M23H2 電機設備,ML無分組,-2.48,1.55,10.39
1254,8091,翔名,M2328 電子零組件,M23H2 電機設備,ML無分組,-0.22,1.81,-1.53
1255,8092,建暐,M2331 其他電子業,M23H2 電機設備,ML無分組,-1.31,-1.74,-5.04
1256,8383,千附,M2331 其他電子業,M23H1 廠辦機電,ML無分組,-3.18,-1.73,-1.84
1257,4530,宏易,M1500 電機機械,M23KX 其他網通,ML無分組,-1.18,0.0,-1.9
1258,2314,台揚,M2327 通信網路業,M23K2 衛星微波,ML無分組,-2.32,-2.66,-3.99
1259,2321,東訊,M2327 通信網路業,M23KX 其他網通,ML無分組,0.0,2.43,5.26
1260,2412,中華電,M2327 通信網路業,M23K3 電信及IDC,32.0,-0.42,0.84,3.46
1261,2424,隴華,M2325 電腦及週邊,M23KX 其他網通,ML無分組,0.0,1.36,5.66
1262,2485,兆赫,M2327 通信網路業,M23K2 衛星微波,ML無分組,-1.99,5.35,9.44
1263,2498,宏達電,M2327 通信網路業,M23KX 其他網通,27.0,-2.99,-1.59,-5.66
1264,3027,盛達,M2327 通信網路業,M23KX 其他網通,ML無分組,0.87,-2.53,7.58
1265,3045,台灣大,M2327 通信網路業,M23K3 電信及IDC,32.0,-0.5,1.52,3.52
1266,3130,一零四,M2330 資訊服務業,M23K4 電商及XaaS,ML無分組,0.48,1.22,2.21
1267,3138,耀登,M2327 通信網路業,M23K2 衛星微波,ML無分組,-1.87,-0.63,-0.63
1268,3163,波若威,M2327 通信網路業,M23K6 光元件模組,ML無分組,0.53,1.62,1.43
1269,3234,光環,M2327 通信網路業,M23K6 光元件模組,37.0,-2.38,1.23,6.49
1270,3306,鼎天,M2327 通信網路業,M23K5 導航定位,ML無分組,-0.77,8.69,8.92
1271,3363,上詮,M2327 通信網路業,M23K6 光元件模組,ML無分組,-2.69,4.76,4.33
1272,3419,譁裕,M2327 通信網路業,M23K2 衛星微波,ML無分組,-2.28,0.0,-1.78
1273,3450,聯鈞,M2324 半導體,M23K6 光元件模組,ML無分組,-2.52,-0.49,-0.25
1274,3466,致振,M2327 通信網路業,M23K2 衛星微波,ML無分組,-3.45,5.67,8.47
1275,3491,昇達科,M2327 通信網路業,M23K2 衛星微波,ML無分組,-2.62,3.08,12.04
1276,3499,環天科,M2327 通信網路業,M23K5 導航定位,ML無分組,-4.86,13.42,17.76
1277,3632,研勤,M2327 通信網路業,M23K5 導航定位,ML無分組,4.62,9.21,4.18
1278,3672,康聯訊,M2327 通信網路業,M23K6 光元件模組,ML無分組,1.31,-0.73,-0.37
1279,3682,亞太電,M2327 通信網路業,M23K3 電信及IDC,ML無分組,0.64,3.1,1.77
1280,3684,榮昌,M2327 通信網路業,M23K2 衛星微波,ML無分組,-1.49,-0.15,2.8
1281,3694,海華,M2327 通信網路業,M23K2 衛星微波,ML無分組,-0.65,12.96,13.24
1282,4903,聯光通,M2327 通信網路業,M23K6 光元件模組,ML無分組,-2.16,4.35,36.0
1283,4904,遠傳,M2327 通信網路業,M23K3 電信及IDC,32.0,0.54,3.5,7.25
1284,4905,台聯電,M2327 通信網路業,M23KX 其他網通,ML無分組,0.59,0.98,0.98
1285,4908,前鼎,M2327 通信網路業,M23K6 光元件模組,37.0,-1.09,1.11,-0.47
1286,4977,眾達-KY,M2327 通信網路業,M23K6 光元件模組,ML無分組,-1.75,2.27,2.27
1287,4979,華星光,M2327 通信網路業,M23K6 光元件模組,37.0,0.94,6.71,1.89
1288,5222,全訊,M2324 半導體,M23K2 衛星微波,ML無分組,-5.85,23.33,24.16
1289,5348,系通,M2327 通信網路業,M23K5 導航定位,ML無分組,0.75,3.96,-5.51
1290,6152,百一,M2327 通信網路業,M23K2 衛星微波,ML無分組,-2.16,12.44,13.0
1291,6163,華電網,M2327 通信網路業,M23K1 網通工程,ML無分組,-3.14,-4.52,27.71
1292,6183,關貿,M2330 資訊服務業,M23K4 電商及XaaS,ML無分組,-0.31,1.89,2.05
1293,6285,啟碁,M2327 通信網路業,M23K2 衛星微波,52.0,-1.19,4.2,8.65
1294,6404,通訊-KY,M2330 資訊服務業,M23K4 電商及XaaS,ML無分組,-0.23,0.71,-4.69
1295,6417,韋僑,M2327 通信網路業,M23K2 衛星微波,ML無分組,-5.81,-11.64,5.65
1296,6426,統新,M2327 通信網路業,M23K6 光元件模組,ML無分組,-1.93,-1.64,5.44
1297,6442,光聖,M2327 通信網路業,M23K6 光元件模組,ML無分組,-0.93,1.52,6.8
1298,6465,威潤,M2327 通信網路業,M23K5 導航定位,ML無分組,-1.62,1.68,1.11
1299,6486,互動,M2327 通信網路業,M23K1 網通工程,ML無分組,-1.0,-0.57,0.43
1300,6514,芮特-KY,M2327 通信網路業,M23K2 衛星微波,ML無分組,0.52,1.21,5.22
1301,6516,勤崴國際,M2330 資訊服務業,M23K5 導航定位,ML無分組,-1.74,0.83,3.29
1302,6530,創威,M2327 通信網路業,M23K6 光元件模組,ML無分組,0.95,7.52,7.52
1303,6546,正基,M2327 通信網路業,M23K2 衛星微波,ML無分組,-1.66,5.08,5.58
1304,6561,是方,M2327 通信網路業,M23K3 電信及IDC,ML無分組,-0.13,-2.24,4.07
1305,6588,東典光電,M2327 通信網路業,M23K6 光元件模組,ML無分組,-1.93,-4.39,-7.58
1306,6689,伊雲谷,M2331 其他電子業,M23K4 電商及XaaS,ML無分組,-4.69,0.76,-6.05
1307,6811,宏碁資訊,M2330 資訊服務業,M23K4 電商及XaaS,ML無分組,-4.1,6.47,31.75
1308,8011,台通,M2327 通信網路業,M23K6 光元件模組,ML無分組,-2.69,-1.37,-0.34
1309,8034,榮群,M2327 通信網路業,M23K1 網通工程,ML無分組,-1.35,2.82,2.1
1310,8101,華冠,M2327 通信網路業,M23KX 其他網通,ML無分組,-0.35,-0.86,-3.36
1311,8284,三竹,M2330 資訊服務業,M23K4 電商及XaaS,ML無分組,-0.16,-0.48,4.17
1312,8454,富邦媒,M2900 貿易百貨,M23K4 電商及XaaS,ML無分組,-1.19,9.22,14.86
1313,3085,新零售,M3400 電子商務,M23K4 電商及XaaS,ML無分組,0.92,1.62,0.46
1314,5278,尚凡,M3400 電子商務,M23K4 電商及XaaS,ML無分組,0.28,-0.83,-4.01
1315,5287,數字,M3400 電子商務,M23K4 電商及XaaS,ML無分組,-1.22,4.12,4.12
1316,5321,美而快,M3400 電子商務,M23K4 電商及XaaS,ML無分組,-1.48,0.81,0.35
1317,6741,91APP*-KY,M3400 電子商務,M23K4 電商及XaaS,ML無分組,-3.06,-7.11,-12.25
1318,8044,網家,M3400 電子商務,M23K4 電商及XaaS,ML無分組,-2.04,-2.66,-2.96
1319,8472,夠麻吉,M3400 電子商務,M23K4 電商及XaaS,ML無分組,-4.79,-1.84,0.95
1320,8477,創業家,M3400 電子商務,M23K4 電商及XaaS,ML無分組,-1.37,2.56,4.64
1321,6165,浪凡,M9900 其他,M23K4 電商及XaaS,ML無分組,-1.17,0.17,-10.15
1322,2347,聯強,M2329 電子通路業,M23T1 3C通路,ML無分組,-0.81,-0.81,-2.4
1323,2359,所羅門,M2331 其他電子業,M23T2 零組件代理,17.0,-2.17,-2.77,18.8
1324,2373,震旦行,M2331 其他電子業,M23T1 3C通路,ML無分組,0.0,1.14,-0.87
1325,2414,精技,M2329 電子通路業,M23T1 3C通路,ML無分組,-1.03,-1.46,4.01
1326,2430,燦坤,M2329 電子通路業,M23T1 3C通路,ML無分組,-1.71,-12.69,-10.42
1327,2433,互盛電,M2331 其他電子業,M23T1 3C通路,ML無分組,-0.19,-0.19,4.94
1328,2450,神腦,M2327 通信網路業,M23T1 3C通路,ML無分組,0.0,0.72,3.73
1329,2459,敦吉,M2331 其他電子業,M23T2 零組件代理,ML無分組,0.0,1.07,0.71
1330,3010,華立,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.11,-0.45,0.8
1331,3028,增你強,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.78,-0.47,7.04
1332,3033,威健,M2329 電子通路業,M23T2 零組件代理,ML無分組,-1.5,-0.67,5.92
1333,3036,文曄,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.75,-0.6,1.69
1334,3048,益登,M2329 電子通路業,M23T2 零組件代理,33.0,-1.22,-0.18,-1.57
1335,3090,日電貿,M2328 電子零組件,M23T2 零組件代理,ML無分組,-0.17,0.17,4.96
1336,3114,好德,M2328 電子零組件,M23T2 零組件代理,ML無分組,0.0,-1.25,2.04
1337,3209,全科,M2329 電子通路業,M23T2 零組件代理,33.0,-0.99,-1.84,-8.47
1338,3224,三顧,M2329 電子通路業,M23T2 零組件代理,ML無分組,1.01,8.03,4.62
1339,3232,昱捷,M2329 電子通路業,M23T2 零組件代理,ML無分組,-1.34,-1.51,-6.07
1340,3312,弘憶股,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.51,0.26,6.79
1341,3360,尚立,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.36,-0.72,-2.47
1342,3388,崇越電,M2328 電子零組件,M23T2 零組件代理,ML無分組,0.27,0.54,-1.07
1343,3444,利機,M2329 電子通路業,M23T2 零組件代理,ML無分組,-1.45,-1.29,-2.39
1344,3494,誠研,M2325 電腦及週邊,M23T1 3C通路,ML無分組,-1.84,-3.62,-5.33
1345,3528,安馳,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.85,-0.17,6.78
1346,3537,堡達,M2328 電子零組件,M23T2 零組件代理,ML無分組,-0.94,-0.94,-5.75
1347,3702,大聯大,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.51,0.41,-1.72
1348,3709,鑫聯大投控,M2325 電腦及週邊,M23T1 3C通路,ML無分組,0.0,0.22,-4.02
1349,5410,國眾,M2330 資訊服務業,M23T1 3C通路,ML無分組,-1.69,-1.96,0.43
1350,5434,崇越,M2329 電子通路業,M23T2 零組件代理,ML無分組,0.53,1.06,5.82
1351,5452,佶優,M2331 其他電子業,M23TZ 通路,ML無分組,-1.19,-2.13,17.61
1352,6103,合邦,M2324 半導體,M23TZ 通路,ML無分組,1.68,-4.13,505.99
1353,6113,亞矽,M2329 電子通路業,M23T2 零組件代理,ML無分組,-2.73,-2.47,-0.28
1354,6118,建達,M2329 電子通路業,M23T1 3C通路,27.0,-3.55,-4.72,-10.73
1355,6123,上奇,M2325 電腦及週邊,M23T1 3C通路,ML無分組,-2.82,1.17,1.62
1356,6136,富爾特,M2327 通信網路業,M23TZ 通路,ML無分組,-0.26,0.27,0.27
1357,6154,順發,M2329 電子通路業,M23T1 3C通路,ML無分組,0.31,1.25,0.31
1358,6170,統振,M2327 通信網路業,M23TZ 通路,ML無分組,-0.5,1.67,6.45
1359,6189,豐藝,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.84,-1.2,4.96
1360,6192,巨路,M2331 其他電子業,M23T2 零組件代理,ML無分組,0.13,-2.6,-0.53
1361,6227,茂綸,M2329 電子通路業,M23T2 零組件代理,ML無分組,-1.12,-1.23,4.77
1362,6259,百徽,M2328 電子零組件,M23T2 零組件代理,ML無分組,-2.17,-0.22,-6.25
1363,6265,方土昶,M2329 電子通路業,M23T2 零組件代理,ML無分組,0.0,-0.5,-1.96
1364,6270,倍微,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.2,0.2,6.37
1365,6281,全國電,M2329 電子通路業,M23T1 3C通路,ML無分組,0.0,0.34,1.86
1366,6761,穩得,M2328 電子零組件,M23TZ 通路,ML無分組,-1.8,2.72,5.93
1367,6776,展碁國際,M2329 電子通路業,M23T1 3C通路,ML無分組,0.2,1.01,17.41
1368,8032,光菱,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.78,1.11,0.16
1369,8043,蜜望實,M2328 電子零組件,M23T2 零組件代理,ML無分組,-1.06,-1.06,-6.22
1370,8067,志旭,M2329 電子通路業,M23T1 3C通路,ML無分組,-3.43,-5.49,74.55
1371,8068,全達,M2329 電子通路業,M23T2 零組件代理,ML無分組,0.0,1.67,0.0
1372,8070,長華*,M2329 電子通路業,M23T2 零組件代理,ML無分組,-2.12,-2.39,4.99
1373,8096,擎亞,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.43,-0.43,-4.58
1374,8112,至上,M2329 電子通路業,M23T2 零組件代理,ML無分組,-0.46,0.34,13.34
1375,2937,集雅社,M2900 貿易百貨,M23T1 3C通路,ML無分組,0.14,1.01,-9.24
1376,2374,佳能,M2326 光電業,M23UZ 消費性電子,ML無分組,-1.71,-0.99,-3.13
1377,2415,錩新,M2328 電子零組件,M23U2 音響設備,25.0,-1.61,1.03,-2.59
1378,2439,美律,M2327 通信網路業,M23U2 音響設備,ML無分組,-2.02,0.58,2.58
1379,2477,美隆電,M2331 其他電子業,M23U2 音響設備,ML無分組,-0.94,2.94,-1.64
1380,2488,漢平,M2331 其他電子業,M23U2 音響設備,ML無分組,-0.8,1.14,2.82
1381,3008,大立光,M2326 光電業,M23U1 光學鏡頭,ML無分組,-2.65,-3.51,-0.23
1382,3019,亞光,M2326 光電業,M23U1 光學鏡頭,ML無分組,-1.21,-0.46,0.31
1383,3059,華晶科,M2326 光電業,M23UZ 消費性電子,ML無分組,-2.38,2.65,1.01
1384,3067,全域,M2331 其他電子業,M23U2 音響設備,ML無分組,0.61,0.3,0.76
1385,3206,志豐,M2328 電子零組件,M23U2 音響設備,ML無分組,-0.32,0.81,2.12
1386,3285,微端,M2331 其他電子業,M23U2 音響設備,ML無分組,-2.42,1.0,1.51
1387,3362,先進光,M2326 光電業,M23U1 光學鏡頭,ML無分組,-9.91,-9.13,25.45
1388,3406,玉晶光,M2326 光電業,M23U1 光學鏡頭,ML無分組,-0.77,-2.65,-1.03
1389,3441,聯一光,M2326 光電業,M23U1 光學鏡頭,ML無分組,-4.65,-2.06,12.61
1390,3465,進泰電子,M2328 電子零組件,M23U2 音響設備,ML無分組,-2.0,2.99,-2.31
1391,3630,新鉅科,M2326 光電業,M23U1 光學鏡頭,ML無分組,-3.72,-3.41,3.48
1392,4976,佳凌,M2326 光電業,M23U1 光學鏡頭,ML無分組,-2.42,-4.16,18.34
1393,5225,東科-KY,M2331 其他電子業,M23U2 音響設備,ML無分組,-7.12,-1.7,1.63
1394,6201,亞弘電,M2331 其他電子業,M23U2 音響設備,ML無分組,0.0,0.23,1.29
