,st_code,st_name,交易所產業分類,TEJ產業分類,歆凱分組,近一日漲跌％,近一週漲跌％,近一月漲跌％
556,2204,中華,M2200 汽車工業,M22A 汽車製造,16.0,0.48,2.44,10.31
557,2206,三陽工業,M2200 汽車工業,M22A 汽車製造,ML無分組,-3.39,-0.13,-3.27
558,4529,淳紳,M9900 其他,M22A 汽車製造,ML無分組,-0.99,-0.99,-7.41
559,8937,合騏,M9900 其他,M22A 汽車製造,ML無分組,0.65,-0.96,3.36
560,4572,駐龍,M1500 電機機械,M22B3 航空器製造,ML無分組,-3.16,0.0,2.6
561,8222,寶一,M1500 電機機械,M22B3 航空器製造,ML無分組,-4.95,3.42,22.02
562,3004,豐達科,M2000 鋼鐵工業,M22B3 航空器製造,ML無分組,-2.29,-1.16,-1.39
563,9110,越南控-DR,M2200 汽車工業,M22B2 機車製造,ML無分組,0.29,-1.44,4.91
564,2208,台船,M2600 航運業,M22B1 船舶製造,ML無分組,-0.21,6.59,-0.42
565,2630,亞航,M2600 航運業,M22B3 航空器製造,ML無分組,-2.81,-3.3,8.24
566,2634,漢翔,M2600 航運業,M22B3 航空器製造,ML無分組,-4.63,0.49,7.01
567,2645,長榮航太,M2600 航運業,M22B3 航空器製造,ML無分組,-0.1,6.22,
568,6753,龍德造船,M2600 航運業,M22B1 船舶製造,ML無分組,9.84,21.7,
569,4541,晟田,M9900 其他,M22B3 航空器製造,ML無分組,-4.83,-0.59,7.54
570,8478,東哥遊艇,M9900 其他,M22B1 船舶製造,ML無分組,3.79,40.15,41.6
571,2207,和泰車,M2200 汽車工業,M22X 汽車買賣,ML無分組,0.0,5.18,2.11
572,2227,裕日車,M2200 汽車工業,M22X 汽車買賣,ML無分組,0.0,1.29,-3.92
573,2247,汎德永業,M2200 汽車工業,M22X 汽車買賣,ML無分組,0.4,2.06,6.67
574,2312,金寶,M2331 其他電子業,M23A1 EMS,ML無分組,-0.76,0.38,-4.38
575,2317,鴻海,M2331 其他電子業,M23A1 EMS,18.0,-0.48,-0.48,1.98
576,2324,仁寶,M2325 電腦及週邊,M23A1 EMS,ML無分組,-0.2,1.65,2.28
577,2353,宏碁,M2325 電腦及週邊,M23A3 PC品牌,ML無分組,-0.72,1.65,9.47
578,2356,英業達,M2325 電腦及週邊,M23A1 EMS,ML無分組,0.49,5.27,16.35
579,2357,華碩,M2325 電腦及週邊,M23A3 PC品牌,ML無分組,-0.37,0.0,-3.42
580,2362,藍天,M2325 電腦及週邊,M23A2 泛用電腦,ML無分組,0.33,0.83,-2.41
581,2364,倫飛,M2325 電腦及週邊,M23A2 泛用電腦,ML無分組,-2.38,-1.44,-7.24
582,2382,廣達,M2325 電腦及週邊,M23A1 EMS,ML無分組,-0.23,4.18,8.99
583,2405,輔信,M2325 電腦及週邊,M23A2 泛用電腦,ML無分組,-0.8,0.41,-1.98
584,3213,茂訊,M2325 電腦及週邊,M23A2 泛用電腦,ML無分組,-0.78,3.43,8.13
585,3231,緯創,M2325 電腦及週邊,M23A1 EMS,ML無分組,-4.37,4.93,18.85
586,3701,大眾控,M2325 電腦及週邊,M23A1 EMS,ML無分組,-3.01,-2.62,9.77
587,3706,神達,M2325 電腦及週邊,M23A1 EMS,ML無分組,-0.52,-0.18,-9.81
588,4938,和碩,M2325 電腦及週邊,M23A1 EMS,ML無分組,-0.57,0.29,2.21
589,6669,緯穎,M2325 電腦及週邊,M23A2 泛用電腦,ML無分組,-0.91,10.1,12.49
590,6569,醫揚,M1722 生技醫療,M23B5B 工業電腦,ML無分組,-2.67,2.34,-2.23
591,1815,富喬,M2328 電子零組件,M23B3B 玻纖紗布,ML無分組,-0.41,1.26,-4.72
592,2313,華通,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.87,1.45,-0.11
593,2316,楠梓電,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-3.08,0.18,1.61
594,2331,精英,M2325 電腦及週邊,M23B1 主機板,20.0,3.85,4.08,12.53
595,2355,敬鵬,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.79,3.97,6.44
596,2367,燿華,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.26,3.28,0.8
597,2368,金像電,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.31,5.62,6.08
598,2376,技嘉,M2325 電腦及週邊,M23B1 主機板,22.0,0.0,6.67,7.56
599,2377,微星,M2325 電腦及週邊,M23B1 主機板,22.0,-0.7,1.79,4.01
600,2383,台光電,M2328 電子零組件,M23B3A 銅箔基板,59.0,-2.22,1.73,-7.61
601,2395,研華,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-0.79,3.88,5.04
602,2397,友通,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-3.76,-1.29,5.82
603,2399,映泰,M2325 電腦及週邊,M23B1 主機板,24.0,-2.69,-5.52,3.17
604,2402,毅嘉,M2328 電子零組件,M23B2C 軟板,ML無分組,-3.84,8.01,37.7
605,2417,圓剛,M2325 電腦及週邊,M23B4B 電視卡,40.0,-1.67,1.95,-1.05
606,2425,承啟,M2325 電腦及週邊,M23B4A 繪圖卡,24.0,-1.25,-3.65,-10.45
607,2465,麗臺,M2325 電腦及週邊,M23B4A 繪圖卡,24.0,-3.4,-1.85,-4.33
608,3022,威強電,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-1.08,6.2,0.49
609,3037,欣興,M2328 電子零組件,M23B2D 硬板及其他,63.0,-4.81,0.0,8.2
610,3044,健鼎,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-1.33,3.24,6.19
611,3046,建碁,M2325 電腦及週邊,M23B1 主機板,ML無分組,-4.34,-6.64,25.9
612,3088,艾訊,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-2.07,1.48,10.36
613,3115,富榮綱,M2328 電子零組件,M23B3X PCB材-其他,ML無分組,0.0,-1.73,-6.2
614,3189,景碩,M2324 半導體,M23B2A IC載板,63.0,-2.16,-3.42,4.15
615,3229,晟鈦,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.76,-0.76,0.0
616,3276,宇環,M2328 電子零組件,M23B2C 軟板,ML無分組,-1.36,0.69,2.11
617,3287,廣寰科,M2325 電腦及週邊,M23B4B 電視卡,ML無分組,-1.81,-1.81,-2.16
618,3305,昇貿,M2331 其他電子業,M23B3X PCB材-其他,ML無分組,-1.99,1.08,-3.8
619,3321,同泰,M2328 電子零組件,M23B2C 軟板,ML無分組,0.46,3.17,-22.25
620,3354,律勝,M2328 電子零組件,M23B3C FCCL,ML無分組,2.49,5.88,1.77
621,3390,旭軟,M2328 電子零組件,M23B2C 軟板,ML無分組,0.26,1.6,-1.3
622,3416,融程電,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,0.49,2.2,6.81
623,3479,安勤,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-5.63,2.61,5.36
624,3515,華擎,M2325 電腦及週邊,M23B1 主機板,ML無分組,-2.83,-0.36,-13.25
625,3521,鴻翊,M2325 電腦及週邊,M23B5A POS,ML無分組,-2.9,0.46,-4.18
626,3564,其陽,M2327 通信網路業,M23B5B 工業電腦,ML無分組,-3.79,1.33,-4.39
627,3577,泓格,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,1.02,0.76,-2.81
628,3594,磐儀,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-4.47,4.46,9.33
629,3611,鼎翰,M2325 電腦及週邊,M23B5A POS,ML無分組,0.21,2.33,12.33
630,3631,晟楠,M2328 電子零組件,M23B3X PCB材-其他,ML無分組,-0.27,-1.62,-2.28
631,3645,達邁,M2328 電子零組件,M23B2C 軟板,ML無分組,-3.17,0.15,-1.47
632,3652,精聯,M2325 電腦及週邊,M23B5A POS,ML無分組,2.29,8.08,15.94
633,3715,定穎投控,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,8.23,17.94,25.56
634,4909,新復興,M2327 通信網路業,M23B2D 硬板及其他,ML無分組,-3.06,-0.85,-1.69
635,4916,事欣科,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-7.25,0.31,7.38
636,4927,泰鼎-KY,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.99,2.75,-2.13
637,4939,亞電,M2328 電子零組件,M23B3C FCCL,25.0,-1.81,-0.91,-1.21
638,4958,臻鼎-KY,M2328 電子零組件,M23B2C 軟板,49.0,-0.89,2.78,-0.89
639,4987,科誠,M2325 電腦及週邊,M23B5A POS,ML無分組,0.17,0.33,1.35
640,4989,榮科,M2328 電子零組件,M23B3X PCB材-其他,50.0,-1.39,-5.19,5.2
641,5258,虹堡,M2325 電腦及週邊,M23B5A POS,ML無分組,-1.76,-7.07,-1.87
642,5291,邑昇,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.98,5.66,6.94
643,5340,建榮,M2328 電子零組件,M23B3B 玻纖紗布,ML無分組,-4.33,-10.28,-1.76
644,5355,佳總,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.14,0.57,2.94
645,5381,合正,M2328 電子零組件,M23B3A 銅箔基板,ML無分組,5.62,38.42,77.7
646,5386,青雲,M2325 電腦及週邊,M23B4A 繪圖卡,24.0,0.13,3.06,4.73
647,5439,高技,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-6.57,-2.74,2.56
648,5464,霖宏,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-2.83,-4.11,-14.01
649,5469,瀚宇博,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-1.27,0.43,1.89
650,5474,聰泰,M2325 電腦及週邊,M23B4B 電視卡,ML無分組,-3.7,13.89,18.8
651,5475,德宏,M2328 電子零組件,M23B3B 玻纖紗布,ML無分組,1.75,18.78,12.79
652,5490,同亨,M2325 電腦及週邊,M23B5A POS,ML無分組,2.0,11.62,4.73
653,5498,凱崴,M2328 電子零組件,M23B3X PCB材-其他,ML無分組,0.0,0.93,2.83
654,6108,競國,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-0.57,3.55,1.74
655,6114,久威,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-1.04,-5.0,-5.57
656,6141,柏承,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,0.26,0.26,-3.3
657,6150,撼訊,M2325 電腦及週邊,M23B4A 繪圖卡,24.0,-3.21,-1.82,-6.22
658,6153,嘉聯益,M2328 電子零組件,M23B2C 軟板,ML無分組,-1.03,2.35,-0.41
659,6156,松上,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-2.2,-0.5,2.56
660,6160,欣技,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-1.93,23.45,39.5
661,6161,捷波,M2325 電腦及週邊,M23B4A 繪圖卡,ML無分組,-2.62,14.78,21.9
662,6166,凌華,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-0.79,3.44,2.77
663,6191,精成科,M2328 電子零組件,M23B2B PCB 組裝,ML無分組,-1.36,-2.69,8.67
664,6194,育富,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,0.0,-0.84,0.42
665,6206,飛捷,M2325 電腦及週邊,M23B5A POS,58.0,-1.36,0.69,-0.28
666,6210,慶生,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,0.0,-0.83,2.14
667,6213,聯茂,M2328 電子零組件,M23B3A 銅箔基板,59.0,-1.3,0.26,1.2
668,6217,中探針,M2328 電子零組件,M23B3X PCB材-其他,ML無分組,-1.96,-0.88,-3.53
669,6223,旺矽,M2324 半導體,M23B2D 硬板及其他,ML無分組,-4.9,4.62,10.12
670,6245,立端,M2327 通信網路業,M23B5B 工業電腦,60.0,-2.88,5.83,7.76
671,6266,泰詠,M2328 電子零組件,M23B2B PCB 組裝,ML無分組,-2.83,0.88,2.39
672,6269,台郡,M2328 電子零組件,M23B2C 軟板,49.0,-0.71,2.39,0.41
673,6274,台燿,M2328 電子零組件,M23B3A 銅箔基板,59.0,1.56,3.61,21.32
674,6278,台表科,M2326 光電業,M23B2B PCB 組裝,ML無分組,-1.15,1.71,6.75
675,6414,樺漢,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-1.73,8.05,9.21
676,6510,精測,M2324 半導體,M23B2D 硬板及其他,ML無分組,-0.34,-0.17,-0.34
677,6515,穎崴,M2324 半導體,M23B3X PCB材-其他,ML無分組,-1.07,8.63,24.25
678,6552,易華電,M2324 半導體,M23B2C 軟板,ML無分組,-1.51,-1.1,-7.73
679,6570,維田,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-2.81,-2.65,-3.29
680,6577,勁豐,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-0.16,-0.16,1.58
681,6579,研揚,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,-2.89,1.29,-3.19
682,6672,騰輝電子-KY,M2328 電子零組件,M23B3A 銅箔基板,ML無分組,-2.42,-2.54,-1.47
683,6680,鑫創電子,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,0.0,5.52,20.66
684,6683,雍智科技,M2324 半導體,M23B2A IC載板,ML無分組,-2.13,-1.2,-1.43
685,6835,圓裕,M2328 電子零組件,M23B2C 軟板,ML無分組,0.0,3.55,-2.23
686,8021,尖點,M2331 其他電子業,M23B3X PCB材-其他,ML無分組,-1.17,0.0,0.34
687,8039,台虹,M2328 電子零組件,M23B3C FCCL,ML無分組,-0.93,1.79,0.12
688,8046,南電,M2328 電子零組件,M23B2A IC載板,63.0,-4.2,1.67,16.38
689,8050,廣積,M2325 電腦及週邊,M23B5B 工業電腦,60.0,-0.71,3.08,-0.24
690,8074,鉅橡,M2328 電子零組件,M23B3X PCB材-其他,ML無分組,-0.48,0.0,2.47
691,8076,伍豐,M2325 電腦及週邊,M23B5A POS,ML無分組,-1.55,-1.21,-4.36
692,8114,振樺電,M2325 電腦及週邊,M23B5A POS,58.0,-2.63,0.91,-7.5
693,8155,博智,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,-3.82,5.88,2.02
694,8183,精星,M2331 其他電子業,M23B2B PCB 組裝,ML無分組,-1.83,-2.37,-4.11
695,8213,志超,M2328 電子零組件,M23B2D 硬板及其他,ML無分組,0.37,2.62,6.19
696,8234,新漢,M2325 電腦及週邊,M23B5B 工業電腦,ML無分組,0.9,7.66,11.26
697,8291,尚茂,M2328 電子零組件,M23B3A 銅箔基板,ML無分組,0.0,2.39,0.0
698,8358,金居,M2328 電子零組件,M23B3X PCB材-其他,50.0,-3.12,-2.0,-6.21
699,3064,泰偉,M3200 文化創意業,M23B5B 工業電腦,ML無分組,-4.66,-11.63,-5.0
700,4153,鈺緯,M1722 生技醫療,M23C1 顯示器,ML無分組,1.69,10.29,17.34
701,3346,麗清,M2200 汽車工業,M23C6C 封裝及應用,ML無分組,-1.82,2.0,12.63
702,6288,聯嘉,M2200 汽車工業,M23C6C 封裝及應用,ML無分組,-2.27,2.37,11.44
703,2301,光寶科,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-0.41,4.45,4.6
704,2305,全友,M2325 電腦及週邊,M23C2 影像掃描,ML無分組,-2.73,-3.85,5.5
705,2323,中環,M2326 光電業,M23C4A 光碟,17.0,-1.63,0.38,-2.49
706,2340,台亞,M2324 半導體,M23C6B 磊晶及晶粒,ML無分組,-4.34,6.72,5.59
707,2349,錸德,M2326 光電業,M23C4A 光碟,17.0,-1.87,6.32,3.6
708,2352,佳世達,M2325 電腦及週邊,M23C1 顯示器,ML無分組,-1.91,1.99,2.67
709,2365,昆盈,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-0.93,2.91,1.92
710,2380,虹光,M2325 電腦及週邊,M23C2 影像掃描,ML無分組,-1.9,-1.44,-4.19
711,2385,群光,M2328 電子零組件,M23C3 PC週邊,ML無分組,-0.11,2.63,1.85
712,2387,精元,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-2.03,-0.11,10.97
713,2390,云辰,M2331 其他電子業,M23C9 安全監控,ML無分組,-2.34,-0.4,-3.1
714,2393,億光,M2326 光電業,M23C6C 封裝及應用,ML無分組,-1.0,1.27,3.38
715,2406,國碩,M2326 光電業,M23C7B 太陽能晶圓,ML無分組,-0.99,-2.19,2.03
716,2409,友達,M2326 光電業,M23C8A LCD 面板,38.0,-1.63,-0.55,-2.42
717,2426,鼎元,M2326 光電業,M23C6B 磊晶及晶粒,ML無分組,-1.62,0.83,2.24
718,2429,銘旺科,M2326 光電業,M23CZ2 其他顯示,ML無分組,-0.99,-8.26,45.63
719,2438,翔耀,M2326 光電業,M23C8C LCD 原料,ML無分組,-0.72,22.26,45.58
720,2466,冠西電,M2326 光電業,M23C6C 封裝及應用,ML無分組,0.15,0.29,-2.16
721,2482,連宇,M2331 其他電子業,M23C3 PC週邊,ML無分組,-0.81,0.0,28.11
722,2489,瑞軒,M2326 光電業,M23C1 顯示器,ML無分組,-0.49,-0.97,-4.67
723,2495,普安,M2325 電腦及週邊,M23C4B 硬碟磁碟,34.0,-0.92,-2.5,12.3
724,3031,佰鴻,M2326 光電業,M23C6C 封裝及應用,ML無分組,1.1,6.07,11.21
725,3038,全台,M2326 光電業,M23C8D LCD-其他,6.0,0.0,-1.01,8.93
726,3049,和鑫,M2326 光電業,M23C8E 觸控面板,ML無分組,-1.5,-1.3,-2.96
727,3050,鈺德,M2326 光電業,M23C4A 光碟,ML無分組,0.0,-5.44,-9.54
728,3051,力特,M2326 光電業,M23C8C LCD 原料,ML無分組,-2.3,1.86,0.26
729,3054,立萬利,M2324 半導體,M23C3 PC週邊,ML無分組,0.0,0.0,0.0
730,3057,喬鼎,M2325 電腦及週邊,M23C4B 硬碟磁碟,ML無分組,0.0,0.89,-0.44
731,3060,銘異,M2325 電腦及週邊,M23C4B 硬碟磁碟,34.0,-1.14,0.0,-2.25
732,3066,李洲,M2326 光電業,M23C6C 封裝及應用,ML無分組,-0.6,-0.79,3.51
733,3073,天方能源,M2324 半導體,M23C7E 太陽能系統,ML無分組,0.0,0.0,11.92
734,3128,昇銳,M2326 光電業,M23C9 安全監控,ML無分組,-3.2,-3.66,-10.51
735,3149,正達,M2326 光電業,M23C8E 觸控面板,18.0,-1.63,-1.36,-2.94
736,3272,東碩,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,9.97,13.62,17.65
737,3297,杭特,M2326 光電業,M23C9 安全監控,ML無分組,-1.52,2.36,9.24
738,3339,泰谷,M2326 光電業,M23C6B 磊晶及晶粒,ML無分組,-2.06,9.2,9.2
739,3349,寶德,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-0.35,-1.73,5.19
740,3356,奇偶,M2326 光電業,M23C9 安全監控,ML無分組,-2.64,-0.35,7.89
741,3434,哲固,M2326 光電業,M23C1 顯示器,ML無分組,-0.51,0.0,19.8
742,3437,榮創,M2326 光電業,M23C6C 封裝及應用,ML無分組,-2.4,3.05,6.84
743,3454,晶睿,M2326 光電業,M23C9 安全監控,ML無分組,-2.69,-4.34,9.03
744,3481,群創,M2326 光電業,M23C8A LCD 面板,38.0,-1.04,-3.06,-3.06
745,3504,揚明光,M2326 光電業,M23CZ1 投影裝置,ML無分組,-2.85,-1.96,2.53
746,3523,迎輝,M2326 光電業,M23C8C LCD 原料,ML無分組,-1.47,5.51,4.42
747,3531,先益,M2326 光電業,M23C8B 背光模組,ML無分組,-1.23,0.54,0.72
748,3541,西柏,M2331 其他電子業,M23C3 PC週邊,ML無分組,-0.51,0.17,1.56
749,3576,聯合再生,M2326 光電業,M23C7C 太陽能電池,ML無分組,-0.95,-1.65,0.72
750,3591,艾笛森,M2326 光電業,M23C6C 封裝及應用,ML無分組,-4.45,-2.5,0.94
751,3615,安可,M2326 光電業,M23C8E 觸控面板,ML無分組,-0.58,-1.43,-2.82
752,3622,洋華,M2326 光電業,M23C8E 觸控面板,ML無分組,0.51,0.17,2.44
753,3623,富晶通,M2326 光電業,M23C8E 觸控面板,ML無分組,-1.49,0.0,-2.08
754,3666,光耀,M2326 光電業,M23C8C LCD 原料,ML無分組,2.74,2.95,24.81
755,3669,圓展,M2327 通信網路業,M23CZ2 其他顯示,40.0,-2.43,-2.54,-1.89
756,3673,TPK-KY,M2326 光電業,M23C8E 觸控面板,ML無分組,-2.0,-1.29,0.29
757,3686,達能,M2324 半導體,M23C7B 太陽能晶圓,ML無分組,-3.14,-1.91,2.33
758,3691,碩禾,M2326 光電業,M23C7F 其他太陽能,ML無分組,-5.37,-3.78,6.02
759,3712,永崴投控,M2325 電腦及週邊,M23C2 影像掃描,ML無分組,-3.64,-4.03,16.07
760,3713,新晶投控,M2326 光電業,M23C7E 太陽能系統,ML無分組,-1.72,-4.5,-1.55
761,3714,富采,M2326 光電業,M23C6B 磊晶及晶粒,ML無分組,-1.3,8.22,8.44
762,4729,熒茂,M2326 光電業,M23C8E 觸控面板,ML無分組,-0.91,2.84,3.16
763,4915,致伸,M2328 電子零組件,M23C3 PC週邊,ML無分組,-1.63,-0.82,1.01
764,4924,欣厚-KY,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-0.73,1.5,-2.17
765,4933,友輝,M2326 光電業,M23C8C LCD 原料,ML無分組,-0.71,0.57,2.79
766,4934,太極,M2326 光電業,M23C7C 太陽能電池,48.0,-2.25,-6.45,7.6
767,4935,茂林-KY,M2326 光電業,M23C8C LCD 原料,ML無分組,-0.85,1.38,0.34
768,4944,兆遠,M2326 光電業,M23C6A 藍寶石基板,ML無分組,0.43,-1.67,-9.23
769,4956,光鋐,M2326 光電業,M23C6B 磊晶及晶粒,ML無分組,-0.6,6.03,3.41
770,4960,誠美材,M2326 光電業,M23C8C LCD 原料,ML無分組,0.79,2.01,1.6
771,4972,湯石照明,M2326 光電業,M23C6C 封裝及應用,ML無分組,0.0,-3.61,-3.14
772,4974,亞泰,M2328 電子零組件,M23C2 影像掃描,ML無分組,-1.98,-2.94,4.21
773,4995,晶達,M2326 光電業,M23C1 顯示器,ML無分組,-0.93,13.61,12.05
774,5220,萬達光電,M2326 光電業,M23C8E 觸控面板,ML無分組,-0.16,-2.08,-2.23
775,5230,雷笛克光學,M2326 光電業,M23C6C 封裝及應用,ML無分組,-0.22,1.11,-3.8
776,5234,達興材料,M2326 光電業,M23C8C LCD 原料,ML無分組,-2.25,-0.48,2.23
777,5244,弘凱,M2326 光電業,M23C6C 封裝及應用,ML無分組,-1.08,2.72,3.05
778,5245,智晶,M2326 光電業,M23C8A LCD 面板,51.0,-3.26,-1.37,-3.63
779,5251,天鉞電,M2326 光電業,M23C9 安全監控,ML無分組,-3.25,-1.85,-10.0
780,5281,大峽谷-KY,M2326 光電業,M23C6C 封裝及應用,ML無分組,1.54,4.21,21.85
781,5315,光聯,M2326 光電業,M23C8D LCD-其他,ML無分組,0.0,-0.42,10.3
782,5371,中光電,M2326 光電業,M23C8B 背光模組,ML無分組,-1.47,-0.3,4.02
783,5432,新門,M2326 光電業,M23C8D LCD-其他,ML無分組,-0.36,-0.18,1.29
784,5438,東友,M2325 電腦及週邊,M23C2 影像掃描,ML無分組,-0.81,3.98,3.1
785,5484,慧友,M2326 光電業,M23C9 安全監控,ML無分組,-2.22,3.69,15.3
786,5489,彩富,M2331 其他電子業,M23C9 安全監控,ML無分組,-0.13,0.4,5.15
787,6116,彩晶,M2326 光電業,M23C8A LCD 面板,38.0,-1.94,-2.69,-1.17
788,6120,達運,M2326 光電業,M23C8B 背光模組,ML無分組,-2.35,-1.89,-0.48
789,6128,上福,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,0.0,-0.88,-0.59
790,6143,振曜,M2327 通信網路業,M23C3 PC週邊,36.0,-3.76,15.43,16.88
791,6164,華興,M2326 光電業,M23C6C 封裝及應用,ML無分組,-2.92,2.19,9.39
792,6167,久正,M2326 光電業,M23C8D LCD-其他,ML無分組,-1.81,-0.73,4.63
793,6168,宏齊,M2326 光電業,M23C6C 封裝及應用,ML無分組,-1.94,6.99,16.9
794,6176,瑞儀,M2326 光電業,M23C8B 背光模組,ML無分組,0.92,2.82,3.79
795,6188,廣明,M2325 電腦及週邊,M23C3 PC週邊,57.0,-1.37,3.05,17.5
796,6222,上揚,M2326 光電業,M23C6C 封裝及應用,ML無分組,-3.25,5.14,14.34
797,6226,光鼎,M2326 光電業,M23C6C 封裝及應用,ML無分組,-1.97,9.69,7.79
798,6228,全譜,M2325 電腦及週邊,M23C2 影像掃描,ML無分組,1.9,-11.26,-4.29
799,6244,茂迪,M2326 光電業,M23C7C 太陽能電池,ML無分組,-1.92,-2.05,26.1
800,6246,臺龍,M2326 光電業,M23C8B 背光模組,ML無分組,-0.36,-1.77,-2.12
801,6277,宏正,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-1.07,0.0,1.84
802,6283,淳安,M2331 其他電子業,M23C3 PC週邊,ML無分組,-3.16,-1.17,-2.18
803,6405,悅城,M2326 光電業,M23C8C LCD 原料,ML無分組,-0.46,-0.23,0.23
804,6419,京晨科,M2326 光電業,M23C9 安全監控,ML無分組,0.39,-2.68,0.79
805,6443,元晶,M2326 光電業,M23C7C 太陽能電池,ML無分組,0.64,-0.13,5.26
806,6456,GIS-KY,M2326 光電業,M23C8E 觸控面板,ML無分組,-1.09,-0.24,-5.32
807,6477,安集,M2326 光電業,M23C7D 太陽能模組,ML無分組,-1.96,-3.55,0.21
808,6538,倉和,M2328 電子零組件,M23C7F 其他太陽能,ML無分組,-1.89,0.0,1.34
809,6556,勝品,M2326 光電業,M23C9 安全監控,ML無分組,-5.44,-7.12,-5.72
810,6560,欣普羅,M2326 光電業,M23C9 安全監控,ML無分組,-1.34,0.41,4.4
811,6698,旭暉應材,M2331 其他電子業,M23C8C LCD 原料,ML無分組,1.31,24.12,18.4
812,8047,星雲,M2331 其他電子業,M23C3 PC週邊,ML無分組,-1.27,-2.1,-0.85
813,8049,晶采,M2326 光電業,M23C8D LCD-其他,ML無分組,0.0,-1.14,6.83
814,8069,元太,M2326 光電業,M23C8A LCD 面板,36.0,-1.62,1.96,-6.43
815,8072,陞泰,M2329 電子通路業,M23C9 安全監控,ML無分組,-2.87,3.04,4.03
816,8085,福華,M2331 其他電子業,M23C8B 背光模組,ML無分組,-0.99,-1.24,-3.86
817,8087,華鎂鑫,M2326 光電業,M23C4A 光碟,ML無分組,0.31,-0.62,13.12
818,8104,錸寶,M2326 光電業,M23C8A LCD 面板,51.0,-2.43,0.88,2.81
819,8105,凌巨,M2326 光電業,M23C8D LCD-其他,ML無分組,-2.78,-3.78,-6.35
820,8111,立碁,M2326 光電業,M23C6C 封裝及應用,51.0,-3.36,-5.27,7.21
821,8163,達方,M2325 電腦及週邊,M23C3 PC週邊,ML無分組,-0.91,0.23,5.69
822,8215,明基材,M2326 光電業,M23C8C LCD 原料,ML無分組,-1.75,-3.7,0.14
823,8240,華宏,M2326 光電業,M23C8C LCD 原料,ML無分組,-0.17,0.35,0.17
824,8249,菱光,M2328 電子零組件,M23C2 影像掃描,ML無分組,0.66,6.79,7.73
825,8431,匯鑽科,M2331 其他電子業,M23C4B 硬碟磁碟,ML無分組,0.76,15.18,24.76
826,9105,泰金寶-DR,M2300 電子工業,M23C3 PC週邊,ML無分組,-0.77,1.04,-6.05
827,9912,偉聯,M2325 電腦及週邊,M23C1 顯示器,ML無分組,-0.99,-1.47,-2.9
828,6873,泓德能源,M9900 其他,M23C7E 太陽能系統,ML無分組,-5.44,-7.33,
829,1537,廣隆,M1500 電機機械,M23D7 二次電池,ML無分組,0.0,1.42,2.14
830,1586,和勤,M1500 電機機械,M23D9A 沖壓零組件,ML無分組,-0.45,-1.19,-2.65
831,1336,台翰,M2328 電子零組件,M23D9A 沖壓零組件,ML無分組,-4.56,-1.98,-9.33
832,1471,首利,M2328 電子零組件,M23D3 電源供應器,ML無分組,0.12,2.27,2.79
