,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry,minor_industry,industry_title
962,4543,萬在,M1500,M1500,15D,15D,汽車組件,,汽車組件類
963,4545,銘鈺,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
964,4549,桓達,M1500,M1500,15H,15H,儀器設備,,儀器設備類
965,4550,長佳,M1500,M1500,15B,15B2,電機製品,機電工程,電機製品:機電工程類
966,4551,智伸科,M2200,M2200,15D,15D,汽車組件,,汽車組件類
967,4552,力達-KY,M1500,M1500,15C,15C1,家電製品,家電,家電製品:家電類
968,4554,橙的,M2300,M2331,15D,15D,汽車組件,,汽車組件類
969,4555,氣立,M1500,M1500,15A,15A2,機械業,模具零件,機械業:模具零件類
970,4556,旭然,M9900,M9900,15Z,15Z,其他電製品,,其他電製品類
971,4557,永新-KY,M2200,M2200,15D,15D,汽車組件,,汽車組件類
972,4558,寶緯,M1500,M1500,20A,20A5,金屬基本,鋁鋅,金屬基本:鋁鋅類
973,4560,強信-KY,M1500,M1500,15A,15A3,機械業,紡織工具機,機械業:紡織工具機類
974,4561,健椿,M1500,M1500,15A,15A2,機械業,模具零件,機械業:模具零件類
975,4562,穎漢,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
976,4563,百德,M1500,M1500,15A,15A1,機械業,工具機,機械業:工具機類
977,4564,元翎,M1500,M1500,20B,20B,金屬製品,,金屬製品類
978,4566,時碩工業,M1500,M1500,15D,15D,汽車組件,,汽車組件類
979,4568,科際精密,M1500,M1500,15Z,15Z,其他電製品,,其他電製品類
980,4571,鈞興-KY,M1500,M1500,15D,15D,汽車組件,,汽車組件類
981,4572,駐龍,M1500,M1500,22B,22B3,機車船製造,航空器製造,機車船製造:航空器製造類
982,4576,大銀微系統,M1500,M1500,15A,15A2,機械業,模具零件,機械業:模具零件類
983,4577,達航,M2300,M2331,15A,15A1,機械業,工具機,機械業:工具機類
984,4580,捷流閥業,M1500,M1500,15Z,15Z,其他電製品,,其他電製品類
985,4581,光隆精密-KY,M2200,M2200,15D,15D,汽車組件,,汽車組件類
986,4583,台灣精銳,M1500,M1500,15B,15B1,電機製品,電機,電機製品:電機類
987,4584,君帆,M1500,M1500,15Z,15Z,其他電製品,,其他電製品類
988,4609,唐鋒,M1600,M1600,15C,15C1,家電製品,家電,家電製品:家電類
989,4702,中美實,M1700,M1721,17B,17B,染料及顏料,,染料及顏料類
990,4706,大恭,M1700,M1721,17B,17B,染料及顏料,,染料及顏料類
991,4707,磐亞,M1700,M1721,17E,170,清潔劑,,清潔劑類
992,4711,永純,M1700,M1721,17F,17F,樹脂,,樹脂類
993,4712,南璋,M1200,M1200,99Z,99ZA3,其他,漁業,其他:漁業類
994,4714,永捷,M1700,M1721,17F,17F,樹脂,,樹脂類
995,4716,大立,M1700,M1721,17F,17F,樹脂,,樹脂類
996,4720,德淵,M1700,M1721,17F,17F,樹脂,,樹脂類
997,4721,美琪瑪,M1700,M1721,17Z,17Z,其他化學,,其他化學類
998,4722,國精化,M1700,M1721,17F,17F,樹脂,,樹脂類
999,4726,永昕,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
1000,4728,雙美,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
1001,4729,熒茂,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
1002,4735,豪展,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
1003,4736,泰博,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
1004,4737,華廣,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
1005,4739,康普,M1700,M1721,17Z,17Z,其他化學,,其他化學類
1006,4741,泓瀚,M1700,M1721,17B,17B,染料及顏料,,染料及顏料類
1007,4743,合一,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
1008,4744,皇將,M1700,M1722,15H,15H,儀器設備,,儀器設備類
1009,4745,合富-KY,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
1010,4746,台耀,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
1011,4747,強生,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
1012,4749,新應材,M2300,M2326,17Z,17Z,其他化學,,其他化學類
1013,4754,國碳科,M1700,M1721,17Z,17Z,其他化學,,其他化學類
1014,4755,三福化,M1700,M1721,17Z,17Z,其他化學,,其他化學類
1015,4760,勤凱,M2300,M2331,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
1016,4763,材料-KY,M1700,M1721,17Z,17Z,其他化學,,其他化學類
1017,4764,雙鍵,M1700,M1721,17Z,17Z,其他化學,,其他化學類
1018,4766,南寶,M1700,M1721,17F,17F,樹脂,,樹脂類
1019,4767,誠泰科技,M1700,M1721,17F,17F,樹脂,,樹脂類
1020,4768,晶呈科技,M1700,M1721,17Z,17Z,其他化學,,其他化學類
1021,4770,上品,M1700,M1721,17F,17F,樹脂,,樹脂類
1022,4804,大略-KY,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
1023,4806,昇華,M3200,M3200,99H,99H,電視廣播,,電視廣播類
1024,4807,日成-KY,M2900,M2900,99Z,99ZC,其他,其他製造業,其他:其他製造業類
1025,4903,聯光通,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
1026,4904,遠傳,M2300,M2327,23K,23K3,通訊設備,電信業,通訊設備:電信業類
1027,4905,台聯電,M2300,M2327,23K,23KX,通訊設備,網路服務,通訊設備:網路服務類
1028,4906,正文,M2300,M2327,23E,2300,網路設備,,網路設備類
1029,4907,富宇,M2500,M2500,25A,25A,建設,,建設類
1030,4908,前鼎,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
1031,4909,新復興,M2300,M2327,23B,23B2D,主機板,PCB,主機板:PCB類
1032,4911,德英,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
1033,4912,聯德控股-KY,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1034,4915,致伸,M2300,M2328,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
1035,4916,事欣科,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
1036,4919,新唐,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1037,4923,力士,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1038,4924,欣厚-KY,M2300,M2325,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
1039,4927,泰鼎-KY,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1040,4930,燦星網,M1600,M1600,15C,15C1,家電製品,家電,家電製品:家電類
1041,4931,新盛力,M2300,M2325,23D,23D7,電子零組件,3C二次電池,電子零組件:3C二次電池類
1042,4933,友輝,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
1043,4934,太極,M2300,M2326,23C,23C7C,光電/ IO,太陽能電池,光電/ IO:太陽能電池類
1044,4935,茂林-KY,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
1045,4938,和碩,M2300,M2325,23A,23A1,PC系統,PC,PC系統:PC類
1046,4939,亞電,M2300,M2328,23B,23B3C,主機板,FCCL,主機板:FCCL類
1047,4942,嘉彰,M2300,M2326,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1048,4943,康控-KY,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1049,4944,兆遠,M2300,M2326,23C,23C6A,光電/ IO,Sapphire Substrate,光電/ IO:Sapphire Substrate類
1050,4945,陞達科技,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1051,4946,辣椒,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
1052,4950,牧東,M9900,M9900,99B,99B,家用五金及家具,,家用五金及家具類
1053,4951,精拓科,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1054,4952,凌通,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1055,4953,緯軟,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1056,4956,光鋐,M2300,M2326,23C,23C6B,光電/ IO,磊晶及晶粒,光電/ IO:磊晶及晶粒類
1057,4958,臻鼎-KY,M2300,M2328,23B,23B2C,主機板,軟板,主機板:軟板類
1058,4960,誠美材,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
1059,4961,天鈺,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1060,4966,譜瑞-KY,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1061,4967,十銓,M2300,M2324,23G,23G3B,半導體,記憶體模組,半導體:記憶體模組類
1062,4968,立積,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1063,4971,IET-KY,M2300,M2324,23G,23G3A,半導體,特用IC,半導體:特用IC類
1064,4972,湯石照明,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
1065,4973,廣穎,M2300,M2324,23G,23G3B,半導體,記憶體模組,半導體:記憶體模組類
1066,4974,亞泰,M2300,M2328,23C,23C2,光電/ IO,掃瞄器,光電/ IO:掃瞄器類
1067,4976,佳凌,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
1068,4977,眾達-KY,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
1069,4979,華星光,M2300,M2327,23K,23K6,通訊設備,光纖通訊,通訊設備:光纖通訊類
1070,4987,科誠,M2300,M2325,23B,23B5A,主機板,POS,主機板:POS類
1071,4989,榮科,M2300,M2328,23B,23B3X,主機板,PCB上-其他,主機板:PCB上-其他類
1072,4991,環宇-KY,M2300,M2324,23G,23G3A,半導體,特用IC,半導體:特用IC類
1073,4994,傳奇,M2300,M2330,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
1074,4995,晶達,M2300,M2326,23C,23C1,光電/ IO,監視器,光電/ IO:監視器類
1075,4999,鑫禾,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1076,5007,三星,M2000,M2000,20A,20A1,金屬基本,線材,金屬基本:線材類
1077,5009,榮剛,M2000,M2000,20A,20A6,金屬基本,不銹鋼,金屬基本:不銹鋼類
1078,5011,久陽,M2000,M2000,20A,20A1,金屬基本,線材,金屬基本:線材類
1079,5013,強新,M2000,M2000,20A,20A1,金屬基本,線材,金屬基本:線材類
1080,5014,建錩,M2000,M2000,20A,20A6,金屬基本,不銹鋼,金屬基本:不銹鋼類
1081,5015,華祺,M2000,M2000,20A,20A1,金屬基本,線材,金屬基本:線材類
1082,5016,松和,M2000,M2000,20A,20A1,金屬基本,線材,金屬基本:線材類
1083,5201,凱衛,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1084,5202,力新,M2300,M2330,23X,23X9,軟體服務,其他軟體,軟體服務:其他軟體類
1085,5203,訊連,M2300,M2330,23X,23X9,軟體服務,其他軟體,軟體服務:其他軟體類
1086,5205,中茂,M2300,M2331,99L,99L2,,廢棄物處理,廢棄物處理類
1087,5206,坤悅,M2500,M2500,25A,25A,建設,,建設類
1088,5209,新鼎,M9900,M9900,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1089,5210,寶碩,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1090,5211,蒙恬,M2300,M2330,23X,23X9,軟體服務,其他軟體,軟體服務:其他軟體類
1091,5212,凌網,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1092,5213,亞昕,M2500,M2500,25A,25A,建設,,建設類
1093,5215,科嘉-KY,M2300,M2325,23D,23D9D,電子零組件,其他零組件,電子零組件:其他零組件類
1094,5220,萬達光電,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
1095,5222,全訊,M2300,M2324,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
1096,5223,安力-KY,M2300,M2325,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1097,5225,東科-KY,M2300,M2331,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
1098,5227,立凱-KY,M2300,M2328,23D,23D7,電子零組件,3C二次電池,電子零組件:3C二次電池類
1099,5228,鈺鎧,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
1100,5230,雷笛克光學,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
1101,5234,達興材料,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
1102,5236,凌陽創新,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1103,5243,乙盛-KY,M2300,M2326,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1104,5244,弘凱,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
1105,5245,智晶,M2300,M2326,23C,23C8A,光電/ IO,LCD 面板,光電/ IO:LCD 面板類
1106,5251,天鉞電,M2300,M2326,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
1107,5258,虹堡,M2300,M2325,23B,23B5A,主機板,POS,主機板:POS類
1108,5263,智崴,M3200,M3200,23Z,23Z,其他電子,,其他電子類
1109,5269,祥碩,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1110,5272,笙科,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1111,5274,信驊,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1112,5276,達輝-KY,M9900,M9900,15D,15D,汽車組件,,汽車組件類
1113,5278,尚凡,M3400,M3400,23K,23K4,通訊設備,網路服務,通訊設備:網路服務類
1114,5281,大峽谷-KY,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
1115,5283,禾聯碩,M1600,M1600,15C,15C1,家電製品,家電,家電製品:家電類
1116,5284,jpp-KY,M9900,M9900,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1117,5285,界霖,M2300,M2324,23G,23G4,半導體,IC導線架,半導體:IC導線架類
1118,5287,數字,M3400,M3400,23K,23K4,通訊設備,網路服務,通訊設備:網路服務類
1119,5288,豐祥-KY,M1500,M1500,15D,15D,汽車組件,,汽車組件類
1120,5289,宜鼎,M2300,M2325,23G,23G3B,半導體,記憶體模組,半導體:記憶體模組類
1121,5291,邑昇,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1122,5299,杰力,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1123,5301,寶得利,M2700,M2700,29B,29B,貿易業,,貿易業類
1124,5302,太欣,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1125,5306,桂盟,M9900,M9900,15E,15E,自行車組件,,自行車組件類
1126,5309,系統電,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
1127,5310,天剛,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1128,5312,寶島科,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
1129,5314,世紀,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1130,5315,光聯,M2300,M2326,23C,23C8D,光電/ IO,LCD-其他,光電/ IO:LCD-其他類
1131,5321,美而快,M3400,M3400,23K,23K4,通訊設備,網路服務,通訊設備:網路服務類
1132,5324,士開,M2500,M2500,25A,25A,建設,,建設類
1133,5328,華容,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
1134,5340,建榮,M2300,M2328,23B,23B3B,主機板,玻纖紗. 布,主機板:玻纖紗. 布類
1135,5344,立衛,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
1136,5345,天揚,M9900,M9900,23Z,23Z,其他電子,,其他電子類
1137,5347,世界,M2300,M2324,23G,23G1A,半導體,晶圓代工,半導體:晶圓代工類
1138,5348,系通,M2300,M2327,23K,23K5,通訊設備,衛星通訊,通訊設備:衛星通訊類
1139,5351,鈺創,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1140,5353,台林,M2300,M2327,23E,230,網路設備,,網路設備類
1141,5355,佳總,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1142,5356,協益,M2300,M2325,13B,13B,塑膠製品,,塑膠製品類
1143,5364,力麗店,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
1144,5371,中光電,M2300,M2326,23C,23C8B,光電/ IO,背光模組,光電/ IO:背光模組類
1145,5381,合正,M2300,M2328,23B,23B3A,主機板,銅箔基板,主機板:銅箔基板類
1146,5383,金利,M2300,M2331,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
1147,5386,青雲,M2300,M2325,23B,23B4A,主機板,繪圖卡,主機板:繪圖卡類
1148,5388,中磊,M2300,M2327,23E,2300,網路設備,,網路設備類
1149,5392,能率,M2300,M2326,23D,23D4,電子零組件,機殼,電子零組件:機殼類
1150,5398,慕康生醫,M9900,M9900,17C,17C1,藥,西藥,藥:西藥類
1151,5403,中菲,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1152,5410,國眾,M2300,M2330,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
1153,5425,台半,M2300,M2324,23D,23D1,電子零組件,二極體整流,電子零組件:二極體整流類
1154,5426,振發,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
1155,5432,新門,M2300,M2326,23C,23C8D,光電/ IO,LCD-其他,光電/ IO:LCD-其他類
1156,5434,崇越,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
1157,5438,東友,M2300,M2325,23C,23C2,光電/ IO,掃瞄器,光電/ IO:掃瞄器類
1158,5439,高技,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1159,5443,均豪,M2300,M2326,23H,23H2,電子設備,電機設備,電子設備:電機設備類
1160,5450,南良,M9900,M9900,17Z,17Z,其他化學,,其他化學類
1161,5452,佶優,M2300,M2331,23T,23TZ,資訊通路,通路,資訊通路:通路類
1162,5455,昇益,M2500,M2500,25A,25A,建設,,建設類
1163,5457,宣德,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1164,5460,同協,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
1165,5464,霖宏,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1166,5465,富驊,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
1167,5468,凱鈺,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1168,5469,瀚宇博,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1169,5471,松翰,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1170,5474,聰泰,M2300,M2325,23B,23B4B,主機板,電視卡,主機板:電視卡類
1171,5475,德宏,M2300,M2328,23B,23B3B,主機板,玻纖紗. 布,主機板:玻纖紗. 布類
1172,5478,智冠,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
1173,5481,新華,M9900,M9900,99Z,99ZX,其他,其他服務,其他:其他服務類
1174,5483,中美晶,M2300,M2324,23G,23G3C,半導體,晶圓材料,半導體:晶圓材料類
1175,5484,慧友,M2300,M2326,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
1176,5487,通泰,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1177,5488,松普,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1178,5489,彩富,M2300,M2331,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
1179,5490,同亨,M2300,M2325,23B,23B5A,主機板,POS,主機板:POS類
1180,5493,三聯,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
1181,5498,凱崴,M2300,M2328,23B,23B3X,主機板,PCB上-其他,主機板:PCB上-其他類
1182,5508,永信建,M2500,M2500,25A,25A,建設,,建設類
1183,5511,德昌,M2500,M2500,25B,25B,營造,,營造類
1184,5512,力麒,M2500,M2500,25A,25A,建設,,建設類
1185,5514,三豐,M2500,M2500,25A,25A,建設,,建設類
1186,5515,建國,M2500,M2500,25B,25B,營造,,營造類
1187,5516,雙喜,M2500,M2500,25B,25B,營造,,營造類
1188,5519,隆大,M2500,M2500,25A,25A,建設,,建設類
1189,5520,力泰,M2500,M2500,11B,11B,預拌混凝土,,預拌混凝土類
1190,5521,工信,M2500,M2500,25B,25B,營造,,營造類
1191,5522,遠雄,M2500,M2500,25A,25A,建設,,建設類
1192,5523,豐謙,M2500,M2500,25A,25A,建設,,建設類
1193,5525,順天,M2500,M2500,25A,25A,建設,,建設類
1194,5529,鉅陞,M2500,M2500,25A,25A,建設,,建設類
1195,5530,龍巖,M9900,M9900,25E,25E,靈骨塔業,,靈骨塔業類
1196,5531,鄉林,M2500,M2500,25A,25A,建設,,建設類
1197,5533,皇鼎,M2500,M2500,25A,25A,建設,,建設類
1198,5534,長虹,M2500,M2500,25A,25A,建設,,建設類
1199,5536,聖暉*,M2300,M2331,23H,23H1,電子設備,廠辦機電,電子設備:廠辦機電類
1200,5538,東明-KY,M2000,M2000,20A,20A1,金屬基本,線材,金屬基本:線材類
1201,5543,桓鼎-KY,M2500,M2500,20B,20B,金屬製品,,金屬製品類
1202,5546,永固-KY,M2500,M2500,11B,11B,預拌混凝土,,預拌混凝土類
1203,5601,台聯櫃,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
1204,5603,陸海,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
1205,5604,中連,M9900,M9900,25F,25F,物業管理,,物業管理類
1206,5607,遠雄港,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
1207,5608,四維航,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
1208,5609,中菲行,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
1209,5701,劍湖山,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
1210,5703,亞都,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
1211,5704,老爺知,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
1212,5706,鳳凰,M2700,M2700,27C,27C,旅行社,,旅行社類
1213,5859,遠壽,M2800,M2871,28I,28I,壽險業,,壽險業類
1214,5863,瑞興銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
1215,5864,致和證,M2800,M3000,30A,30A,證券,,證券類
1216,5871,中租-KY,M9900,M9900,28K,28K,租賃業,,租賃業類
1217,5876,上海商銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
1218,5878,台名,M2800,M2810,28N,28N,保險經紀,,保險經紀類
1219,5880,合庫金,M2800,M28HO,28L,28L,金融控股,,金融控股類
1220,5902,德記,M2900,M2900,29B,29B,貿易業,,貿易業類
1221,5903,全家,M2900,M2900,29A,29A4,百貨批發,便利商店,百貨批發:便利商店類
1222,5904,寶雅,M2900,M2900,29A,29A9,百貨批發,特殊連鎖,百貨批發:特殊連鎖類
1223,5905,南仁湖,M2900,M2900,27B,27B,觀光遊樂區,,觀光遊樂區類
1224,5906,台南-KY,M2900,M2900,14C,14C1,成衣,成衣製造,成衣:成衣製造類
1225,5907,大洋-KY,M2900,M2900,29A,29A1,百貨批發,百貨購物中,百貨批發:百貨購物中類
1226,6005,群益證,M2800,M3000,30A,30A,證券,,證券類
1227,6015,宏遠證,M2800,M3000,30A,30A,證券,,證券類
1228,6016,康和證,M2800,M3000,30A,30A,證券,,證券類
1229,6020,大展證,M2800,M3000,30A,30A,證券,,證券類
1230,6021,美好證,M2800,M3000,30A,30A,證券,,證券類
1231,6023,元大期,M2800,M3000,30C,30C,期貨,,期貨類
1232,6024,群益期,M2800,M3000,30C,30C,期貨,,期貨類
1233,6026,福邦證,M2800,M3000,30A,30A,證券,,證券類
1234,6101,寬魚國際,M3200,M3200,99H,99H,電視廣播,,電視廣播類
1235,6103,合邦,M2300,M2324,23T,23TZ,資訊通路,通路,資訊通路:通路類
1236,6104,創惟,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1237,6108,競國,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1238,6109,亞元,M2300,M2327,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
1239,6111,大宇資,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
1240,6112,邁達特,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1241,6113,亞矽,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
1242,6114,久威,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1243,6115,鎰勝,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1244,6116,彩晶,M2300,M2326,23C,23C8A,光電/ IO,LCD 面板,光電/ IO:LCD 面板類
1245,6117,迎廣,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
1246,6118,建達,M2300,M2329,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
1247,6120,達運,M2300,M2326,23C,23C8B,光電/ IO,背光模組,光電/ IO:背光模組類
1248,6121,新普,M2300,M2325,23D,23D7,電子零組件,3C二次電池,電子零組件:3C二次電池類
1249,6122,擎邦,M1500,M1500,25B,25B,營造,,營造類
1250,6123,上奇,M2300,M2325,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
1251,6124,業強,M2300,M2328,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
1252,6125,廣運,M2300,M2326,23H,23H2,電子設備,電機設備,電子設備:電機設備類
1253,6126,信音,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1254,6127,九豪,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
1255,6128,上福,M2300,M2325,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
1256,6129,普誠,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1257,6130,星寶國際,M1700,M1722,17C,17C1,藥,西藥,藥:西藥類
1258,6133,金橋,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1259,6134,萬旭,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
1260,6136,富爾特,M2300,M2327,23T,23TZ,資訊通路,通路,資訊通路:通路類
1261,6138,茂達,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
1262,6139,亞翔,M2300,M2331,23H,23H1,電子設備,廠辦機電,電子設備:廠辦機電類
1263,6140,訊達,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1264,6141,柏承,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
1265,6142,友勁,M2300,M2327,23E,2300,網路設備,,網路設備類
1266,6143,振曜,M2300,M2327,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
1267,6144,得利影,M3200,M3200,23X,23X9,軟體服務,其他軟體,軟體服務:其他軟體類
1268,6146,耕興,M2300,M2331,23Z,23Z,其他電子,,其他電子類
1269,6147,頎邦,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
1270,6148,驊宏資,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
1271,6150,撼訊,M2300,M2325,23B,23B4A,主機板,繪圖卡,主機板:繪圖卡類
1272,6151,晉倫,M2300,M2331,13A,13A8,石化,塑膠加工,石化:塑膠加工類
