,st_code,st_name,rev_period,rev,Year,month,mom,yoy,yoy年成長大於10,yoy成長,yoy衰退,yoy近五月大於10,yoy連續大於10,yoy近五月成長,yoy連續成長,yoy近五月衰退,yoy連續衰退
92099,4417,金洲,* 2023/02,171566.0,2023,02,-0.32820380290072987,-0.1528,0,0,1,0.0,0,1.0,0,4.0,4
92196,4419,元勝,* 2023/02,11026.0,2023,02,-0.6264525527662025,-0.4767,0,0,1,0.0,0,2.0,0,3.0,1
92293,4420,光明,* 2023/02,76293.0,2023,02,-0.0699831777068045,0.104,0,1,0,0.0,0,2.0,1,3.0,0
92390,4426,利勤,* 2023/02,125229.0,2023,02,-0.007764897907439248,1.027,0,1,0,0.0,0,1.0,1,4.0,0
92487,4430,耀億,* 2023/02,131372.0,2023,02,-0.4011287072746004,-0.2266,0,1,0,0.0,0,3.0,1,2.0,0
92584,4431,敏成健康,* 2023/02,18657.0,2023,02,-0.18744828186925658,-0.0612,0,1,0,0.0,0,3.0,2,2.0,0
92681,4432,銘旺實,* 2023/02,123296.0,2023,02,0.07020345809318797,-0.1038,0,1,0,0.0,0,3.0,2,2.0,0
92777,4433,興采,* 2023/02,172041.0,2023,02,-0.2993475711074186,-0.1707,0,1,0,0.0,0,3.0,1,2.0,0
92874,4438,廣越,* 2023/02,679915.0,2023,02,-0.33398800048977595,-0.2944,0,0,1,0.0,0,1.0,0,4.0,2
92926,4439,冠星-KY,* 2023/02,482537.0,2023,02,-0.08368147602372941,-0.0299,0,1,0,0.0,0,2.0,1,3.0,0
92966,4441,振大環球,* 2023/02,416577.0,2023,02,-0.156005737694954,-0.2511,0,1,0,0.0,0,3.0,2,2.0,0
93063,4502,健信,* 2023/02,116272.0,2023,02,-0.17603622628673474,0.4081,0,1,0,0.0,0,4.0,1,1.0,0
93160,4503,金雨,* 2023/02,13379.0,2023,02,-0.13016058773811845,0.6844,0,1,0,0.0,0,3.0,1,2.0,0
93257,4506,崇友,* 2023/02,284705.0,2023,02,-0.36564753170592584,-0.0315,0,0,1,0.0,0,2.0,0,3.0,1
93353,4510,高鋒,* 2023/02,116284.0,2023,02,-0.12461795570544573,-0.2625,0,0,1,0.0,0,1.0,0,4.0,4
93449,4513,福裕,* 2023/02,77145.0,2023,02,-0.30535670871714526,-0.3129,0,1,0,0.0,0,3.0,1,2.0,0
93546,4523,永彰,* 2023/02,43926.0,2023,02,-0.1430243674034766,0.1411,0,1,0,0.0,0,4.0,2,1.0,0
93643,4526,東台,* 2023/02,450306.0,2023,02,-0.1841307112806966,-0.016,0,1,0,0.0,0,2.0,1,3.0,0
93740,4528,江興鍛,* 2023/02,175332.0,2023,02,-0.21155869735315544,-0.1929,0,1,0,0.0,0,1.0,1,4.0,0
93837,4529,淳紳,* 2023/02,292.0,2023,02,0.03546099290780142,0.2426,0,0,1,0.0,0,3.0,0,2.0,2
93933,4530,宏易,* 2023/02,16753.0,2023,02,0.06713803426969871,0.3161,0,1,0,0.0,0,2.0,1,3.0,0
94030,4532,瑞智,* 2023/02,1254553.0,2023,02,-0.30425950440080946,-0.1797,0,1,0,0.0,0,3.0,1,2.0,0
94127,4533,協易機,* 2023/02,160020.0,2023,02,-0.3613097898971837,-0.1482,0,0,1,0.0,0,2.0,0,3.0,1
94223,4534,慶騰,* 2023/02,46786.0,2023,02,-0.462538770821367,-0.1497,0,1,0,0.0,0,3.0,1,2.0,0
94320,4535,至興,* 2023/02,224650.0,2023,02,-0.26714534107998605,0.0004,0,1,0,0.0,0,1.0,1,4.0,0
94417,4536,拓凱,* 2023/02,565668.0,2023,02,-0.3696449664579108,-0.0367,0,0,1,0.0,0,1.0,0,4.0,1
94514,4537,旭東,* 2023/02,108378.0,2023,02,-0.49056603773584906,-0.1543,0,1,0,0.0,0,3.0,1,2.0,0
94611,4538,大詠城,* 2023/02,40141.0,2023,02,-0.12141043600070041,0.1838,0,1,0,0.0,0,2.0,1,3.0,0
94707,4540,全球傳動,* 2023/02,227403.0,2023,02,0.032111216005228566,0.2887,0,1,0,0.0,0,3.0,1,2.0,0
94804,4541,晟田,* 2023/02,103969.0,2023,02,-0.0012871867285284765,0.5062,0,1,0,0.0,0,2.0,1,3.0,0
94900,4542,科嶠,* 2023/02,32834.0,2023,02,-0.18892347216046637,0.1143,0,0,1,0.0,0,3.0,0,2.0,1
94997,4543,萬在,* 2023/02,58644.0,2023,02,-0.2005234959715349,0.0167,0,0,1,0.0,0,2.0,0,3.0,1
95093,4544,春日,* 2023/02,69720.0,2023,02,-0.23216704661842932,-0.0912,0,1,0,0.0,0,3.0,1,2.0,0
95190,4545,銘鈺,* 2023/02,143752.0,2023,02,-0.19078151123320367,-0.3021,0,0,1,0.0,0,2.0,0,3.0,2
95287,4546,長亨,* 2023/02,82025.0,2023,02,0.34269111147487313,0.5734,0,0,1,0.0,0,2.0,0,3.0,1
95384,4549,桓達,* 2023/02,79069.0,2023,02,-0.2399988465752898,-0.1556,0,0,1,0.0,0,1.0,0,4.0,1
95481,4550,長佳,* 2023/02,77823.0,2023,02,-0.17101983425296663,0.2191,0,1,0,0.0,0,4.0,3,1.0,0
95577,4551,智伸科,* 2023/02,585737.0,2023,02,-0.2869952100108946,-0.0652,0,1,0,0.0,0,2.0,1,3.0,0
95669,4552,力達-KY,* 2023/02,225316.0,2023,02,-0.4799531921866958,-0.2164,0,1,0,0.0,0,2.0,1,3.0,0
95766,4553,盛復,* 2023/02,77033.0,2023,02,-0.0878811201231425,0.2722,0,1,0,0.0,0,2.0,1,3.0,0
95863,4554,橙的,* 2023/02,22678.0,2023,02,-0.23537543410094744,-0.3202,0,1,0,0.0,0,1.0,1,4.0,0
95960,4555,氣立,* 2023/02,94647.0,2023,02,-0.3623201099552633,-0.3227,0,1,0,0.0,0,3.0,1,2.0,0
96057,4556,旭然,* 2023/02,41623.0,2023,02,-0.09201369952662464,-0.0219,0,1,0,0.0,0,3.0,3,2.0,0
96153,4557,永新-KY,* 2023/02,138078.0,2023,02,-0.4738021470463821,-0.0985,0,1,0,0.0,0,2.0,2,3.0,0
96250,4559,久裕興,* 2023/02,61418.0,2023,02,-0.47080820265379975,0.1024,0,1,0,0.0,0,3.0,2,2.0,0
96337,4560,強信-KY,* 2023/02,112164.0,2023,02,-0.0806907687137834,-0.2596,0,0,1,0.0,0,2.0,0,3.0,1
96433,4561,健椿,* 2023/02,62716.0,2023,02,-0.16813455008488964,-0.4221,0,1,0,0.0,0,2.0,1,3.0,0
96530,4562,穎漢,* 2023/02,54679.0,2023,02,-0.10677121620517847,0.1651,0,1,0,0.0,0,3.0,1,2.0,0
96623,4563,百德,* 2023/02,140184.0,2023,02,-0.1026501088208936,-0.2354,0,0,1,0.0,0,1.0,0,4.0,2
96714,4564,元翎,* 2023/02,151279.0,2023,02,0.035809899417318845,-0.1916,0,1,0,0.0,0,2.0,1,3.0,0
96810,4565,宏偉,* 2023/02,81233.0,2023,02,-0.5328376062477715,0.2668,0,1,0,0.0,0,4.0,4,1.0,0
96896,4566,時碩工業,* 2023/02,344426.0,2023,02,-0.28556701244770244,-0.1108,0,0,1,0.0,0,2.0,0,3.0,1
96974,4568,科際精密,* 2023/02,70827.0,2023,02,-0.4015310907754316,-0.1968,0,1,0,0.0,0,2.0,1,3.0,0
97028,4571,鈞興-KY,* 2023/02,149547.0,2023,02,-0.30306461985851296,-0.0686,0,1,0,0.0,0,2.0,1,3.0,0
97097,4572,駐龍,* 2023/02,42160.0,2023,02,-0.19511263841160748,0.2531,0,0,1,0.0,0,2.0,0,3.0,2
97178,4573,高明鐵,* 2023/02,30368.0,2023,02,-0.19102799754921548,-0.2097,0,1,0,0.0,0,1.0,1,4.0,0
97256,4575,銓寶,* 2023/02,44926.0,2023,02,-0.3810225816673785,0.38,0,0,1,0.0,0,2.0,0,3.0,1
97322,4576,大銀微系統,* 2023/02,210446.0,2023,02,-0.00909232167325087,-0.0603,0,1,0,0.0,0,3.0,1,2.0,0
97399,4578,總格精密,* 2023/02,22482.0,2023,02,-0.20459932779055368,-0.0678,0,0,1,0.0,0,3.0,0,2.0,1
97463,4580,捷流閥業,* 2023/02,171260.0,2023,02,-0.18545364610086942,-0.0495,0,1,0,0.0,0,3.0,2,2.0,0
97512,4581,光隆精密-KY,* 2023/02,69697.0,2023,02,-0.19075540487193182,0.0096,0,0,1,0.0,0,2.0,0,3.0,3
97577,4582,聚恆,* 2023/02,131118.0,2023,02,0.6044394410317907,0.3202,0,1,0,0.0,0,3.0,1,2.0,0
97734,4609,唐鋒,* 2023/02,3548.0,2023,02,-0.8111158432708688,0.3914,0,1,0,0.0,0,4.0,2,1.0,0
97831,4702,中美實,* 2023/02,106325.0,2023,02,-0.06375203627878308,-0.4565,0,0,1,0.0,0,2.0,0,3.0,1
97927,4706,大恭,* 2023/02,76816.0,2023,02,-0.34710807020526113,-0.1183,0,1,0,0.0,0,2.0,1,3.0,0
98024,4707,磐亞,* 2023/02,144142.0,2023,02,-0.1901861860512152,0.1224,0,1,0,0.0,0,2.0,1,3.0,0
98121,4711,永純,* 2023/02,85494.0,2023,02,-0.08058115650574811,-0.0875,0,0,1,0.0,0,2.0,0,3.0,1
98217,4712,南璋,* 2023/02,690.0,2023,02,0.23655913978494625,15.0465,1,1,0,3.0,1,3.0,1,2.0,0
98314,4714,永捷,* 2023/02,55062.0,2023,02,-0.21365836939291374,-0.245,0,1,0,0.0,0,2.0,1,3.0,0
98411,4716,大立,* 2023/02,47530.0,2023,02,-0.07602884858381447,0.0791,0,1,0,0.0,0,2.0,1,3.0,0
98508,4720,德淵,* 2023/02,182395.0,2023,02,-0.3895014124861094,-0.0851,0,1,0,0.0,0,2.0,1,3.0,0
98604,4721,美琪瑪,* 2023/02,340060.0,2023,02,-0.10137122411282672,-0.0724,0,1,0,0.0,0,4.0,3,1.0,0
98700,4722,國精化,* 2023/02,266714.0,2023,02,-0.34603596490797905,-0.2149,0,1,0,0.0,0,3.0,1,2.0,0
98797,4726,永昕,* 2023/02,25445.0,2023,02,-0.7119064332782319,-0.5317,0,0,1,0.0,0,2.0,0,3.0,1
98893,4728,雙美,* 2023/02,75335.0,2023,02,-0.2915048292595762,-0.3278,0,1,0,0.0,0,2.0,1,3.0,0
98990,4729,熒茂,* 2023/02,112272.0,2023,02,-0.03860250042815551,-0.052,0,1,0,0.0,0,2.0,1,3.0,0
99087,4732,彥臣,* 2023/02,12495.0,2023,02,-0.3432671081677704,-0.0754,0,1,0,0.0,0,3.0,2,2.0,0
99184,4735,豪展,* 2023/02,74148.0,2023,02,-0.42565008249482955,-0.1103,0,1,0,0.0,0,4.0,3,1.0,0
99281,4736,泰博,* 2023/02,607121.0,2023,02,-0.18475404486853253,0.26,0,1,0,0.0,0,3.0,1,2.0,0
99378,4737,華廣,* 2023/02,151972.0,2023,02,0.029983463008648032,0.3182,0,1,0,0.0,0,3.0,2,2.0,0
99475,4738,尚化,* 2023/02,15043.0,2023,02,-0.41432742846019077,-0.1021,0,1,0,0.0,0,2.0,1,3.0,0
99572,4739,康普,* 2023/02,670849.0,2023,02,-0.08302350503288736,-0.0657,0,1,0,0.0,0,1.0,1,4.0,0
99669,4741,泓瀚,* 2023/02,51402.0,2023,02,-0.12453588581939572,-0.1251,0,0,1,0.0,0,2.0,0,3.0,2
99761,4743,合一,* 2023/02,72995.0,2023,02,1.7290911130220212,13.0591,1,1,0,1.0,1,3.0,1,2.0,0
99858,4744,皇將,* 2023/02,39594.0,2023,02,-0.12023108543495167,-0.0724,0,1,0,0.0,0,3.0,1,2.0,0
99955,4745,合富-KY,* 2023/02,328447.0,2023,02,-0.2857145963908087,0.2731,0,1,0,0.0,0,2.0,1,3.0,0
100052,4746,台耀,* 2023/02,267995.0,2023,02,-0.05445121865165051,0.2973,0,1,0,0.0,0,2.0,1,3.0,0
100149,4747,強生,* 2023/02,37545.0,2023,02,-0.18016857367455674,0.0862,0,0,1,0.0,0,2.0,0,3.0,2
100198,4749,新應材,* 2023/02,139047.0,2023,02,-0.2064523861158987,0.0082,0,0,1,0.0,0,2.0,0,3.0,3
100295,4754,國碳科,* 2023/02,26881.0,2023,02,-0.23247580161608086,-0.1466,0,1,0,0.0,0,4.0,1,1.0,0
100391,4755,三福化,* 2023/02,383664.0,2023,02,-0.23549150732100016,-0.2227,0,1,0,0.0,0,2.0,1,3.0,0
100488,4760,勤凱,* 2023/02,69819.0,2023,02,-0.17845502147437783,-0.1357,0,1,0,0.0,0,4.0,1,1.0,0
100585,4763,材料-KY,* 2023/02,288157.0,2023,02,-0.08185809691315542,0.4797,0,0,1,0.0,0,1.0,0,4.0,1
100675,4764,雙鍵,* 2023/02,144730.0,2023,02,-0.4931500133077451,-0.2138,0,1,0,0.0,0,4.0,1,1.0,0
100772,4765,磐采,* 2023/02,25801.0,2023,02,-0.32438660347220405,0.0663,0,1,0,0.0,0,2.0,1,3.0,0
100853,4766,南寶,* 2023/02,1293928.0,2023,02,-0.2674126564619611,-0.0327,0,1,0,0.0,0,1.0,1,4.0,0
100932,4767,誠泰科技,* 2023/02,86776.0,2023,02,-0.3799987139274512,-0.0676,0,0,1,0.0,0,1.0,0,4.0,2
100973,4771,望隼,* 2023/02,120327.0,2023,02,-0.15045503646646002,-0.0288,0,0,1,0.0,0,2.0,0,3.0,1
101008,4772,台特化,* 2023/02,,2023,02,,,0,0,0,0.0,0,1.0,0,3.0,0
101134,4804,大略-KY,* 2023/02,10390.0,2023,02,-0.55178810232518,-0.4907,0,0,1,0.0,0,1.0,0,4.0,3
101303,4807,日成-KY,* 2023/02,122668.0,2023,02,-0.09915546743041787,0.174,0,1,0,0.0,0,2.0,1,3.0,0
101400,4903,聯光通,* 2023/02,72280.0,2023,02,-0.22447184043089666,1.0084,0,1,0,0.0,0,3.0,2,2.0,0
101496,4904,遠傳,* 2023/02,7078093.0,2023,02,-0.09977326743288802,0.0478,0,1,0,0.0,0,2.0,1,3.0,0
101593,4905,台聯電,* 2023/02,2790.0,2023,02,-0.4530484218780631,-0.3875,0,0,1,0.0,0,1.0,0,4.0,1
101689,4906,正文,* 2023/02,1513099.0,2023,02,-0.2063493145834918,-0.046,0,0,1,0.0,0,1.0,0,4.0,4
101785,4907,富宇,* 2023/02,44424.0,2023,02,5.152056501869547,247.1788,1,1,0,1.0,1,3.0,1,2.0,0
101882,4908,前鼎,* 2023/02,57066.0,2023,02,-0.2835045074454461,-0.2298,0,1,0,0.0,0,2.0,1,3.0,0
101979,4909,新復興,* 2023/02,34459.0,2023,02,-0.2752949588845191,0.1069,0,0,1,0.0,0,3.0,0,2.0,2
102076,4911,德英,* 2023/02,5319.0,2023,02,0.7927199191102123,1.6608,0,0,1,0.0,0,3.0,0,2.0,1
102173,4912,聯德控股-KY,* 2023/02,308848.0,2023,02,-0.3514539620676332,-0.2475,0,0,1,0.0,0,2.0,0,3.0,1
102269,4915,致伸,* 2023/02,3947252.0,2023,02,-0.3847102064089868,-0.2214,0,1,0,0.0,0,2.0,1,3.0,0
102366,4916,事欣科,* 2023/02,246373.0,2023,02,0.3663023164245984,0.5575,0,1,0,0.0,0,4.0,1,1.0,0
102463,4919,新唐,* 2023/02,2426821.0,2023,02,-0.09797857215867381,-0.3059,0,0,1,0.0,0,1.0,0,4.0,3
102559,4924,欣厚-KY,* 2023/02,45300.0,2023,02,-0.3426208097518502,0.5124,0,1,0,0.0,0,2.0,1,3.0,0
102656,4925,智微,* 2023/02,53432.0,2023,02,-0.2586199719720831,-0.345,0,1,0,0.0,0,2.0,2,3.0,0
102753,4927,泰鼎-KY,* 2023/02,1142041.0,2023,02,-0.15881725997874285,-0.11,0,1,0,0.0,0,3.0,2,2.0,0
102850,4930,燦星網,* 2023/02,393131.0,2023,02,-0.4216458915969465,-0.168,0,0,1,0.0,0,3.0,0,2.0,1
102946,4931,新盛力,* 2023/02,191953.0,2023,02,-0.26109969127961136,0.2253,0,1,0,0.0,0,1.0,1,4.0,0
103043,4933,友輝,* 2023/02,120719.0,2023,02,-0.4107560367255492,-0.3869,0,0,1,0.0,0,2.0,0,3.0,1
103139,4934,太極,* 2023/02,188592.0,2023,02,0.33543878035136415,0.9298,0,1,0,0.0,0,2.0,1,3.0,0
103236,4935,茂林-KY,* 2023/02,521173.0,2023,02,-0.31377562776587636,-0.2006,0,1,0,0.0,0,2.0,1,3.0,0
103333,4938,和碩,* 2023/02,68009065.0,2023,02,-0.37635705644039813,-0.2011,0,0,1,0.0,0,3.0,0,2.0,1
103430,4939,亞電,* 2023/02,76006.0,2023,02,-0.4791933616099877,-0.3282,0,1,0,0.0,0,2.0,1,3.0,0
103527,4942,嘉彰,* 2023/02,460853.0,2023,02,-0.23188478263405887,-0.3684,0,0,1,0.0,0,2.0,0,3.0,1
103623,4943,康控-KY,* 2023/02,59464.0,2023,02,-0.7439214504112657,-0.3933,0,1,0,0.0,0,2.0,1,3.0,0
103720,4944,兆遠,* 2023/02,27977.0,2023,02,-0.1748658054621601,-0.2448,0,1,0,0.0,0,3.0,1,2.0,0
103783,4945,陞達科技,* 2023/02,39274.0,2023,02,-0.03883899072465187,-0.1461,0,1,0,0.0,0,3.0,1,2.0,0
103880,4946,辣椒,* 2023/02,11917.0,2023,02,0.4368217988907644,1.0664,0,1,0,0.0,0,2.0,2,3.0,0
103977,4949,有成精密,* 2023/02,333352.0,2023,02,0.05506163852447342,0.5088,0,0,1,0.0,0,1.0,0,4.0,1
104073,4950,牧東,* 2023/02,3952.0,2023,02,-0.7755310689537658,-0.3157,0,1,0,0.0,0,4.0,4,1.0,0
104170,4952,凌通,* 2023/02,173867.0,2023,02,-0.2663096684896361,-0.4518,0,1,0,0.0,0,2.0,1,3.0,0
104267,4953,緯軟,* 2023/02,553602.0,2023,02,-0.07936460422466349,-0.0373,0,0,1,0.0,0,0.0,0,5.0,6
104364,4956,光鋐,* 2023/02,83492.0,2023,02,-0.1831966972548866,-0.1164,0,1,0,0.0,0,3.0,1,2.0,0
104461,4958,臻鼎-KY,* 2023/02,6689215.0,2023,02,-0.4045801615049992,-0.327,0,0,1,0.0,0,2.0,0,3.0,1
104558,4960,誠美材,* 2023/02,616328.0,2023,02,-0.2861840086075603,-0.2661,0,1,0,0.0,0,4.0,1,1.0,0
104655,4961,天鈺,* 2023/02,1035295.0,2023,02,-0.3714284846939395,-0.3854,0,1,0,0.0,0,3.0,1,2.0,0
104752,4966,譜瑞-KY,* 2023/02,1280913.0,2023,02,-0.16361265518454987,-0.3371,0,0,1,0.0,0,1.0,0,4.0,1
104848,4967,十銓,* 2023/02,471208.0,2023,02,-0.1592807619156369,0.0138,0,1,0,0.0,0,2.0,1,3.0,0
104945,4968,立積,* 2023/02,267119.0,2023,02,-0.07801298490616834,0.0597,0,1,0,0.0,0,3.0,2,2.0,0
105042,4971,IET-KY,* 2023/02,56543.0,2023,02,-0.22584134286261945,-0.1824,0,0,1,0.0,0,2.0,0,3.0,1
105138,4972,湯石照明,* 2023/02,30623.0,2023,02,-0.6532957453071576,-0.4921,0,1,0,0.0,0,3.0,1,2.0,0
105235,4973,廣穎,* 2023/02,313244.0,2023,02,-0.1392858614862544,-0.0402,0,1,0,0.0,0,2.0,1,3.0,0
105331,4974,亞泰,* 2023/02,241111.0,2023,02,-0.25661493115291883,-0.0927,0,1,0,0.0,0,2.0,1,3.0,0
105428,4976,佳凌,* 2023/02,78640.0,2023,02,-0.1797909843759778,0.2035,0,1,0,0.0,0,4.0,2,1.0,0
105525,4977,眾達-KY,* 2023/02,213486.0,2023,02,-0.13142220124660275,0.1602,0,0,1,0.0,0,2.0,0,3.0,3
105621,4979,華星光,* 2023/02,84879.0,2023,02,-0.2045750592733509,0.3576,0,0,1,0.0,0,2.0,0,3.0,2
105717,4980,佐臻,* 2023/02,19770.0,2023,02,-0.265792698778178,-0.0269,0,0,1,0.0,0,2.0,0,3.0,2
105814,4987,科誠,* 2023/02,81606.0,2023,02,-0.12379745748153238,-0.2363,0,0,1,0.0,0,1.0,0,4.0,4
105893,4989,榮科,* 2023/02,271480.0,2023,02,-0.24748171924981013,-0.033,0,1,0,0.0,0,3.0,1,2.0,0
105990,4991,環宇-KY,* 2023/02,91131.0,2023,02,0.14815048127803254,0.0189,0,1,0,0.0,0,3.0,1,2.0,0
106087,4994,傳奇,* 2023/02,139101.0,2023,02,-0.23445531694752947,-0.2023,0,1,0,0.0,0,4.0,4,1.0,0
106184,4995,晶達,* 2023/02,93207.0,2023,02,-0.04841294959621844,0.2043,0,1,0,0.0,0,2.0,1,3.0,0
106280,4999,鑫禾,* 2023/02,148022.0,2023,02,0.12302078038343943,-0.2795,0,0,1,0.0,0,2.0,0,3.0,1
106376,5007,三星,* 2023/02,526466.0,2023,02,-0.185839968947029,0.0321,0,1,0,0.0,0,2.0,1,3.0,0
106473,5009,榮剛,* 2023/02,829300.0,2023,02,-0.1446379744433133,0.1212,0,0,1,0.0,0,2.0,0,3.0,2
106569,5011,久陽,* 2023/02,225893.0,2023,02,-0.31169005286652346,-0.2123,0,0,1,0.0,0,1.0,0,4.0,3
106665,5013,強新,* 2023/02,519524.0,2023,02,-0.2989069120941405,-0.1896,0,1,0,0.0,0,1.0,1,4.0,0
106762,5014,建錩,* 2023/02,763001.0,2023,02,-0.41495639398916406,-0.3364,0,0,1,0.0,0,2.0,0,3.0,1
106858,5015,華祺,* 2023/02,192182.0,2023,02,-0.09102432518079526,-0.0488,0,1,0,0.0,0,1.0,1,4.0,0
106955,5016,松和,* 2023/02,164861.0,2023,02,-0.2508599653741815,-0.1266,0,1,0,0.0,0,2.0,1,3.0,0
107052,5201,凱衛,* 2023/02,19702.0,2023,02,0.3116303841288862,0.5246,0,1,0,0.0,0,2.0,2,3.0,0
107148,5202,力新,* 2023/02,8491.0,2023,02,-0.44068243198735263,-0.1569,0,1,0,0.0,0,3.0,2,2.0,0
107245,5203,訊連,* 2023/02,121375.0,2023,02,-0.135813456746173,-0.0324,0,0,1,0.0,0,2.0,0,3.0,1
107340,5205,中茂,* 2023/02,255.0,2023,02,-0.4879518072289157,-0.6586,0,0,1,0.0,0,1.0,0,4.0,2
107522,5209,新鼎,* 2023/02,266952.0,2023,02,-0.052999020901621896,0.2007,0,0,1,0.0,0,2.0,0,3.0,1
107619,5210,寶碩,* 2023/02,19419.0,2023,02,-0.023385636692818346,-0.2626,0,0,1,0.0,0,3.0,0,2.0,1
107716,5211,蒙恬,* 2023/02,11671.0,2023,02,0.014075940568250934,0.2693,0,1,0,0.0,0,2.0,1,3.0,0
107813,5212,凌網,* 2023/02,58574.0,2023,02,0.05106948033304622,0.2251,0,1,0,0.0,0,2.0,1,3.0,0
107910,5213,亞昕,* 2023/02,542274.0,2023,02,3.5467991447616654,30.1491,1,1,0,1.0,1,2.0,1,3.0,0
108007,5215,科嘉-KY,* 2023/02,111870.0,2023,02,-0.5121940584215965,-0.3749,0,1,0,0.0,0,1.0,1,4.0,0
108104,5220,萬達光電,* 2023/02,75869.0,2023,02,-0.16326800701421593,0.0505,0,1,0,0.0,0,2.0,1,3.0,0
108173,5223,安力-KY,* 2023/02,113587.0,2023,02,-0.3074047877464909,-0.1124,0,1,0,0.0,0,3.0,1,2.0,0
108270,5225,東科-KY,* 2023/02,469492.0,2023,02,-0.4456196118208429,-0.4242,0,0,1,0.0,0,0.0,0,5.0,5
108367,5227,立凱-KY,* 2023/02,24255.0,2023,02,-0.5281954521581824,1.4669,0,1,0,0.0,0,3.0,1,2.0,0
108464,5230,雷笛克光學,* 2023/02,65094.0,2023,02,-0.33901970938556675,-0.1021,0,1,0,0.0,0,4.0,1,1.0,0
108561,5233,有量,* 2023/02,76089.0,2023,02,0.5621137777412798,2.2347,0,0,1,2.0,0,2.0,0,3.0,1
108658,5234,達興材料,* 2023/02,291197.0,2023,02,-0.20212786361506657,-0.2285,0,0,1,0.0,0,2.0,0,3.0,2
108755,5236,凌陽創新,* 2023/02,84116.0,2023,02,-0.4442175926843611,-0.4621,0,1,0,0.0,0,3.0,1,2.0,0
108852,5240,建騰,* 2023/02,33234.0,2023,02,-0.09827436509659214,-0.0477,0,0,1,0.0,0,2.0,0,3.0,2
108949,5243,乙盛-KY,* 2023/02,877648.0,2023,02,-0.145183299260063,-0.0127,0,0,1,0.0,0,1.0,0,4.0,1
109045,5245,智晶,* 2023/02,95141.0,2023,02,-0.18369640758123054,-0.1198,0,1,0,0.0,0,1.0,1,4.0,0
109142,5246,勵威,* 2023/02,73239.0,2023,02,-0.020868983957219252,0.289,0,0,1,0.0,0,2.0,0,3.0,1
109239,5248,景傳,* 2023/02,27989.0,2023,02,0.29249595936273376,0.2194,0,0,1,0.0,0,3.0,0,2.0,1
109336,5251,天鉞電,* 2023/02,24900.0,2023,02,0.037067888379841735,3.7311,0,1,0,0.0,0,2.0,1,3.0,0
109433,5254,欣訊科技,* 2023/02,41749.0,2023,02,-0.3416645641478491,-0.2131,0,1,0,0.0,0,3.0,2,2.0,0
109530,5258,虹堡,* 2023/02,401213.0,2023,02,-0.22714349006992468,0.0037,0,0,1,0.0,0,0.0,0,5.0,5
109627,5262,立達,* 2023/02,112454.0,2023,02,-0.2703477809499092,0.2167,0,1,0,0.0,0,2.0,1,3.0,0
109724,5263,智崴,* 2023/02,61096.0,2023,02,-0.046298897942618086,0.3595,0,1,0,0.0,0,4.0,1,1.0,0
109821,5267,龍翩,* 2023/02,30664.0,2023,02,-0.2106875337846534,0.1273,0,1,0,0.0,0,2.0,1,3.0,0
109918,5269,祥碩,* 2023/02,366124.0,2023,02,-0.3143976420270478,-0.0888,0,1,0,0.0,0,4.0,1,1.0,0
110015,5271,紘通,* 2023/02,28013.0,2023,02,-0.497254127781766,-0.0192,0,1,0,0.0,0,3.0,1,2.0,0
110112,5272,笙科,* 2023/02,31167.0,2023,02,-0.3569969672587733,-0.4698,0,1,0,0.0,0,3.0,1,2.0,0
110209,5274,信驊,* 2023/02,372654.0,2023,02,-0.02845388562132399,0.1157,0,1,0,0.0,0,1.0,1,4.0,0
110306,5276,達輝-KY,* 2023/02,58659.0,2023,02,-0.18670363951473137,0.3888,0,1,0,0.0,0,4.0,3,1.0,0
110403,5277,葳天,* 2023/02,37188.0,2023,02,-0.24120059580893305,-0.1697,0,1,0,0.0,0,3.0,1,2.0,0
110500,5278,尚凡,* 2023/02,127645.0,2023,02,0.01008941995726834,-0.0663,0,1,0,0.0,0,3.0,1,2.0,0
110594,5281,大峽谷-KY,* 2023/02,12094.0,2023,02,-0.8134534404837193,-0.5073,0,1,0,0.0,0,3.0,1,2.0,0
110691,5283,禾聯碩,* 2023/02,349762.0,2023,02,-0.34146332278957675,-0.0456,0,1,0,0.0,0,3.0,1,2.0,0
110788,5284,jpp-KY,* 2023/02,149218.0,2023,02,0.06099260523321957,0.1775,0,0,1,0.0,0,3.0,0,2.0,1
110885,5285,界霖,* 2023/02,414364.0,2023,02,-0.1372557184677463,-0.1804,0,0,1,0.0,0,2.0,0,3.0,1
110981,5287,數字,* 2023/02,143578.0,2023,02,-0.0686127598845318,0.0625,0,1,0,0.0,0,2.0,1,3.0,0
111078,5288,豐祥-KY,* 2023/02,508861.0,2023,02,-0.2892367474187637,0.0424,0,1,0,0.0,0,2.0,1,3.0,0
111175,5289,宜鼎,* 2023/02,693539.0,2023,02,-0.17704567110020492,-0.0888,0,1,0,0.0,0,3.0,1,2.0,0
111272,5291,邑昇,* 2023/02,96310.0,2023,02,-0.2594785363340689,-0.1466,0,1,0,0.0,0,2.0,1,3.0,0
111336,5292,華懋,* 2023/02,104183.0,2023,02,-0.49109018259263965,-0.0723,0,0,1,0.0,0,3.0,0,2.0,1
111433,5297,廣化,* 2023/02,5541.0,2023,02,0.14934660858742999,-0.7851,0,0,1,0.0,0,2.0,0,3.0,1
