,,,,,,,,,,,,,
,代號,名稱,年月,營業收入淨額q,累計每股盈餘est,"eps
成長","eps
衰退","eps
近五月
成長","eps
連續
成長","eps
近五月
衰退","eps
連續
衰退",TEJ  產業別,TEJ 子產業別
492,2354,鴻準,2024/04,30168,3.43,1,0,3,2,2,0,M2331 其他電子業,M23D4 機殼
493,3019,亞光,2024/04,4612.5,3.42,0,1,2,0,3,1,M2326 光電業,M23U1 光學鏡頭
494,8996,高力,2024/04,896.9,3.41,1,0,4,3,1,0,M1500 電機機械,M20A9 金屬加工
495,3687,歐買尬,2024/04,426.7,3.41,1,0,2,1,3,0,M3400 電子商務,M23X2 遊戲軟體
496,6506,雙邦,2024/04,443.9,3.41,0,1,2,0,3,2,M1400 紡織纖維,M17F 樹脂
497,2359,所羅門,2024/04,1212.9,3.4,1,0,4,1,1,0,M2331 其他電子業,M23T2 零組件代理
498,2607,榮運,2024/04,3828.5,3.39,0,1,3,0,2,1,M2600 航運業,M26C 貨運倉儲業
499,9943,好樂迪,2024/04,697.9,3.38,1,0,4,2,1,0,M2700 觀光事業,M27B 觀光遊樂區
500,4908,前鼎,2024/04,188,3.36,0,1,2,0,3,1,M2327 通信網路業,M23K6 光元件模組
501,4930,燦星網,2024/04,1502.4,3.36,1,0,3,3,2,0,M1600 電器電纜,M15C1 家電
502,2344,華邦電,2024/04,19223.8,3.36,0,1,3,0,2,2,M2324 半導體,M23G1B 記憶體製造
503,8383,千附,2024/04,967.3,3.34,0,1,3,0,2,1,M2331 其他電子業,M23H1 廠辦機電
504,2916,滿心,2024/04,546.5,3.33,1,0,3,2,2,0,M2900 貿易百貨,M29A9 其他零售
505,3081,聯亞,2024/04,668.5,3.33,0,1,3,0,2,2,M2327 通信網路業,M23G3A 化合物SEMI
506,6509,聚和,2024/04,1216.8,3.32,0,1,3,0,2,1,M1721 化學工業,M17Z 其他化學
507,5471,松翰,2024/04,555.6,3.32,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
508,3362,先進光,2024/04,848.1,3.32,1,0,3,1,2,0,M2326 光電業,M23U1 光學鏡頭
509,6505,台塑化,2024/04,194146.3,3.32,0,1,2,0,3,1,M9700 油電燃氣業,M13C 輕油製解
510,5014,建錩,2024/04,4055.1,3.31,1,0,3,1,2,0,M2000 鋼鐵工業,M20A6 不鏽鋼
511,1626,艾美特-KY,2024/04,1428.4,3.31,0,1,2,0,3,2,M1600 電器電纜,M15C1 家電
512,6174,安碁,2024/04,164.1,3.3,0,1,2,0,3,1,M2328 電子零組件,M23D6 石英元件
513,3032,偉訓,2024/04,1662.8,3.29,1,0,3,2,2,0,M2328 電子零組件,M23D4 機殼
514,6751,智聯服務,2024/04,390.8,3.29,1,0,3,2,2,0,M2330 資訊服務業,M23X1 系統整合
515,3078,僑威,2024/04,1749.3,3.28,1,0,2,1,3,0,M2328 電子零組件,M23D3 電源供應器
516,3213,茂訊,2024/04,701.3,3.27,0,1,2,0,3,1,M2325 電腦及週邊,M23A2 泛用電腦
517,6482,弘煜科,2024/04,96.1,3.27,1,0,5,6,0,0,M3200 文化創意業,M23X2 遊戲軟體
518,6217,中探針,2024/05,643.2,3.26,0,1,2,0,3,2,M2328 電子零組件,M23B3X PCB材-其他
519,2455,全新,2024/05,506.1,3.26,1,0,1,1,4,0,M2327 通信網路業,M23G3A 化合物SEMI
520,8931,大汽電,2024/05,927.6,3.25,1,0,3,3,2,0,M9700 油電燃氣業,M99D3 汽電共生
521,2482,連宇,2024/05,450.5,3.25,1,0,2,1,3,0,M2331 其他電子業,M23C3 PC週邊
522,2471,資通,2024/05,229.1,3.24,1,0,3,2,2,0,M2330 資訊服務業,M23X1 系統整合
523,1906,寶隆,2024/05,999.4,3.24,0,1,3,0,2,1,M1900 造紙工業,M19A 造紙
524,2723,美食-KY,2024/05,5141.7,3.21,0,1,2,0,3,1,M2700 觀光事業,M27A2 餐飲業
525,2497,怡利電,2024/05,1097,3.21,1,0,4,2,1,0,M2200 汽車工業,M15D 汽車組件
526,2028,威致,2024/05,3685.2,3.21,1,0,2,1,3,0,M2000 鋼鐵工業,M20A2 鋼筋
527,6266,泰詠,2024/05,924.1,3.2,0,1,4,0,1,1,M2328 電子零組件,M23B2B PCB 組裝
528,1522,堤維西,2024/05,4908.5,3.2,1,0,3,1,2,0,M2200 汽車工業,M15D 汽車組件
529,5285,界霖,2024/05,1384.5,3.19,0,1,0,0,5,5,M2324 半導體,M23G4 IC導線架
530,5011,久陽,2024/05,1246.1,3.19,1,0,3,1,2,0,M2000 鋼鐵工業,M20A1 線材
531,8182,加高,2024/05,615.7,3.18,0,1,3,0,2,1,M2328 電子零組件,M23D6 石英元件
532,6248,沛波,2024/05,1650.7,3.17,1,0,3,2,2,0,M2000 鋼鐵工業,M20A2 鋼筋
533,4543,萬在,2024/05,185.1,3.16,0,1,2,0,3,1,M1500 電機機械,M15D 汽車組件
534,5489,彩富,2024/05,454.5,3.15,1,0,2,2,3,0,M2331 其他電子業,M23C9 安全監控
535,2464,盟立,2024/05,2726.1,3.08,1,0,3,2,2,0,M2331 其他電子業,M23H1 廠辦機電
536,4535,至興,2024/05,807.3,3.07,0,1,3,0,2,1,M1500 電機機械,M15D 汽車組件
537,3051,力特,2024/05,621.9,3.03,1,0,3,1,2,0,M2326 光電業,M23C8C LCD 原料
538,3588,通嘉,2024/05,285.2,3.03,0,1,0,0,5,5,M2324 半導體,M23G5 IC設計
539,6451,訊芯-KY,2024/05,1611.4,3.02,0,1,3,0,2,1,M2324 半導體,M23G2 IC封測
540,3426,台興,2024/05,175.4,3.01,0,1,3,0,2,1,M1500 電機機械,M15Z 其他電製品
541,4433,興采,2024/05,696.4,2.97,0,1,1,0,4,3,M1400 紡織纖維,M14C2 織布
542,4973,廣穎,2024/05,1232,2.96,1,0,4,3,1,0,M2324 半導體,M23G3B 記憶體模組
543,3038,全台,2024/05,1191.4,2.96,0,1,3,0,2,1,M2326 光電業,M23C8D LCD-其他
544,1722,台肥,2024/05,3510,2.94,1,0,3,1,2,0,M1721 化學工業,M17C3 農藥肥料
545,1336,台翰,2024/05,757.4,2.93,1,0,4,3,1,0,M2328 電子零組件,M23D9A 沖壓零組件
546,6741,91APP*-KY,2024/05,387.9,2.91,1,0,1,1,0,0,M3400 電子商務,M23K4 電商及XaaS
547,8240,華宏,2024/05,1996,2.91,0,1,2,0,3,2,M2326 光電業,M23C8C LCD 原料
548,6170,統振,2024/05,489,2.9,0,1,2,0,3,1,M2327 通信網路業,M23T2 零組件代理
549,5443,均豪,2024/06,1219.3,2.9,0,1,2,0,3,1,M2326 光電業,M23H2 電機設備
550,4305,世坤,2024/06,202.5,2.89,1,0,3,1,2,0,M1300 塑膠工業,M13A8 塑膠加工
551,2316,楠梓電,2024/06,1097.2,2.89,0,1,1,0,4,1,M2328 電子零組件,M23B2D 硬板及其他
552,8064,東捷,2024/06,1354.5,2.89,1,0,3,1,2,0,M2326 光電業,M23H2 電機設備
553,3622,洋華,2024/06,315,2.88,1,0,3,1,2,0,M2326 光電業,M23C8E 觸控面板
554,6229,研通,2024/06,366.4,2.88,0,1,1,0,4,2,M2324 半導體,M23G5 IC設計
555,6215,和椿,2024/06,308.5,2.88,1,0,3,1,2,0,M2331 其他電子業,M23H2 電機設備
556,8048,德勝,2024/06,364.1,2.87,1,0,3,2,2,0,M2327 通信網路業,M23E2 網路卡
557,6190,萬泰科,2024/06,1651.9,2.86,0,1,2,0,3,1,M2327 通信網路業,M23D2 連接器
558,4904,遠傳,2024/06,24368.8,2.85,0,1,3,0,2,1,M2327 通信網路業,M23K3 電信及IDC
559,1615,大山,2024/06,1341.4,2.82,1,0,1,1,4,0,M1600 電器電纜,M16 電線
560,3701,大眾控,2024/06,3617.5,2.82,1,0,4,3,1,0,M2325 電腦及週邊,M23A1 EMS
561,1451,年興,2024/06,1841.5,2.82,0,1,3,0,2,1,M1400 紡織纖維,M14C1 成衣製造
562,2423,固緯,2024/06,757.6,2.82,1,0,4,3,1,0,M2331 其他電子業,M23H2 電機設備
563,1308,亞聚,2024/06,2503.9,2.82,0,1,2,0,3,1,M1300 塑膠工業,M13A1 泛用塑膠
564,3310,佳穎,2024/06,397.1,2.82,1,0,3,3,2,0,M2328 電子零組件,M23D9A 沖壓零組件
565,4550,長佳,2024/06,380.1,2.81,1,0,4,3,1,0,M1500 電機機械,M15B2 機電工程
566,6275,元山,2024/06,780.3,2.81,1,0,2,1,3,0,M2328 電子零組件,M23D9B 散熱零組件
567,2103,台橡,2024/06,7483.8,2.8,0,1,2,0,3,3,M2100 橡膠工業,M21C 橡膠原料
568,3432,台端,2024/06,3.3,2.79,1,0,5,5,0,0,M2328 電子零組件,M23D2 連接器
569,1104,環泥,2024/06,1991.9,2.78,1,0,3,1,2,0,M1100 水泥工業,M11A 水泥製造
570,1582,信錦,2024/06,1783.6,2.78,0,1,0,0,5,8,M2328 電子零組件,M23D9A 沖壓零組件
571,1517,利奇,2024/06,946.4,2.78,0,1,2,0,3,2,M1500 電機機械,M15E 自行車組件
572,2034,允強,2024/06,3356.6,2.77,0,1,1,0,4,2,M2000 鋼鐵工業,M20A7 鋼管
573,5878,台名,2024/06,206.7,2.77,1,0,3,1,2,0,M2800 金融業,M28N 保險經紀
574,3707,漢磊,2024/06,2098.1,2.77,0,1,3,0,2,1,M2324 半導體,M23G1A 晶圓代工
575,3312,弘憶股,2024/06,4532.6,2.75,0,1,2,0,3,2,M2329 電子通路業,M23T2 零組件代理
576,9926,新海,2024/06,539.6,2.75,1,0,3,1,2,0,M9700 油電燃氣業,M99D2 天然氣
577,6697,東捷資訊,2024/06,306.5,2.74,1,0,4,2,1,0,M2330 資訊服務業,M23X1 系統整合
578,3438,類比科,2024/06,168.3,2.73,0,1,1,0,4,3,M2324 半導體,M23G5 IC設計
579,3004,豐達科,2024/07,682.6,2.71,1,0,5,6,0,0,M2000 鋼鐵工業,M22B3 航空器製造
580,3564,其陽,2024/07,686.8,2.7,1,0,3,3,2,0,M2327 通信網路業,M23B5B 工業電腦
581,2328,廣宇,2024/07,7604.4,2.7,1,0,2,2,3,0,M2328 電子零組件,M23D2 連接器
582,3712,永崴投控,2024/07,3897.5,2.68,1,0,3,1,2,0,M2325 電腦及週邊,M23C2 影像掃描
583,3498,陽程,2024/07,807.7,2.68,1,0,2,2,3,0,M2331 其他電子業,M23H2 電機設備
584,4432,銘旺實,2024/07,326.9,2.67,0,1,2,0,3,1,M1400 紡織纖維,M14C1 成衣製造
585,1591,駿吉-KY,2024/07,118.9,2.64,0,1,2,0,3,2,M1500 電機機械,M15A1 工具機
586,4576,大銀微系統,2024/07,715,2.64,0,1,2,0,3,2,M1500 電機機械,M15A2 模具零件
587,2608,嘉里大榮,2024/07,3161.5,2.62,0,1,0,0,5,5,M2600 航運業,M26C 貨運倉儲業
588,6542,隆中,2024/07,195.4,2.62,1,0,3,3,2,0,M3200 文化創意業,M23X2 遊戲軟體
589,8171,天宇,2024/07,452.7,2.61,1,0,4,4,1,0,M2327 通信網路業,M23D7 二次電池
590,4979,華星光,2024/07,477.1,2.61,1,0,5,5,0,0,M2327 通信網路業,M23K6 光元件模組
591,2025,千興,2024/07,204,2.61,1,0,1,1,4,0,M2000 鋼鐵工業,M20A6 不鏽鋼
592,8021,尖點,2024/07,827.4,2.61,0,1,0,0,5,6,M2331 其他電子業,M23B3X PCB材-其他
593,1326,台化,2024/07,85967.8,2.6,0,1,1,0,4,1,M1300 塑膠工業,M13A1 泛用塑膠
594,8024,佑華,2024/07,96.4,2.59,0,1,3,0,2,1,M2324 半導體,M23G5 IC設計
595,4754,國碳科,2024/07,137.9,2.59,1,0,3,3,2,0,M1721 化學工業,M17Z 其他化學
596,3046,建碁,2024/07,775.8,2.58,1,0,4,4,1,0,M2325 電腦及週邊,M23B1 主機板
597,3095,及成,2024/07,98.3,2.56,1,0,3,1,2,0,M2327 通信網路業,M23D4 機殼
598,3016,嘉晶,2024/07,1349.3,2.56,0,1,3,0,2,1,M2324 半導體,M23G3C 晶圓材料
599,7402,邑錡,2024/07,126.5,2.56,0,1,2,0,3,1,M2326 光電業,M23UZ 消費性電子
600,5704,老爺知,2024/07,124.8,2.54,0,1,3,0,2,1,M2700 觀光事業,M27A1 飯店業
601,4545,銘鈺,2024/07,570.2,2.54,1,0,4,2,1,0,M2328 電子零組件,M23D9A 沖壓零組件
602,9962,有益,2024/07,1001.8,2.53,1,0,3,2,2,0,M2000 鋼鐵工業,M20A6 不鏽鋼
603,1785,光洋科,2024/07,5115.9,2.53,0,1,3,0,2,2,M2331 其他電子業,M99L1 貴金屬回收
604,1603,華電,2024/07,1010.2,2.53,1,0,4,3,1,0,M1600 電器電纜,M16 電線
605,1709,和益,2024/07,2487.4,2.52,0,1,3,0,2,1,M1721 化學工業,M17E1 清潔劑原料
606,8917,欣泰,2024/07,616.7,2.52,1,0,3,1,2,0,M9700 油電燃氣業,M99D2 天然氣
607,6156,松上,2024/07,1038.4,2.51,1,0,3,1,2,0,M2328 電子零組件,M23B2D 硬板及其他
608,3646,艾恩特,2024/07,198.2,2.51,0,1,1,0,4,2,M2328 電子零組件,M23D2 連接器
609,5315,光聯,2024/07,503.7,2.51,1,0,4,3,1,0,M2326 光電業,M23C8D LCD-其他
610,2107,厚生,2024/08,442.9,2.5,0,1,3,0,2,1,M2100 橡膠工業,M21B2 其他橡膠
611,6457,紘康,2024/08,152.2,2.49,0,1,0,0,5,5,M2324 半導體,M23G5 IC設計
612,3260,威剛,2024/08,7692.9,2.49,0,1,2,0,3,2,M2324 半導體,M23G3B 記憶體模組
613,6426,統新,2024/08,122.2,2.49,0,1,2,0,3,3,M2327 通信網路業,M23K6 光元件模組
614,2450,神腦,2024/08,8492.5,2.48,1,0,3,2,2,0,M2327 通信網路業,M23T1 3C通路
615,6270,倍微,2024/08,1063.6,2.47,0,1,2,0,3,1,M2329 電子通路業,M23T2 零組件代理
616,5603,陸海,2024/08,437.8,2.46,1,0,3,1,2,0,M2600 航運業,M26C 貨運倉儲業
617,1536,和大,2024/08,1806,2.44,0,1,2,0,3,2,M2200 汽車工業,M15D 汽車組件
618,8043,蜜望實,2024/08,1451.7,2.43,0,1,2,0,3,2,M2328 電子零組件,M23T2 零組件代理
619,9937,全國,2024/08,6119.5,2.42,0,1,2,0,3,1,M9700 油電燃氣業,M99D1 加油站
620,6113,亞矽,2024/08,392.4,2.4,1,0,3,1,2,0,M2329 電子通路業,M23T2 零組件代理
621,6155,鈞寶,2024/08,179.8,2.38,0,1,3,0,2,1,M2328 電子零組件,M23D5 被動元件
622,6207,雷科,2024/08,340.6,2.37,0,1,3,0,2,1,M2328 電子零組件,M23D9D 其他零組件
623,2108,南帝,2024/08,2222.1,2.36,1,0,1,1,4,0,M2100 橡膠工業,M21C 橡膠原料
624,2453,凌群,2024/08,1963.1,2.35,1,0,4,3,1,0,M2330 資訊服務業,M23X1 系統整合
625,2329,華泰,2024/08,3607.9,2.32,0,1,2,0,3,2,M2324 半導體,M23G2 IC封測
626,3567,逸昌,2024/08,72.3,2.32,0,1,0,0,5,5,M2324 半導體,M23G2 IC封測
627,2013,中鋼構,2024/08,5327.9,2.31,0,1,2,0,3,1,M2000 鋼鐵工業,M20A2 鋼筋
628,1717,長興,2024/08,11771,2.3,0,1,2,0,3,1,M1721 化學工業,M17F 樹脂
629,1524,耿鼎,2024/08,639.1,2.29,1,0,3,1,2,0,M2200 汽車工業,M15D 汽車組件
630,1338,廣華-KY,2024/08,1669,2.29,0,1,2,0,3,1,M2200 汽車工業,M15D 汽車組件
631,3071,協禧,2024/08,683.3,2.29,0,1,2,0,3,1,M2325 電腦及週邊,M23D9B 散熱零組件
632,1514,亞力,2024/08,2454.1,2.29,1,0,3,2,2,0,M1500 電機機械,M15B1 電機
633,6216,居易,2024/08,165.2,2.28,0,1,2,0,3,3,M2327 通信網路業,M23E1 數據機
634,4767,誠泰科技,2024/08,356.8,2.28,0,1,1,0,4,3,M1721 化學工業,M17F 樹脂
635,4555,氣立,2024/08,376.5,2.28,0,1,1,0,4,2,M1500 電機機械,M15A2 模具零件
636,4563,百德,2024/08,651.5,2.28,1,0,4,3,1,0,M1500 電機機械,M15A1 工具機
637,3268,海德威,2024/08,243.8,2.27,1,0,2,1,3,0,M2324 半導體,M23G5 IC設計
638,6111,大宇資,2024/08,631.7,2.26,0,1,2,0,3,2,M3200 文化創意業,M23X2 遊戲軟體
639,2748,雲品,2024/08,683.6,2.25,1,0,4,2,1,0,M2700 觀光事業,M27A1 飯店業
640,1570,力肯,2024/08,169.6,2.24,1,0,3,1,2,0,M1500 電機機械,M15A1 工具機
641,3338,泰碩,2024/09,919.3,2.23,0,1,3,0,2,1,M2328 電子零組件,M23D9B 散熱零組件
642,3086,華義,2024/09,32.4,2.22,1,0,3,2,2,0,M3200 文化創意業,M23X2 遊戲軟體
643,5465,富驊,2024/09,1165.1,2.22,1,0,3,1,2,0,M2325 電腦及週邊,M23D4 機殼
644,6122,擎邦,2024/09,855.1,2.22,1,0,4,3,1,0,M1500 電機機械,M25B 營造
645,5309,系統電,2024/09,914.3,2.22,1,0,5,5,0,0,M2328 電子零組件,M23D3 電源供應器
646,3434,哲固,2024/09,136.7,2.22,1,0,4,2,1,0,M2326 光電業,M23C1 顯示器
647,1434,福懋,2024/09,7771.2,2.21,1,0,3,2,2,0,M1400 紡織纖維,M14C2 織布
648,8930,青鋼,2024/09,353.4,2.21,1,0,3,1,2,0,M2000 鋼鐵工業,M20B 金屬製品
649,3236,千如,2024/09,743.1,2.2,1,0,2,2,3,0,M2328 電子零組件,M23D5 被動元件
650,3628,盈正,2024/09,1143.3,2.2,1,0,3,2,2,0,M2331 其他電子業,M23D3 電源供應器
651,2413,環科,2024/09,1392.1,2.18,1,0,4,3,1,0,M2328 電子零組件,M23D3 電源供應器
652,1904,正隆,2024/09,10531.9,2.17,0,1,1,0,4,3,M1900 造紙工業,M19A 造紙
653,2115,六暉-KY,2024/09,680.2,2.15,0,1,1,0,4,2,M2200 汽車工業,M15D 汽車組件
654,1519,華城,2024/09,2665.5,2.15,1,0,4,3,1,0,M1500 電機機械,M15B1 電機
655,8908,欣雄,2024/09,1836.4,2.12,1,0,3,2,2,0,M9700 油電燃氣業,M99D2 天然氣
656,3021,鴻名,2024/09,904.8,2.12,0,1,3,0,2,1,M2328 電子零組件,M23D2 連接器
657,3303,岱稜,2024/09,567.8,2.11,0,1,3,0,2,1,M2331 其他電子業,M13A8 塑膠加工
658,2634,漢翔,2024/09,8958.2,2.07,0,1,3,0,2,1,M2600 航運業,M22B3 航空器製造
659,5902,德記,2024/09,507.9,2.05,0,1,2,0,3,1,M2900 貿易百貨,M29B 貿易業
660,2353,宏碁,2024/09,59848.6,2.04,0,1,1,0,4,4,M2325 電腦及週邊,M23A3 PC品牌
661,2012,春雨,2024/09,2569.8,2.03,0,1,1,0,4,1,M2000 鋼鐵工業,M20A1 線材
662,6234,高僑,2024/09,250.8,2.03,1,0,3,2,2,0,M2326 光電業,M23H2 電機設備
663,6125,廣運,2024/09,1348.1,2.01,0,1,4,0,1,1,M2326 光電業,M23H2 電機設備
664,1402,遠東新,2024/09,64083.3,2.01,0,1,2,0,3,1,M1400 紡織纖維,M14A1 聚酯絲棉
665,3450,聯鈞,2024/09,1518.4,2.01,0,1,1,0,4,2,M2324 半導體,M23K6 光元件模組
666,2324,仁寶,2024/09,248707,1.99,0,1,1,0,4,1,M2325 電腦及週邊,M23A1 EMS
667,1473,台南,2024/09,1633.1,1.99,0,1,2,0,3,1,M1400 紡織纖維,M14C1 成衣製造
668,1604,聲寶,2024/09,1965.5,1.99,1,0,3,1,2,0,M1600 電器電纜,M15C1 家電
669,6243,迅杰,2024/09,170.7,1.98,1,0,2,1,3,0,M2324 半導體,M23G5 IC設計
670,3272,東碩,2024/09,1885.7,1.96,0,1,2,0,3,1,M2325 電腦及週邊,M23C3 PC週邊
671,3380,明泰,2024/10,9241.3,1.96,0,1,4,0,1,1,M2327 通信網路業,M23E2 網路卡
672,2642,宅配通,2024/10,1119.8,1.95,0,1,1,0,4,1,M2600 航運業,M26C 貨運倉儲業
673,6126,信音,2024/10,873.6,1.95,0,1,2,0,3,1,M2328 電子零組件,M23D2 連接器
674,1409,新纖,2024/10,9219.6,1.9,0,1,0,0,5,5,M1400 紡織纖維,M14A1 聚酯絲棉
675,2903,遠百,2024/10,11466.3,1.89,1,0,3,2,2,0,M2900 貿易百貨,M29A1 百貨購物中
676,3128,昇銳,2024/10,285.5,1.88,1,0,4,3,1,0,M2326 光電業,M23C9 安全監控
677,3490,單井,2024/10,131.8,1.88,1,0,3,1,2,0,M2326 光電業,M23H2 電機設備
678,6168,宏齊,2024/10,511.7,1.87,1,0,2,1,3,0,M2326 光電業,M23C6C 封裝及應用
679,6560,欣普羅,2024/10,62.6,1.87,1,0,2,2,3,0,M2326 光電業,M23C9 安全監控
680,5353,台林,2024/10,512.4,1.87,0,1,2,0,3,1,M2327 通信網路業,M23E1 數據機
681,9931,欣高,2024/10,303,1.87,1,0,3,1,2,0,M9700 油電燃氣業,M99D2 天然氣
682,2362,藍天,2024/10,5220.8,1.86,0,1,1,0,4,2,M2325 電腦及週邊,M23A2 泛用電腦
683,8099,大世科,2024/10,1194,1.83,1,0,3,2,2,0,M2330 資訊服務業,M23X1 系統整合
684,6151,晉倫,2024/10,409,1.83,1,0,3,1,2,0,M2331 其他電子業,M13A8 塑膠加工
685,1323,永裕,2024/10,900.5,1.82,0,1,0,0,5,5,M1300 塑膠工業,M13A8 塑膠加工
686,2461,光群雷,2024/10,1546.3,1.81,0,1,3,0,2,1,M2331 其他電子業,M13A8 塑膠加工
687,2356,英業達,2024/10,134754.2,1.79,1,0,4,3,1,0,M2325 電腦及週邊,M23A1 EMS
688,2616,山隆,2024/10,4399.6,1.79,0,1,1,0,4,4,M9700 油電燃氣業,M99D1 加油站
689,4989,榮科,2024/10,964,1.79,1,0,2,1,3,0,M2328 電子零組件,M23B3X PCB材-其他
690,6235,華孚,2024/10,1216,1.78,1,0,3,2,2,0,M2325 電腦及週邊,M23D4 機殼
691,1532,勤美,2024/10,3453.8,1.78,1,0,1,1,4,0,M1500 電機機械,M15A2 模具零件
692,3013,晟銘電,2024/10,2324.8,1.78,1,0,3,3,2,0,M2325 電腦及週邊,M23D4 機殼
693,6282,康舒,2024/10,5814,1.77,0,1,3,0,2,1,M2328 電子零組件,M23D3 電源供應器
694,1725,元禎,2024/10,2031.4,1.77,1,0,2,1,3,0,M1721 化學工業,M17Z 其他化學
695,2331,精英,2024/10,5566.6,1.76,0,1,2,0,3,2,M2325 電腦及週邊,M23B1 主機板
696,2483,百容,2024/10,487.2,1.75,0,1,3,0,2,2,M2328 電子零組件,M23D9A 沖壓零組件
697,6432,今展科,2024/10,235.4,1.75,1,0,1,1,4,0,M2328 電子零組件,M23D5 被動元件
698,3390,旭軟,2024/10,178.6,1.74,0,1,1,0,4,2,M2328 電子零組件,M23B2C 軟板
699,4741,泓瀚,2024/10,186.8,1.74,1,0,3,2,2,0,M1721 化學工業,M17B 染料及顏料
700,6477,安集,2024/10,842.6,1.72,1,0,3,1,2,0,M2326 光電業,M23C7E 太陽能系統
701,3594,磐儀,2024/10,587.5,1.71,1,0,4,3,1,0,M2325 電腦及週邊,M23B5B 工業電腦
702,3092,鴻碩,2024/11,555.5,1.71,1,0,3,1,2,0,M2328 電子零組件,M23D2 連接器
703,1907,永豐餘,2024/11,19599.7,1.7,1,0,3,2,2,0,M1900 造紙工業,M19A 造紙
704,6582,申豐,2024/11,281.1,1.7,1,0,2,2,3,0,M2100 橡膠工業,M21C 橡膠原料
705,2064,晉椿,2024/11,442.7,1.69,1,0,2,1,3,0,M2000 鋼鐵工業,M20A1 線材
706,1504,東元,2024/11,14946.1,1.68,0,1,2,0,3,2,M1500 電機機械,M15B1 電機
707,3059,華晶科,2024/11,3289.5,1.67,0,1,3,0,2,1,M2326 光電業,M23UZ 消費性電子
708,4702,中美實,2024/11,173.4,1.64,1,0,3,1,2,0,M1721 化學工業,M17B 染料及顏料
709,6140,訊達,2024/11,588,1.64,1,0,3,2,2,0,M2330 資訊服務業,M23X1 系統整合
710,1568,倉佑,2024/11,389.6,1.64,1,0,5,6,0,0,M2200 汽車工業,M15D 汽車組件
711,9908,大台北,2024/11,886.2,1.64,1,0,3,1,2,0,M9700 油電燃氣業,M99D2 天然氣
712,4306,炎洲,2024/11,3108.4,1.63,0,1,1,0,4,2,M1300 塑膠工業,M13A9 膠帶
713,3171,新洲,2024/11,397.9,1.63,1,0,1,1,4,0,M2900 貿易百貨,M13A9 膠帶
714,1540,喬福,2024/11,120.7,1.62,1,0,5,5,0,0,M1500 電機機械,M15A1 工具機
715,3492,長盛,2024/11,179.3,1.62,1,0,2,1,3,0,M2328 電子零組件,M23D2 連接器
716,5211,蒙恬,2024/11,37.6,1.61,0,1,1,0,4,1,M2330 資訊服務業,M23X9 應用軟體
717,2419,仲琦,2024/11,3675.4,1.61,0,1,3,0,2,1,M2327 通信網路業,M23E1 數據機
718,1521,大億,2024/11,1171.3,1.6,1,0,3,2,2,0,M2200 汽車工業,M15D 汽車組件
719,5016,松和,2024/11,557,1.6,1,0,1,1,4,0,M2000 鋼鐵工業,M20A1 線材
720,8462,柏文,2024/11,947,1.59,0,1,3,0,2,1,M2700 觀光事業,M99ZX 其他服務業
721,8105,凌巨,2024/11,2647.9,1.59,1,0,4,3,1,0,M2326 光電業,M23C8D LCD-其他
722,4413,飛寶企業,2024/11,107.6,1.59,0,1,4,0,1,1,M1400 紡織纖維,M14C2 織布
723,2105,正新,2024/11,23052,1.58,0,1,1,0,4,1,M2100 橡膠工業,M21A 輪胎
724,3311,閎暉,2024/11,476.4,1.58,0,1,3,0,2,1,M2327 通信網路業,M23D9A 沖壓零組件
725,3673,TPK-KY,2024/11,21802.5,1.57,0,1,1,0,4,4,M2326 光電業,M23C8E 觸控面板
726,8040,九暘,2024/11,346.7,1.57,0,1,1,0,4,1,M2324 半導體,M23G5 IC設計
727,3322,建舜電,2024/11,615.2,1.56,1,0,4,3,1,0,M2328 電子零組件,M23D2 連接器
728,3504,揚明光,2024/11,883.9,1.56,1,0,4,3,1,0,M2326 光電業,M23CZ1 投影裝置
729,2722,夏都,2024/11,191.9,1.53,0,1,2,0,3,1,M2700 觀光事業,M27A1 飯店業
730,3257,虹冠電,2024/11,85.4,1.5,0,1,0,0,5,5,M2324 半導體,M23G5 IC設計
731,3694,海華,2024/11,2336.4,1.5,0,1,2,0,3,1,M2327 通信網路業,M23K2 衛星微波
732,8042,金山電,2024/12,878,1.48,0,1,2,0,3,1,M2328 電子零組件,M23D5 被動元件
733,2338,光罩,2024/12,1971,1.47,0,1,2,0,3,3,M2324 半導體,M23G6 其他半導體
734,3047,訊舟,2024/12,1445.6,1.45,0,1,3,0,2,1,M2327 通信網路業,M23E1 數據機
735,2618,長榮航,2024/12,39441.7,1.45,0,1,2,0,3,2,M2600 航運業,M26D 空運業
736,6259,百徽,2024/12,118.3,1.44,0,1,3,0,2,1,M2328 電子零組件,M23T2 零組件代理
737,8923,時報,2024/12,132.2,1.44,1,0,3,2,2,0,M3200 文化創意業,M99F 平媒電子報
738,1713,國化,2024/12,101.8,1.43,0,1,1,0,4,4,M1721 化學工業,M17B 染料及顏料
739,2929,淘帝-KY,2024/12,829.1,1.42,1,0,3,1,2,0,M2900 貿易百貨,M29A1 百貨購物中
740,5426,振發,2024/12,534.7,1.42,0,1,2,0,3,1,M2325 電腦及週邊,M23D4 機殼
741,8111,立碁,2024/12,210.3,1.42,1,0,4,3,1,0,M2326 光電業,M23C6C 封裝及應用
742,4968,立積,2024/12,793.6,1.4,0,1,2,0,3,1,M2324 半導體,M23G5 IC設計
