,歆凱分組,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry_name,minor_industry_name
1145,,4706.0,大恭,M1721,,17B,,M1721 化學工業,M17B 染料及顏料
1146,,4707.0,磐亞,M1721,,17E,,M1721 化學工業,M17E1 清潔劑原料
1147,,4711.0,永純,M1721,,17F,,M1721 化學工業,M17F 樹脂
1148,,4712.0,南璋,M1200,,99Z,,M1200 食品工業,M99ZA3 漁業
1149,,4714.0,永捷,M1721,,17F,,M1721 化學工業,M17F 樹脂
1150,,4716.0,大立,M1721,,17F,,M1721 化學工業,M17F 樹脂
1151,,4720.0,德淵,M1721,,17F,,M1721 化學工業,M17F 樹脂
1152,,4721.0,美琪瑪,M1721,,17Z,,M1721 化學工業,M17Z 其他化學
1153,,4722.0,國精化,M1721,,17F,,M1721 化學工業,M17F 樹脂
1154,,4726.0,永昕,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1155,,4728.0,雙美,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1156,,4729.0,熒茂,M2326,,23C,,M2326 光電業,M23C8E 觸控面板
1157,,4735.0,豪展,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1158,,4736.0,泰博,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1159,,4737.0,華廣,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1160,,4739.0,康普,M1721,,17Z,,M1721 化學工業,M17Z 其他化學
1161,,4741.0,泓瀚,M1721,,17B,,M1721 化學工業,M17B 染料及顏料
1162,,4743.0,合一,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1163,,4744.0,皇將,M1722,,15H,,M1722 生技醫療,M15H 儀器設備
1164,,4745.0,合富-KY,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1165,,4746.0,台耀,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1166,,4747.0,強生,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1167,,4754.0,國碳科,M1721,,17Z,,M1721 化學工業,M17Z 其他化學
1168,,4755.0,三福化,M1721,,17Z,,M1721 化學工業,M17Z 其他化學
1169,,4760.0,勤凱,M2331,,23D,,M2331 其他電子業,M23D5 被動元件
1170,,4763.0,材料-KY,M1721,,17Z,,M1721 化學工業,M17Z 其他化學
1171,,4764.0,雙鍵,M1721,,17Z,,M1721 化學工業,M17Z 其他化學
1172,,4766.0,南寶,M1721,,17F,,M1721 化學工業,M17F 樹脂
1173,,4767.0,誠泰科技,M1721,,17F,,M1721 化學工業,M17F 樹脂
1174,,4803.0,VHQ-KY,M3200,,99H,,M3200 文化創意業,M99H 電視廣播
1175,,4804.0,大略-KY,M2700,,27A,,M2700 觀光事業,M27A2 餐飲業
1176,,4806.0,昇華,M3200,,99H,,M3200 文化創意業,M99H 電視廣播
1177,,4807.0,日成-KY,M2900,,99Z,,M2900 貿易百貨,M99ZC 其他製造業
1178,,4903.0,聯光通,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1179,,4904.0,遠傳,M2327,,23K,,M2327 通信網路業,M23K3 電信及IDC
1180,,4905.0,台聯電,M2327,,23K,,M2327 通信網路業,M23KX 其他網通
1181,,4906.0,正文,M2327,,23E,,M2327 通信網路業,M23E2 網路卡
1182,,4907.0,富宇,M2500,,25A,,M2500 建材營造,M25A 建設
1183,,4908.0,前鼎,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1184,,4909.0,新復興,M2327,,23B,,M2327 通信網路業,M23B2D 硬板及其他
1185,,4911.0,德英,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1186,,4912.0,聯德控股-KY,M2328,,23D,,M2328 電子零組件,M23D9A 沖壓零組件
1187,,4915.0,致伸,M2328,,23C,,M2328 電子零組件,M23C3 PC週邊
1188,,4916.0,事欣科,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1189,,4919.0,新唐,M2324,,23G,,M2324 半導體,M23G5 IC設計
1190,,4924.0,欣厚-KY,M2325,,23C,,M2325 電腦及週邊,M23C3 PC週邊
1191,,4927.0,泰鼎-KY,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1192,,4930.0,燦星網,M1600,,15C,,M1600 電器電纜,M15C1 家電
1193,,4931.0,新盛力,M2325,,23D,,M2325 電腦及週邊,M23D7 二次電池
1194,,4933.0,友輝,M2326,,23C,,M2326 光電業,M23C8C LCD 原料
1195,,4934.0,太極,M2326,,23C,,M2326 光電業,M23C7C 太陽能電池
1196,,4935.0,茂林-KY,M2326,,23C,,M2326 光電業,M23C8C LCD 原料
1197,,4938.0,和碩,M2325,,23A,,M2325 電腦及週邊,M23A1 EMS
1198,,4939.0,亞電,M2328,,23B,,M2328 電子零組件,M23B3C FCCL
1199,,4942.0,嘉彰,M2326,,23D,,M2326 光電業,M23D9A 沖壓零組件
1200,,4943.0,康控-KY,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1201,,4944.0,兆遠,M2326,,23C,,M2326 光電業,M23C6A 藍寶石基板
1202,,4945.0,陞達科技,M2324,,23G,,M2324 半導體,M23G5 IC設計
1203,,4946.0,辣椒,M3200,,23X,,M3200 文化創意業,M23X2 遊戲軟體
1204,,4950.0,牧東,M9900,,99B,,M9900 其他,M99B 五金及家具
1205,,4952.0,凌通,M2324,,23G,,M2324 半導體,M23G5 IC設計
1206,,4953.0,緯軟,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1207,,4956.0,光鋐,M2326,,23C,,M2326 光電業,M23C6B 磊晶及晶粒
1208,,4958.0,臻鼎-KY,M2328,,23B,,M2328 電子零組件,M23B2C 軟板
1209,,4960.0,誠美材,M2326,,23C,,M2326 光電業,M23C8C LCD 原料
1210,,4961.0,天鈺,M2324,,23G,,M2324 半導體,M23G5 IC設計
1211,,4966.0,譜瑞-KY,M2324,,23G,,M2324 半導體,M23G5 IC設計
1212,,4967.0,十銓,M2324,,23G,,M2324 半導體,M23G3B 記憶體模組
1213,,4968.0,立積,M2324,,23G,,M2324 半導體,M23G5 IC設計
1214,,4971.0,IET-KY,M2324,,23G,,M2324 半導體,M23G3A 化合物SEMI
1215,,4972.0,湯石照明,M2326,,23C,,M2326 光電業,M23C6C 封裝及應用
1216,,4973.0,廣穎,M2324,,23G,,M2324 半導體,M23G3B 記憶體模組
1217,,4974.0,亞泰,M2328,,23C,,M2328 電子零組件,M23C2 影像掃描
1218,,4976.0,佳凌,M2326,,23U,,M2326 光電業,M23U1 光學鏡頭
1219,,4977.0,眾達-KY,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1220,,4979.0,華星光,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1221,,4987.0,科誠,M2325,,23B,,M2325 電腦及週邊,M23B5A POS
1222,,4989.0,榮科,M2328,,23B,,M2328 電子零組件,M23B3X PCB材-其他
1223,,4991.0,環宇-KY,M2324,,23G,,M2324 半導體,M23G3A 化合物SEMI
1224,,4994.0,傳奇,M2330,,23X,,M2330 資訊服務業,M23X2 遊戲軟體
1225,,4995.0,晶達,M2326,,23C,,M2326 光電業,M23C1 顯示器
1226,,4999.0,鑫禾,M2328,,23D,,M2328 電子零組件,M23D9A 沖壓零組件
1227,,5007.0,三星,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1228,,5009.0,榮剛,M2000,,20A,,M2000 鋼鐵工業,M20A6 不鏽鋼
1229,,5011.0,久陽,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1230,,5013.0,強新,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1231,,5014.0,建錩,M2000,,20A,,M2000 鋼鐵工業,M20A6 不鏽鋼
1232,,5015.0,華祺,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1233,,5016.0,松和,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1234,,5102.0,富強,M2100,,21A,,M2100 橡膠工業,M21A 輪胎
1235,,5201.0,凱衛,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1236,,5202.0,力新,M2330,,23X,,M2330 資訊服務業,M23X9 應用軟體
1237,,5203.0,訊連,M2330,,23X,,M2330 資訊服務業,M23X9 應用軟體
1238,,5205.0,中茂,M2331,,15B,,M2331 其他電子業,M15B2 機電工程
1239,,5206.0,坤悅,M2500,,25A,,M2500 建材營造,M25A 建設
1240,,5209.0,新鼎,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1241,,5210.0,寶碩,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1242,,5211.0,蒙恬,M2330,,23X,,M2330 資訊服務業,M23X9 應用軟體
1243,,5212.0,凌網,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1244,,5213.0,亞昕,M2500,,25A,,M2500 建材營造,M25A 建設
1245,,5215.0,科嘉-KY,M2325,,23D,,M2325 電腦及週邊,M23D9D 其他零組件
1246,,5220.0,萬達光電,M2326,,23C,,M2326 光電業,M23C8E 觸控面板
1247,,5223.0,安力-KY,M2325,,23D,,M2325 電腦及週邊,M23D9A 沖壓零組件
1248,,5225.0,東科-KY,M2331,,23U,,M2331 其他電子業,M23U2 聲學產品
1249,,5227.0,立凱-KY,M2328,,23D,,M2328 電子零組件,M23D7 二次電池
1250,,5230.0,雷笛克光學,M2326,,23C,,M2326 光電業,M23C6C 封裝及應用
1251,,5234.0,達興材料,M2326,,23C,,M2326 光電業,M23C8C LCD 原料
1252,,5236.0,凌陽創新,M2324,,23G,,M2324 半導體,M23G5 IC設計
1253,,5243.0,乙盛-KY,M2326,,23D,,M2326 光電業,M23D9A 沖壓零組件
1254,,5245.0,智晶,M2326,,23C,,M2326 光電業,M23C8A LCD 面板
1255,,5251.0,天鉞電,M2326,,23C,,M2326 光電業,M23C9 安全監控
1256,,5258.0,虹堡,M2325,,23B,,M2325 電腦及週邊,M23B5A POS
1257,,5263.0,智崴,M3200,,23Z,,M3200 文化創意業,M23Z 其他電子
1258,,5269.0,祥碩,M2324,,23G,,M2324 半導體,M23G5 IC設計
1259,,5272.0,笙科,M2324,,23G,,M2324 半導體,M23G5 IC設計
1260,,5274.0,信驊,M2324,,23G,,M2324 半導體,M23G5 IC設計
1261,,5276.0,達輝-KY,M9900,,15D,,M9900 其他,M15D 汽車組件
1262,,5278.0,尚凡,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1263,,5281.0,大峽谷-KY,M2326,,23C,,M2326 光電業,M23C6C 封裝及應用
1264,,5283.0,禾聯碩,M1600,,15C,,M1600 電器電纜,M15C1 家電
1265,,5284.0,jpp-KY,M9900,,23D,,M9900 其他,M23D9A 沖壓零組件
1266,,5285.0,界霖,M2324,,23G,,M2324 半導體,M23G4 IC導線架
1267,,5287.0,數字,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1268,,5288.0,豐祥-KY,M1500,,15D,,M1500 電機機械,M15D 汽車組件
1269,,5289.0,宜鼎,M2325,,23G,,M2325 電腦及週邊,M23G3B 記憶體模組
1270,,5291.0,邑昇,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1271,,5299.0,杰力,M2324,,23G,,M2324 半導體,M23G5 IC設計
1272,,5301.0,寶得利,M2700,,29B,,M2700 觀光事業,M29B 貿易業
1273,,5302.0,太欣,M2324,,23G,,M2324 半導體,M23G5 IC設計
1274,,5306.0,桂盟,M9900,,15E,,M9900 其他,M15E 自行車組件
1275,,5309.0,系統電,M2328,,23D,,M2328 電子零組件,M23D3 電源供應器
1276,,5310.0,天剛,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1277,,5312.0,寶島科,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1278,,5314.0,世紀,M2324,,23G,,M2324 半導體,M23G5 IC設計
1279,,5315.0,光聯,M2326,,23C,,M2326 光電業,M23C8D LCD-其他
1280,,5321.0,友銓,M2328,,23K,,M2328 電子零組件,M23K4 電商及XaaS
1281,,5324.0,士開,M2500,,25A,,M2500 建材營造,M25A 建設
1282,,5328.0,華容,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1283,,5340.0,建榮,M2328,,23B,,M2328 電子零組件,M23B3B 玻纖紗布
1284,,5344.0,立衛,M2324,,23G,,M2324 半導體,M23G2 IC封測
1285,,5345.0,天揚,M9900,,23Z,,M9900 其他,M23Z 其他電子
1286,,5347.0,世界,M2324,,23G,,M2324 半導體,M23G1A 晶圓代工
1287,,5348.0,系通,M2327,,23K,,M2327 通信網路業,M23K5 導航定位
1288,,5351.0,鈺創,M2324,,23G,,M2324 半導體,M23G5 IC設計
1289,,5353.0,台林,M2327,,23E,,M2327 通信網路業,M23E1 數據機
1290,,5355.0,佳總,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1291,,5356.0,協益,M2325,,13B,,M2325 電腦及週邊,M13B 塑膠製品
1292,,5364.0,力麗店,M2700,,27A,,M2700 觀光事業,M27A1 飯店業
1293,,5371.0,中光電,M2326,,23C,,M2326 光電業,M23C8B 背光模組
1294,,5381.0,合正,M2328,,23B,,M2328 電子零組件,M23B3A 銅箔基板
1295,,5383.0,金利,M2331,,23D,,M2331 其他電子業,M23D9B 散熱零組件
1296,,5386.0,青雲,M2325,,23B,,M2325 電腦及週邊,M23B4A 繪圖卡
1297,,5388.0,中磊,M2327,,23E,,M2327 通信網路業,M23E2 網路卡
1298,,5392.0,應華,M2326,,23D,,M2326 光電業,M23D4 機殼
1299,,5398.0,慕康生醫,M9900,,17C,,M9900 其他,M17C1 西藥
1300,,5403.0,中菲,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1301,,5410.0,國眾,M2330,,23T,,M2330 資訊服務業,M23T1 3C通路
1302,,5425.0,台半,M2324,,23D,,M2324 半導體,M23D1 整流二極體
1303,,5426.0,振發,M2325,,23D,,M2325 電腦及週邊,M23D4 機殼
1304,,5432.0,達威,M2326,,23C,,M2326 光電業,M23C8D LCD-其他
1305,,5434.0,崇越,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1306,,5438.0,東友,M2325,,23C,,M2325 電腦及週邊,M23C2 影像掃描
1307,,5439.0,高技,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1308,,5443.0,均豪,M2326,,23H,,M2326 光電業,M23H2 電機設備
1309,,5450.0,南良,M9900,,17Z,,M9900 其他,M17Z 其他化學
1310,,5452.0,佶優,M2331,,23T,,M2331 其他電子業,M23T2 零組件代理
1311,,5455.0,昇益,M2500,,25A,,M2500 建材營造,M25A 建設
1312,,5457.0,宣德,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1313,,5460.0,同協,M2328,,23D,,M2328 電子零組件,M23D9A 沖壓零組件
1314,,5464.0,霖宏,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1315,,5465.0,富驊,M2325,,23D,,M2325 電腦及週邊,M23D4 機殼
1316,,5468.0,凱鈺,M2324,,23G,,M2324 半導體,M23G5 IC設計
1317,,5469.0,瀚宇博,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1318,,5471.0,松翰,M2324,,23G,,M2324 半導體,M23G5 IC設計
1319,,5474.0,聰泰,M2325,,23B,,M2325 電腦及週邊,M23B4B 電視卡
1320,,5475.0,德宏,M2328,,23B,,M2328 電子零組件,M23B3B 玻纖紗布
1321,,5481.0,新華,M9900,,99Z,,M9900 其他,M99ZX 其他服務業
1322,,5483.0,中美晶,M2324,,23G,,M2324 半導體,M23G3C 晶圓材料
1323,,5484.0,慧友,M2326,,23C,,M2326 光電業,M23C9 安全監控
1324,,5487.0,通泰,M2324,,23G,,M2324 半導體,M23G5 IC設計
1325,,5488.0,松普,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1326,,5489.0,彩富,M2331,,23C,,M2331 其他電子業,M23C9 安全監控
1327,,5490.0,同亨,M2325,,23B,,M2325 電腦及週邊,M23B5A POS
1328,,5493.0,三聯,M2331,,23H,,M2331 其他電子業,M23H2 電機設備
1329,,5498.0,凱崴,M2328,,23B,,M2328 電子零組件,M23B3X PCB材-其他
1330,,5508.0,永信建,M2500,,25A,,M2500 建材營造,M25A 建設
1331,,5511.0,德昌,M2500,,25B,,M2500 建材營造,M25B 營造
1332,,5512.0,力麒,M2500,,25A,,M2500 建材營造,M25A 建設
1333,,5514.0,三豐,M2500,,25A,,M2500 建材營造,M25A 建設
1334,,5515.0,建國,M2500,,25B,,M2500 建材營造,M25B 營造
1335,,5516.0,雙喜,M2500,,25B,,M2500 建材營造,M25B 營造
1336,,5519.0,隆大,M2500,,25A,,M2500 建材營造,M25A 建設
1337,,5520.0,力泰,M2500,,11B,,M2500 建材營造,M11B 預拌混凝土
1338,,5521.0,工信,M2500,,25B,,M2500 建材營造,M25B 營造
1339,,5522.0,遠雄,M2500,,25A,,M2500 建材營造,M25A 建設
1340,,5523.0,豐謙,M2500,,25A,,M2500 建材營造,M25A 建設
1341,,5525.0,順天,M2500,,25A,,M2500 建材營造,M25A 建設
1342,,5529.0,鉅陞,M2500,,25A,,M2500 建材營造,M25A 建設
1343,,5530.0,龍巖,M9900,,25E,,M9900 其他,M25E 靈骨塔業
1344,,5531.0,鄉林,M2500,,25A,,M2500 建材營造,M25A 建設
1345,,5533.0,皇鼎,M2500,,25A,,M2500 建材營造,M25A 建設
1346,,5534.0,長虹,M2500,,25A,,M2500 建材營造,M25A 建設
1347,,5536.0,聖暉,M2331,,23H,,M2331 其他電子業,M23H1 廠辦機電
1348,,5538.0,東明-KY,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1349,,5543.0,桓鼎-KY,M2500,,20B,,M2500 建材營造,M20B 金屬製品
1350,,5546.0,永固-KY,M2500,,11B,,M2500 建材營造,M11B 預拌混凝土
1351,,5601.0,台聯櫃,M2600,,26C,,M2600 航運業,M26C 貨運倉儲業
1352,,5604.0,中連貨,M9900,,25F,,M9900 其他,M25F 物業管理
1353,,5607.0,遠雄港,M2600,,26C,,M2600 航運業,M26C 貨運倉儲業
1354,,5608.0,四維航,M2600,,26A,,M2600 航運業,M26A1 散裝輪
1355,,5701.0,劍湖山,M2700,,27A,,M2700 觀光事業,M27A1 飯店業
1356,,5703.0,亞都,M2700,,27A,,M2700 觀光事業,M27A1 飯店業
1357,,5704.0,老爺知,M2700,,27A,,M2700 觀光事業,M27A1 飯店業
1358,,5820.0,日盛金,M2800,,28L,,M2800 金融業,M28L 金融控股
1359,,5864.0,致和證,M2800,,30A,,M2800 金融業,M30A 證券
1360,,5876.0,上海商銀,M2800,,28A,,M2800 金融業,M28A 本國銀行
1361,,5878.0,台名,M2800,,28N,,M2800 金融業,M28N 保險經紀
1362,,5880.0,合庫金,M2800,,28L,,M2800 金融業,M28L 金融控股
1363,,5902.0,德記,M2900,,29B,,M2900 貿易百貨,M29B 貿易業
1364,,5903.0,全家,M2900,,29A,,M2900 貿易百貨,M29A4 便利商店
1365,,5904.0,寶雅,M2900,,29A,,M2900 貿易百貨,M29A9 其他零售
1366,,5905.0,南仁湖,M2900,,27B,,M2900 貿易百貨,M27B 觀光遊樂區
1367,,5906.0,台南-KY,M2900,,14C,,M2900 貿易百貨,M14C1 成衣製造
1368,,5907.0,大洋-KY,M2900,,29A,,M2900 貿易百貨,M29A1 百貨購物中
1369,,6005.0,群益證,M2800,,30A,,M2800 金融業,M30A 證券
1370,,6015.0,宏遠證,M2800,,30A,,M2800 金融業,M30A 證券
1371,,6016.0,康和證,M2800,,30A,,M2800 金融業,M30A 證券
1372,,6020.0,大展證,M2800,,30A,,M2800 金融業,M30A 證券
1373,,6021.0,大慶證,M2800,,30A,,M2800 金融業,M30A 證券
1374,,6023.0,元大期,M2800,,30C,,M2800 金融業,M30C 期貨
1375,,6024.0,群益期,M2800,,30C,,M2800 金融業,M30C 期貨
1376,,6026.0,福邦證,M2800,,30A,,M2800 金融業,M30A 證券
1377,,6101.0,寬魚國際,M3200,,99H,,M3200 文化創意業,M99H 電視廣播
1378,,6103.0,合邦,M2324,,23T,,M2324 半導體,M23T2 零組件代理
1379,,6104.0,創惟,M2324,,23G,,M2324 半導體,M23G5 IC設計
1380,,6108.0,競國,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1381,,6109.0,亞元,M2327,,23D,,M2327 通信網路業,M23D3 電源供應器
1382,,6111.0,大宇資,M3200,,23X,,M3200 文化創意業,M23X2 遊戲軟體
1383,,6112.0,聚碩,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1384,,6113.0,亞矽,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1385,,6114.0,久威,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1386,,6115.0,鎰勝,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1387,,6116.0,彩晶,M2326,,23C,,M2326 光電業,M23C8A LCD 面板
1388,,6117.0,迎廣,M2325,,23D,,M2325 電腦及週邊,M23D4 機殼
1389,,6118.0,建達,M2329,,23T,,M2329 電子通路業,M23T1 3C通路
1390,,6120.0,達運,M2326,,23C,,M2326 光電業,M23C8B 背光模組
1391,,6121.0,新普,M2325,,23D,,M2325 電腦及週邊,M23D7 二次電池
1392,,6122.0,擎邦,M1500,,25B,,M1500 電機機械,M25B 營造
1393,,6123.0,上奇,M2325,,23T,,M2325 電腦及週邊,M23T1 3C通路
1394,,6124.0,業強,M2328,,23D,,M2328 電子零組件,M23D9B 散熱零組件
1395,,6125.0,廣運,M2326,,23H,,M2326 光電業,M23H2 電機設備
1396,,6126.0,信音,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1397,,6127.0,九豪,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1398,,6128.0,上福,M2325,,23C,,M2325 電腦及週邊,M23C3 PC週邊
1399,,6129.0,普誠,M2324,,23G,,M2324 半導體,M23G5 IC設計
1400,,6130.0,星寶國際,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1401,,6133.0,金橋,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1402,,6134.0,萬旭,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1403,,6136.0,富爾特,M2327,,23T,,M2327 通信網路業,M23T2 零組件代理
1404,,6138.0,茂達,M2324,,23G,,M2324 半導體,M23G5 IC設計
1405,,6139.0,亞翔,M2331,,23H,,M2331 其他電子業,M23H1 廠辦機電
1406,,6140.0,訊達,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1407,,6141.0,柏承,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1408,,6142.0,友勁,M2327,,23E,,M2327 通信網路業,M23E2 網路卡
1409,,6143.0,振曜,M2327,,23C,,M2327 通信網路業,M23C3 PC週邊
1410,,6144.0,得利影,M3200,,23X,,M3200 文化創意業,M23X9 應用軟體
1411,,6146.0,耕興,M2331,,23Z,,M2331 其他電子業,M23Z 其他電子
1412,,6147.0,頎邦,M2324,,23G,,M2324 半導體,M23G2 IC封測
1413,,6148.0,驊宏資,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1414,,6150.0,撼訊,M2325,,23B,,M2325 電腦及週邊,M23B4A 繪圖卡
1415,,6151.0,晉倫,M2331,,13A,,M2331 其他電子業,M13A8 塑膠加工
1416,,6152.0,百一,M2327,,23K,,M2327 通信網路業,M23K2 衛星微波
1417,,6153.0,嘉聯益,M2328,,23B,,M2328 電子零組件,M23B2C 軟板
1418,,6154.0,順發,M2329,,23T,,M2329 電子通路業,M23T1 3C通路
1419,,6155.0,鈞寶,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1420,,6156.0,松上,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1421,,6158.0,禾昌,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1422,,6160.0,欣技,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1423,,6161.0,捷波,M2325,,23B,,M2325 電腦及週邊,M23B4A 繪圖卡
1424,,6163.0,華電網,M2327,,23K,,M2327 通信網路業,M23K1 網通工程
1425,,6164.0,華興,M2326,,23C,,M2326 光電業,M23C6C 封裝及應用
1426,,6165.0,浪凡,M9900,,23K,,M9900 其他,M23K4 電商及XaaS
1427,,6166.0,凌華,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1428,,6167.0,久正,M2326,,23C,,M2326 光電業,M23C8D LCD-其他
1429,,6168.0,宏齊,M2326,,23C,,M2326 光電業,M23C6C 封裝及應用
1430,,6169.0,昱泉,M3200,,23X,,M3200 文化創意業,M23X2 遊戲軟體
1431,,6170.0,統振,M2327,,23T,,M2327 通信網路業,M23T2 零組件代理
1432,,6171.0,亞銳士,M2500,,25A,,M2500 建材營造,M25A 建設
1433,,6172.0,互億,M2325,,23E,,M2325 電腦及週邊,M23E1 數據機
1434,,6173.0,信昌電,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1435,,6174.0,安碁,M2328,,23D,,M2328 電子零組件,M23D6 石英元件
1436,,6175.0,立敦,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1437,,6176.0,瑞儀,M2326,,23C,,M2326 光電業,M23C8B 背光模組
1438,,6177.0,達麗,M2500,,25A,,M2500 建材營造,M25A 建設
1439,,6179.0,亞通,M9900,,25C,,M9900 其他,M25C 工程承攬
1440,,6182.0,合晶,M2324,,23G,,M2324 半導體,M23G3C 晶圓材料
1441,,6183.0,關貿,M2330,,23K,,M2330 資訊服務業,M23K4 電商及XaaS
1442,,6184.0,大豐電,M9900,,99G,,M9900 其他,M99G 有線電視
1443,,6185.0,幃翔,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1444,,6186.0,新潤,M2500,,25A,,M2500 建材營造,M25A 建設
1445,,6187.0,萬潤,M2331,,23H,,M2331 其他電子業,M23H2 電機設備
1446,,6188.0,廣明,M2325,,23C,,M2325 電腦及週邊,M23C3 PC週邊
1447,,6189.0,豐藝,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1448,,6190.0,萬泰科,M2327,,23D,,M2327 通信網路業,M23D2 連接器
1449,,6191.0,精成科,M2328,,23B,,M2328 電子零組件,M23B2B PCB 組裝
1450,,6192.0,巨路,M2331,,23T,,M2331 其他電子業,M23T2 零組件代理
1451,,6194.0,育富,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1452,,6195.0,詩肯,M2900,,29A,,M2900 貿易百貨,M29A9 其他零售
1453,,6196.0,帆宣,M2331,,23H,,M2331 其他電子業,M23H1 廠辦機電
1454,,6197.0,佳必琪,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1455,,6198.0,凌泰,M2324,,23G,,M2324 半導體,M23G5 IC設計
1456,,6199.0,天品,M9900,,25E,,M9900 其他,M25E 靈骨塔業
1457,,6201.0,亞弘電,M2331,,23U,,M2331 其他電子業,M23U2 聲學產品
1458,,6202.0,盛群,M2324,,23G,,M2324 半導體,M23G5 IC設計
1459,,6203.0,海韻電,M2328,,23D,,M2328 電子零組件,M23D3 電源供應器
1460,,6204.0,艾華,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1461,,6205.0,詮欣,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1462,,6206.0,飛捷,M2325,,23B,,M2325 電腦及週邊,M23B5A POS
1463,,6207.0,雷科,M2328,,23D,,M2328 電子零組件,M23D9D 其他零組件
1464,,6208.0,日揚,M2328,,23H,,M2328 電子零組件,M23H2 電機設備
1465,,6209.0,今國光,M2326,,23U,,M2326 光電業,M23U1 光學鏡頭
1466,,6210.0,慶生,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1467,,6212.0,理銘,M2500,,25A,,M2500 建材營造,M25A 建設
1468,,6213.0,聯茂,M2328,,23B,,M2328 電子零組件,M23B3A 銅箔基板
1469,,6214.0,精誠,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1470,,6215.0,和椿,M2331,,23H,,M2331 其他電子業,M23H2 電機設備
